道具组id	道具id	道具名称	道具数量	道具权重	需求货币类型	需求货币数量
30012	41302012	貂皮轻裘	1	10	0	146700
30012	41402012	林地之王长袍	1	10	0	146700
30012	41502012	最佳救护外套	1	0	0	146700
30012	41602012	地狱问候马甲	1	0	0	146700
30012	42102012	#N/A	1	10	0	155500
30012	42202012	#N/A	1	10	0	155500
30012	42302012	#N/A	1	10	0	155500
30012	42402012	#N/A	1	10	0	155500
30012	42502012	#N/A	1	0	0	155500
30012	42602012	#N/A	1	0	0	155500
30012	43102012	#N/A	1	10	0	173100
30012	43202012	#N/A	1	10	0	173100
30012	43302012	#N/A	1	10	0	173100
30012	43402012	#N/A	1	10	0	173100
30012	43502012	#N/A	1	0	0	173100
30012	43602012	#N/A	1	0	0	173100
30012	44102012	#N/A	1	10	0	234900
30012	44202012	#N/A	1	10	0	234900
30012	44302012	#N/A	1	10	0	234900
30012	44402012	#N/A	1	10	0	234900
30012	44502012	#N/A	1	0	0	234900
30012	44602012	#N/A	1	0	0	234900
30012	41103012	#N/A	1	10	0	146700
30012	41203012	#N/A	1	10	0	146700
30012	41303012	#N/A	1	10	0	146700
30012	41403012	#N/A	1	10	0	146700
30012	41503012	#N/A	1	0	0	146700
30012	41603012	#N/A	1	0	0	146700
30012	42103012	#N/A	1	10	0	155500
30012	42203012	#N/A	1	10	0	155500
30012	42303012	#N/A	1	10	0	155500
30012	42403012	#N/A	1	10	0	155500
30012	42503012	#N/A	1	0	0	155500
30012	42603012	#N/A	1	0	0	155500
30012	43103012	#N/A	1	10	0	173100
30012	43203012	#N/A	1	10	0	173100
30012	43303012	#N/A	1	10	0	173100
30012	43403012	#N/A	1	10	0	173100
30012	43503012	#N/A	1	0	0	173100
30012	43603012	#N/A	1	0	0	173100
30012	44103012	#N/A	1	10	0	234900
30012	44203012	#N/A	1	10	0	234900
30012	44303012	#N/A	1	10	0	234900
30012	44403012	#N/A	1	10	0	234900
30012	44503012	#N/A	1	0	0	234900
30012	44603012	#N/A	1	0	0	234900
30012	41104012	#N/A	1	10	0	146700
30012	41204012	#N/A	1	10	0	146700
30012	41304012	#N/A	1	10	0	146700
30012	41404012	#N/A	1	10	0	146700
30012	41504012	#N/A	1	0	0	146700
30012	41604012	#N/A	1	0	0	146700
30012	42104012	#N/A	1	10	0	155500
30012	42204012	#N/A	1	10	0	155500
30012	42304012	#N/A	1	10	0	155500
30012	42404012	#N/A	1	10	0	155500
30012	42504012	#N/A	1	0	0	155500
30012	42604012	#N/A	1	0	0	155500
30012	43104012	#N/A	1	10	0	173100
30012	43204012	#N/A	1	10	0	173100
30012	43304012	#N/A	1	10	0	173100
30012	43404012	#N/A	1	10	0	173100
30012	43504012	#N/A	1	0	0	173100
30012	43604012	#N/A	1	0	0	173100
30012	44104012	#N/A	1	10	0	234900
30012	44204012	#N/A	1	10	0	234900
30012	44304012	#N/A	1	10	0	234900
30012	44404012	#N/A	1	10	0	234900
30012	44504012	#N/A	1	0	0	234900
30012	44604012	#N/A	1	0	0	234900
30012	41105012	#N/A	1	10	0	146700
30012	41205012	#N/A	1	10	0	146700
30012	41305012	#N/A	1	10	0	146700
30012	41405012	#N/A	1	10	0	146700
30012	41505012	#N/A	1	0	0	146700
30012	41605012	#N/A	1	0	0	146700
30012	42105012	#N/A	1	10	0	155500
30012	42205012	#N/A	1	10	0	155500
30012	42305012	#N/A	1	10	0	155500
30012	42405012	#N/A	1	10	0	155500
30012	42505012	#N/A	1	0	0	155500
30012	42605012	#N/A	1	0	0	155500
30012	43105012	#N/A	1	10	0	173100
30012	43205012	#N/A	1	10	0	173100
30012	43305012	#N/A	1	10	0	173100
30012	43405012	#N/A	1	10	0	173100
30012	43505012	#N/A	1	0	0	173100
30012	43605012	#N/A	1	0	0	173100
30012	44105012	#N/A	1	10	0	234900
30012	44205012	#N/A	1	10	0	234900
30012	44305012	#N/A	1	10	0	234900
30012	44405012	#N/A	1	10	0	234900
30012	44505012	#N/A	1	0	0	234900
30012	44605012	#N/A	1	0	0	234900
30013	41006113	#N/A	1	10	0	165800
30013	42006113	#N/A	1	10	0	174600
30013	43006113	#N/A	1	10	0	192300
30013	44006113	#N/A	1	10	0	254000
30013	41006513	#N/A	1	10	0	165800
30013	42006513	#N/A	1	10	0	174600
30013	43006513	#N/A	1	10	0	192300
30013	44006513	#N/A	1	10	0	254000
30013	41102013	红莲天舞胸甲	1	10	0	165800
30013	41202013	流浪者长衫	1	10	0	165800
30013	41302013	斗者专用皮甲	1	10	0	165800
30013	41402013	远征女神法袍	1	10	0	165800
30013	41502013	无尽守护外套	1	0	0	165800
30013	41602013	毒龙之牙马甲	1	0	0	165800
30013	42102013	#N/A	1	10	0	174600
30013	42202013	#N/A	1	10	0	174600
30013	42302013	#N/A	1	10	0	174600
30013	42402013	#N/A	1	10	0	174600
30013	42502013	#N/A	1	0	0	174600
30013	42602013	#N/A	1	0	0	174600
30013	43102013	#N/A	1	10	0	192300
30013	43202013	#N/A	1	10	0	192300
30013	43302013	#N/A	1	10	0	192300
30013	43402013	#N/A	1	10	0	192300
30013	43502013	#N/A	1	0	0	192300
30013	43602013	#N/A	1	0	0	192300
30013	44102013	#N/A	1	10	0	254000
30013	44202013	#N/A	1	10	0	254000
30013	44302013	#N/A	1	10	0	254000
30013	44402013	#N/A	1	10	0	254000
30013	44502013	#N/A	1	0	0	254000
30013	44602013	#N/A	1	0	0	254000
30013	41103013	#N/A	1	10	0	165800
30013	41203013	#N/A	1	10	0	165800
30013	41303013	#N/A	1	10	0	165800
30013	41403013	#N/A	1	10	0	165800
30013	41503013	#N/A	1	0	0	165800
30013	41603013	#N/A	1	0	0	165800
30013	42103013	#N/A	1	10	0	174600
30013	42203013	#N/A	1	10	0	174600
30013	42303013	#N/A	1	10	0	174600
30013	42403013	#N/A	1	10	0	174600
30013	42503013	#N/A	1	0	0	174600
30013	42603013	#N/A	1	0	0	174600
30013	43103013	#N/A	1	10	0	192300
30013	43203013	#N/A	1	10	0	192300
30013	43303013	#N/A	1	10	0	192300
30013	43403013	#N/A	1	10	0	192300
30013	43503013	#N/A	1	0	0	192300
30013	43603013	#N/A	1	0	0	192300
30013	44103013	#N/A	1	10	0	254000
30013	44203013	#N/A	1	10	0	254000
30013	44303013	#N/A	1	10	0	254000
30013	44403013	#N/A	1	10	0	254000
30013	44503013	#N/A	1	0	0	254000
30013	44603013	#N/A	1	0	0	254000
30013	41104013	#N/A	1	10	0	165800
30013	41204013	#N/A	1	10	0	165800
30013	41304013	#N/A	1	10	0	165800
30013	41404013	#N/A	1	10	0	165800
30013	41504013	#N/A	1	0	0	165800
30013	41604013	#N/A	1	0	0	165800
30013	42104013	#N/A	1	10	0	174600
30013	42204013	#N/A	1	10	0	174600
30013	42304013	#N/A	1	10	0	174600
30013	42404013	#N/A	1	10	0	174600
30013	42504013	#N/A	1	0	0	174600
30013	42604013	#N/A	1	0	0	174600
30013	43104013	#N/A	1	10	0	192300
30013	43204013	#N/A	1	10	0	192300
30013	43304013	#N/A	1	10	0	192300
30013	43404013	#N/A	1	10	0	192300
30013	43504013	#N/A	1	0	0	192300
30013	43604013	#N/A	1	0	0	192300
30013	44104013	#N/A	1	10	0	254000
30013	44204013	#N/A	1	10	0	254000
30013	44304013	#N/A	1	10	0	254000
30013	44404013	#N/A	1	10	0	254000
30013	44504013	#N/A	1	0	0	254000
30013	44604013	#N/A	1	0	0	254000
30013	41105013	#N/A	1	10	0	165800
30013	41205013	#N/A	1	10	0	165800
30013	41305013	#N/A	1	10	0	165800
30013	41405013	#N/A	1	10	0	165800
30013	41505013	#N/A	1	0	0	165800
30013	41605013	#N/A	1	0	0	165800
30013	42105013	#N/A	1	10	0	174600
30013	42205013	#N/A	1	10	0	174600
30013	42305013	#N/A	1	10	0	174600
30013	42405013	#N/A	1	10	0	174600
30013	42505013	#N/A	1	0	0	174600
30013	42605013	#N/A	1	0	0	174600
30013	43105013	#N/A	1	10	0	192300
30013	43205013	#N/A	1	10	0	192300
30013	43305013	#N/A	1	10	0	192300
30013	43405013	#N/A	1	10	0	192300
30013	43505013	#N/A	1	0	0	192300
30013	43605013	#N/A	1	0	0	192300
30013	44105013	#N/A	1	10	0	254000
30013	44205013	#N/A	1	10	0	254000
30013	44305013	#N/A	1	10	0	254000
30013	44405013	#N/A	1	10	0	254000
30013	44505013	#N/A	1	0	0	254000
30013	44605013	#N/A	1	0	0	254000
30014	41006114	#N/A	1	10	0	186700
30014	42006114	#N/A	1	10	0	195500
30014	43006114	#N/A	1	10	0	213200
30014	44006114	#N/A	1	10	0	274900
30014	41006514	#N/A	1	10	0	186700
30014	42006514	#N/A	1	10	0	195500
30014	43006514	#N/A	1	10	0	213200
30014	44006514	#N/A	1	10	0	274900
30014	41102014	血影狂魂胸甲	1	10	0	186700
30014	41202014	寒冰炫纹风衣	1	10	0	186700
30014	41302014	落日银光护甲	1	10	0	186700
30014	41402014	火焰双翼法袍	1	10	0	186700
30014	41502014	天雷御雪外套	1	0	0	186700
30014	41602014	无影之地马甲	1	0	0	186700
30014	42102014	#N/A	1	10	0	195500
30014	42202014	#N/A	1	10	0	195500
30014	42302014	#N/A	1	10	0	195500
30014	42402014	#N/A	1	10	0	195500
30014	42502014	#N/A	1	0	0	195500
30014	42602014	#N/A	1	0	0	195500
30014	43102014	#N/A	1	10	0	213200
30014	43202014	#N/A	1	10	0	213200
30014	43302014	#N/A	1	10	0	213200
30014	43402014	#N/A	1	10	0	213200
30014	43502014	#N/A	1	0	0	213200
30014	43602014	#N/A	1	0	0	213200
30014	44102014	#N/A	1	10	0	274900
30014	44202014	#N/A	1	10	0	274900
30014	44302014	#N/A	1	10	0	274900
30014	44402014	#N/A	1	10	0	274900
30014	44502014	#N/A	1	0	0	274900
30014	44602014	#N/A	1	0	0	274900
30014	41103014	#N/A	1	10	0	186700
30014	41203014	#N/A	1	10	0	186700
30014	41303014	#N/A	1	10	0	186700
30014	41403014	#N/A	1	10	0	186700
30014	41503014	#N/A	1	0	0	186700
30014	41603014	#N/A	1	0	0	186700
30014	42103014	#N/A	1	10	0	195500
30014	42203014	#N/A	1	10	0	195500
30014	42303014	#N/A	1	10	0	195500
30014	42403014	#N/A	1	10	0	195500
30014	42503014	#N/A	1	0	0	195500
30014	42603014	#N/A	1	0	0	195500
30014	43103014	#N/A	1	10	0	213200
30014	43203014	#N/A	1	10	0	213200
30014	43303014	#N/A	1	10	0	213200
30014	43403014	#N/A	1	10	0	213200
30014	43503014	#N/A	1	0	0	213200
30014	43603014	#N/A	1	0	0	213200
30014	44103014	#N/A	1	10	0	274900
30014	44203014	#N/A	1	10	0	274900
30014	44303014	#N/A	1	10	0	274900
30014	44403014	#N/A	1	10	0	274900
30014	44503014	#N/A	1	0	0	274900
30014	44603014	#N/A	1	0	0	274900
30014	41104014	#N/A	1	10	0	186700
30014	41204014	#N/A	1	10	0	186700
30014	41304014	#N/A	1	10	0	186700
30014	41404014	#N/A	1	10	0	186700
30014	41504014	#N/A	1	0	0	186700
30014	41604014	#N/A	1	0	0	186700
30014	42104014	#N/A	1	10	0	195500
30014	42204014	#N/A	1	10	0	195500
30014	42304014	#N/A	1	10	0	195500
30014	42404014	#N/A	1	10	0	195500
30014	42504014	#N/A	1	0	0	195500
30014	42604014	#N/A	1	0	0	195500
30014	43104014	#N/A	1	10	0	213200
30014	43204014	#N/A	1	10	0	213200
30014	43304014	#N/A	1	10	0	213200
30014	43404014	#N/A	1	10	0	213200
30014	43504014	#N/A	1	0	0	213200
30014	43604014	#N/A	1	0	0	213200
30014	44104014	#N/A	1	10	0	274900
30014	44204014	#N/A	1	10	0	274900
30014	44304014	#N/A	1	10	0	274900
30014	44404014	#N/A	1	10	0	274900
30014	44504014	#N/A	1	0	0	274900
30014	44604014	#N/A	1	0	0	274900
30014	41105014	#N/A	1	10	0	186700
30014	41205014	#N/A	1	10	0	186700
30014	41305014	#N/A	1	10	0	186700
30014	41405014	#N/A	1	10	0	186700
30014	41505014	#N/A	1	0	0	186700
30014	41605014	#N/A	1	0	0	186700
30014	42105014	#N/A	1	10	0	195500
30014	42205014	#N/A	1	10	0	195500
30014	42305014	#N/A	1	10	0	195500
30014	42405014	#N/A	1	10	0	195500
30014	42505014	#N/A	1	0	0	195500
30014	42605014	#N/A	1	0	0	195500
30014	43105014	#N/A	1	10	0	213200
30014	43205014	#N/A	1	10	0	213200
30014	43305014	#N/A	1	10	0	213200
30014	43405014	#N/A	1	10	0	213200
30014	43505014	#N/A	1	0	0	213200
30014	43605014	#N/A	1	0	0	213200
30014	44105014	#N/A	1	10	0	274900
30014	44205014	#N/A	1	10	0	274900
30014	44305014	#N/A	1	10	0	274900
30014	44405014	#N/A	1	10	0	274900
30014	44505014	#N/A	1	0	0	274900
30014	44605014	#N/A	1	0	0	274900
30015	41006115	#N/A	1	10	0	209400
30015	42006115	#N/A	1	10	0	218300
30015	43006115	#N/A	1	10	0	235900
30015	44006115	#N/A	1	10	0	297600
30015	41006515	#N/A	1	10	0	209400
30015	42006515	#N/A	1	10	0	218300
30015	43006515	#N/A	1	10	0	235900
30015	44006515	#N/A	1	10	0	297600
30015	41102015	地狱灼魂胸甲	1	10	0	209400
30015	41202015	绝境先锋马甲	1	10	0	209400
30015	41302015	圣灵斗者金甲	1	10	0	209400
30015	41402015	天域长袍	1	10	0	209400
30015	41502015	死神之舞外套	1	0	0	209400
30015	41602015	孤寂游魂皮甲	1	0	0	209400
30015	42102015	#N/A	1	10	0	218300
30015	42202015	#N/A	1	10	0	218300
30015	42302015	#N/A	1	10	0	218300
30015	42402015	#N/A	1	10	0	218300
30015	42502015	#N/A	1	0	0	218300
30015	42602015	#N/A	1	0	0	218300
30015	43102015	#N/A	1	10	0	235900
30015	43202015	#N/A	1	10	0	235900
30015	43302015	#N/A	1	10	0	235900
30015	43402015	#N/A	1	10	0	235900
30015	43502015	#N/A	1	0	0	235900
30015	43602015	#N/A	1	0	0	235900
30015	44102015	#N/A	1	10	0	297600
30015	44202015	#N/A	1	10	0	297600
30015	44302015	#N/A	1	10	0	297600
30015	44402015	#N/A	1	10	0	297600
30015	44502015	#N/A	1	0	0	297600
30015	44602015	#N/A	1	0	0	297600
30015	41103015	#N/A	1	10	0	209400
30015	41203015	#N/A	1	10	0	209400
30015	41303015	#N/A	1	10	0	209400
30015	41403015	#N/A	1	10	0	209400
30015	41503015	#N/A	1	0	0	209400
30015	41603015	#N/A	1	0	0	209400
30015	42103015	#N/A	1	10	0	218300
30015	42203015	#N/A	1	10	0	218300
30015	42303015	#N/A	1	10	0	218300
30015	42403015	#N/A	1	10	0	218300
30015	42503015	#N/A	1	0	0	218300
30015	42603015	#N/A	1	0	0	218300
30015	43103015	#N/A	1	10	0	235900
30015	43203015	#N/A	1	10	0	235900
30015	43303015	#N/A	1	10	0	235900
30015	43403015	#N/A	1	10	0	235900
30015	43503015	#N/A	1	0	0	235900
30015	43603015	#N/A	1	0	0	235900
30015	44103015	#N/A	1	10	0	297600
30015	44203015	#N/A	1	10	0	297600
30015	44303015	#N/A	1	10	0	297600
30015	44403015	#N/A	1	10	0	297600
30015	44503015	#N/A	1	0	0	297600
30015	44603015	#N/A	1	0	0	297600
30015	41104015	#N/A	1	10	0	209400
30015	41204015	#N/A	1	10	0	209400
30015	41304015	#N/A	1	10	0	209400
30015	41404015	#N/A	1	10	0	209400
30015	41504015	#N/A	1	0	0	209400
30015	41604015	#N/A	1	0	0	209400
30015	42104015	#N/A	1	10	0	218300
30015	42204015	#N/A	1	10	0	218300
30015	42304015	#N/A	1	10	0	218300
30015	42404015	#N/A	1	10	0	218300
30015	42504015	#N/A	1	0	0	218300
30015	42604015	#N/A	1	0	0	218300
30015	43104015	#N/A	1	10	0	235900
30015	43204015	#N/A	1	10	0	235900
30015	43304015	#N/A	1	10	0	235900
30015	43404015	#N/A	1	10	0	235900
30015	43504015	#N/A	1	0	0	235900
30015	43604015	#N/A	1	0	0	235900
30015	44104015	#N/A	1	10	0	297600
30015	44204015	#N/A	1	10	0	297600
30015	44304015	#N/A	1	10	0	297600
30015	44404015	#N/A	1	10	0	297600
30015	44504015	#N/A	1	0	0	297600
30015	44604015	#N/A	1	0	0	297600
30015	41105015	#N/A	1	10	0	209400
30015	41205015	#N/A	1	10	0	209400
30015	41305015	#N/A	1	10	0	209400
30015	41405015	#N/A	1	10	0	209400
30015	41505015	#N/A	1	0	0	209400
30015	41605015	#N/A	1	0	0	209400
30015	42105015	#N/A	1	10	0	218300
30015	42205015	#N/A	1	10	0	218300
30015	42305015	#N/A	1	10	0	218300
30015	42405015	#N/A	1	10	0	218300
30015	42505015	#N/A	1	0	0	218300
30015	42605015	#N/A	1	0	0	218300
30015	43105015	#N/A	1	10	0	235900
30015	43205015	#N/A	1	10	0	235900
30015	43305015	#N/A	1	10	0	235900
30015	43405015	#N/A	1	10	0	235900
30015	43505015	#N/A	1	0	0	235900
30015	43605015	#N/A	1	0	0	235900
30015	44105015	#N/A	1	10	0	297600
30015	44205015	#N/A	1	10	0	297600
30015	44305015	#N/A	1	10	0	297600
30015	44405015	#N/A	1	10	0	297600
30015	44505015	#N/A	1	0	0	297600
30015	44605015	#N/A	1	0	0	297600
30016	41006116	#N/A	1	10	0	234200
30016	42006116	#N/A	1	10	0	243000
30016	43006116	#N/A	1	10	0	260600
30016	44006116	#N/A	1	10	0	322400
30016	41006516	#N/A	1	10	0	234200
30016	42006516	#N/A	1	10	0	243000
30016	43006516	#N/A	1	10	0	260600
30016	44006516	#N/A	1	10	0	322400
30016	41102016	上古契约长衫	1	10	0	234200
30016	41202016	游离之心风衣	1	10	0	234200
30016	41302016	游龙斗魂皮甲	1	10	0	234200
30016	41402016	至尊闪耀法袍	1	10	0	234200
30016	41502016	圣光寓言外套	1	0	0	234200
30016	41602016	领域英豪皮甲	1	0	0	234200
30016	42102016	#N/A	1	10	0	243000
30016	42202016	#N/A	1	10	0	243000
30016	42302016	#N/A	1	10	0	243000
30016	42402016	#N/A	1	10	0	243000
30016	42502016	#N/A	1	0	0	243000
30016	42602016	#N/A	1	0	0	243000
30016	43102016	#N/A	1	10	0	260600
30016	43202016	#N/A	1	10	0	260600
30016	43302016	#N/A	1	10	0	260600
30016	43402016	#N/A	1	10	0	260600
30016	43502016	#N/A	1	0	0	260600
30016	43602016	#N/A	1	0	0	260600
30016	44102016	#N/A	1	10	0	322400
30016	44202016	#N/A	1	10	0	322400
30016	44302016	#N/A	1	10	0	322400
30016	44402016	#N/A	1	10	0	322400
30016	44502016	#N/A	1	0	0	322400
30016	44602016	#N/A	1	0	0	322400
30016	41103016	#N/A	1	10	0	234200
30016	41203016	#N/A	1	10	0	234200
30016	41303016	#N/A	1	10	0	234200
30016	41403016	#N/A	1	10	0	234200
30016	41503016	#N/A	1	0	0	234200
30016	41603016	#N/A	1	0	0	234200
30016	42103016	#N/A	1	10	0	243000
30016	42203016	#N/A	1	10	0	243000
30016	42303016	#N/A	1	10	0	243000
30016	42403016	#N/A	1	10	0	243000
30016	42503016	#N/A	1	0	0	243000
30016	42603016	#N/A	1	0	0	243000
30016	43103016	#N/A	1	10	0	260600
30016	43203016	#N/A	1	10	0	260600
30016	43303016	#N/A	1	10	0	260600
30016	43403016	#N/A	1	10	0	260600
30016	43503016	#N/A	1	0	0	260600
30016	43603016	#N/A	1	0	0	260600
30016	44103016	#N/A	1	10	0	322400
30016	44203016	#N/A	1	10	0	322400
30016	44303016	#N/A	1	10	0	322400
30016	44403016	#N/A	1	10	0	322400
30016	44503016	#N/A	1	0	0	322400
30016	44603016	#N/A	1	0	0	322400
30016	41104016	#N/A	1	10	0	234200
30016	41204016	#N/A	1	10	0	234200
30016	41304016	#N/A	1	10	0	234200
30016	41404016	#N/A	1	10	0	234200
30016	41504016	#N/A	1	0	0	234200
30016	41604016	#N/A	1	0	0	234200
30016	42104016	#N/A	1	10	0	243000
30016	42204016	#N/A	1	10	0	243000
30016	42304016	#N/A	1	10	0	243000
30016	42404016	#N/A	1	10	0	243000
30016	42504016	#N/A	1	0	0	243000
30016	42604016	#N/A	1	0	0	243000
30016	43104016	#N/A	1	10	0	260600
30016	43204016	#N/A	1	10	0	260600
30016	43304016	#N/A	1	10	0	260600
30016	43404016	#N/A	1	10	0	260600
30016	43504016	#N/A	1	0	0	260600
30016	43604016	#N/A	1	0	0	260600
30016	44104016	#N/A	1	10	0	322400
30016	44204016	#N/A	1	10	0	322400
30016	44304016	#N/A	1	10	0	322400
30016	44404016	#N/A	1	10	0	322400
30016	44504016	#N/A	1	0	0	322400
30016	44604016	#N/A	1	0	0	322400
30016	41105016	#N/A	1	10	0	234200
30016	41205016	#N/A	1	10	0	234200
30016	41305016	#N/A	1	10	0	234200
30016	41405016	#N/A	1	10	0	234200
30016	41505016	#N/A	1	0	0	234200
30016	41605016	#N/A	1	0	0	234200
30016	42105016	#N/A	1	10	0	243000
30016	42205016	#N/A	1	10	0	243000
30016	42305016	#N/A	1	10	0	243000
30016	42405016	#N/A	1	10	0	243000
30016	42505016	#N/A	1	0	0	243000
30016	42605016	#N/A	1	0	0	243000
30016	43105016	#N/A	1	10	0	260600
30016	43205016	#N/A	1	10	0	260600
30016	43305016	#N/A	1	10	0	260600
30016	43405016	#N/A	1	10	0	260600
30016	43505016	#N/A	1	0	0	260600
30016	43605016	#N/A	1	0	0	260600
30016	44105016	#N/A	1	10	0	322400
30016	44205016	#N/A	1	10	0	322400
30016	44305016	#N/A	1	10	0	322400
30016	44405016	#N/A	1	10	0	322400
30016	44505016	#N/A	1	0	0	322400
30016	44605016	#N/A	1	0	0	322400
30017	41006117	#N/A	1	10	0	261000
30017	42006117	#N/A	1	10	0	269800
30017	43006117	#N/A	1	10	0	287500
30017	44006117	#N/A	1	10	0	349200
30017	41006517	#N/A	1	10	0	261000
30017	42006517	#N/A	1	10	0	269800
30017	43006517	#N/A	1	10	0	287500
30017	44006517	#N/A	1	10	0	349200
30017	41102017	黑暗之刃长衫	1	10	0	261000
30017	41202017	机密突击队服	1	10	0	261000
30017	41302017	千年玄铁护胸	1	10	0	261000
30017	41402017	极空幻境长袍	1	10	0	261000
30017	41502017	魔神命格外套	1	0	0	261000
30017	41602017	绝望回忆皮甲	1	0	0	261000
30017	42102017	#N/A	1	10	0	269800
30017	42202017	#N/A	1	10	0	269800
30017	42302017	#N/A	1	10	0	269800
30017	42402017	#N/A	1	10	0	269800
30017	42502017	#N/A	1	0	0	269800
30017	42602017	#N/A	1	0	0	269800
30017	43102017	#N/A	1	10	0	287500
30017	43202017	#N/A	1	10	0	287500
30017	43302017	#N/A	1	10	0	287500
30017	43402017	#N/A	1	10	0	287500
30017	43502017	#N/A	1	0	0	287500
30017	43602017	#N/A	1	0	0	287500
30017	44102017	#N/A	1	10	0	349200
30017	44202017	#N/A	1	10	0	349200
30017	44302017	#N/A	1	10	0	349200
30017	44402017	#N/A	1	10	0	349200
30017	44502017	#N/A	1	0	0	349200
30017	44602017	#N/A	1	0	0	349200
30017	41103017	#N/A	1	10	0	261000
30017	41203017	#N/A	1	10	0	261000
30017	41303017	#N/A	1	10	0	261000
30017	41403017	#N/A	1	10	0	261000
30017	41503017	#N/A	1	0	0	261000
30017	41603017	#N/A	1	0	0	261000
30017	42103017	#N/A	1	10	0	269800
30017	42203017	#N/A	1	10	0	269800
30017	42303017	#N/A	1	10	0	269800
30017	42403017	#N/A	1	10	0	269800
30017	42503017	#N/A	1	0	0	269800
30017	42603017	#N/A	1	0	0	269800
30017	43103017	#N/A	1	10	0	287500
30017	43203017	#N/A	1	10	0	287500
30017	43303017	#N/A	1	10	0	287500
30017	43403017	#N/A	1	10	0	287500
30017	43503017	#N/A	1	0	0	287500
30017	43603017	#N/A	1	0	0	287500
30017	44103017	#N/A	1	10	0	349200
30017	44203017	#N/A	1	10	0	349200
30017	44303017	#N/A	1	10	0	349200
30017	44403017	#N/A	1	10	0	349200
30017	44503017	#N/A	1	0	0	349200
30017	44603017	#N/A	1	0	0	349200
30017	41104017	#N/A	1	10	0	261000
30017	41204017	#N/A	1	10	0	261000
30017	41304017	#N/A	1	10	0	261000
30017	41404017	#N/A	1	10	0	261000
30017	41504017	#N/A	1	0	0	261000
30017	41604017	#N/A	1	0	0	261000
30017	42104017	#N/A	1	10	0	269800
30017	42204017	#N/A	1	10	0	269800
30017	42304017	#N/A	1	10	0	269800
30017	42404017	#N/A	1	10	0	269800
30017	42504017	#N/A	1	0	0	269800
30017	42604017	#N/A	1	0	0	269800
30017	43104017	#N/A	1	10	0	287500
30017	43204017	#N/A	1	10	0	287500
30017	43304017	#N/A	1	10	0	287500
30017	43404017	#N/A	1	10	0	287500
30017	43504017	#N/A	1	0	0	287500
30017	43604017	#N/A	1	0	0	287500
30017	44104017	#N/A	1	10	0	349200
30017	44204017	#N/A	1	10	0	349200
30017	44304017	#N/A	1	10	0	349200
30017	44404017	#N/A	1	10	0	349200
30017	44504017	#N/A	1	0	0	349200
30017	44604017	#N/A	1	0	0	349200
30017	41105017	#N/A	1	10	0	261000
30017	41205017	#N/A	1	10	0	261000
30017	41305017	#N/A	1	10	0	261000
30017	41405017	#N/A	1	10	0	261000
30017	41505017	#N/A	1	0	0	261000
30017	41605017	#N/A	1	0	0	261000
30017	42105017	#N/A	1	10	0	269800
30017	42205017	#N/A	1	10	0	269800
30017	42305017	#N/A	1	10	0	269800
30017	42405017	#N/A	1	10	0	269800
30017	42505017	#N/A	1	0	0	269800
30017	42605017	#N/A	1	0	0	269800
30017	43105017	#N/A	1	10	0	287500
30017	43205017	#N/A	1	10	0	287500
30017	43305017	#N/A	1	10	0	287500
30017	43405017	#N/A	1	10	0	287500
30017	43505017	#N/A	1	0	0	287500
30017	43605017	#N/A	1	0	0	287500
30017	44105017	#N/A	1	10	0	349200
30017	44205017	#N/A	1	10	0	349200
30017	44305017	#N/A	1	10	0	349200
30017	44405017	#N/A	1	10	0	349200
30017	44505017	#N/A	1	0	0	349200
30017	44605017	#N/A	1	0	0	349200
30018	41006118	#N/A	1	10	0	290100
30018	42006118	#N/A	1	10	0	298900
30018	43006118	#N/A	1	10	0	316500
30018	44006118	#N/A	1	10	0	378300
30018	41006518	#N/A	1	10	0	290100
30018	42006518	#N/A	1	10	0	298900
30018	43006518	#N/A	1	10	0	316500
30018	44006518	#N/A	1	10	0	378300
30018	41102018	炎冥之灵上衣	1	10	0	290100
30018	41202018	爆裂子弹马甲	1	10	0	290100
30018	41302018	瞬息击杀胸甲	1	10	0	290100
30018	41402018	爱之海长袍	1	10	0	290100
30018	41502018	生命女神外套	1	0	0	290100
30018	41602018	灭魂诅咒皮甲	1	0	0	290100
30018	42102018	#N/A	1	10	0	298900
30018	42202018	#N/A	1	10	0	298900
30018	42302018	#N/A	1	10	0	298900
30018	42402018	#N/A	1	10	0	298900
30018	42502018	#N/A	1	0	0	298900
30018	42602018	#N/A	1	0	0	298900
30018	43102018	#N/A	1	10	0	316500
30018	43202018	#N/A	1	10	0	316500
30018	43302018	#N/A	1	10	0	316500
30018	43402018	#N/A	1	10	0	316500
30018	43502018	#N/A	1	0	0	316500
30018	43602018	#N/A	1	0	0	316500
30018	44102018	#N/A	1	10	0	378300
30018	44202018	#N/A	1	10	0	378300
30018	44302018	#N/A	1	10	0	378300
30018	44402018	#N/A	1	10	0	378300
30018	44502018	#N/A	1	0	0	378300
30018	44602018	#N/A	1	0	0	378300
30018	41103018	#N/A	1	10	0	290100
30018	41203018	#N/A	1	10	0	290100
30018	41303018	#N/A	1	10	0	290100
30018	41403018	#N/A	1	10	0	290100
30018	41503018	#N/A	1	0	0	290100
30018	41603018	#N/A	1	0	0	290100
30018	42103018	#N/A	1	10	0	298900
30018	42203018	#N/A	1	10	0	298900
30018	42303018	#N/A	1	10	0	298900
30018	42403018	#N/A	1	10	0	298900
