任务ID	前置ID	任务名称	任务类型	场景ID	任务方式	任务条件1	任务条件2	等级	最高等级	职业	是否自动接取	是否可放弃	接任务NPC	交任务NPC	接任务对话	交任务对话	任务描述	完成奖励金钱	完成奖励钻石	完成奖励经验	完成奖励体力	完成奖励物品	完成奖励卡牌	奖励武器
10055002	10055001	无尽回廊	1	0	55	10	0	23	999	0	0	0	0	0	0	0	无尽回廊达到10层	2500	12	0	0			
10055003	10055002	无尽回廊	1	0	55	15	0	23	999	0	0	0	0	0	0	0	无尽回廊达到15层	3000	14	0	0			
10055004	10055003	无尽回廊	1	0	55	20	0	23	999	0	0	0	0	0	0	0	无尽回廊达到20层	3500	16	0	0			
10055005	10055004	无尽回廊	1	0	55	25	0	23	999	0	0	0	0	0	0	0	无尽回廊达到25层	4000	18	0	0			
10055006	10055005	无尽回廊	1	0	55	30	0	23	999	0	0	0	0	0	0	0	无尽回廊达到30层	4500	20	0	0			
10055007	10055006	无尽回廊	1	0	55	35	0	23	999	0	0	0	0	0	0	0	无尽回廊达到35层	5000	22	0	0			
10055008	10055007	无尽回廊	1	0	55	40	0	23	999	0	0	0	0	0	0	0	无尽回廊达到40层	10000	24	0	0			
10055009	10055008	无尽回廊	1	0	55	45	0	23	999	0	0	0	0	0	0	0	无尽回廊达到45层	15000	26	0	0			
10055010	10055009	无尽回廊	1	0	55	50	0	23	999	0	0	0	0	0	0	0	无尽回廊达到50层	20000	28	0	0			
10055011	10055010	无尽回廊	1	0	55	55	0	23	999	0	0	0	0	0	0	0	无尽回廊达到55层	25000	30	0	0			
10055012	10055011	无尽回廊	1	0	55	60	0	23	999	0	0	0	0	0	0	0	无尽回廊达到60层	30000	32	0	0			
10055013	10055012	无尽回廊	1	0	55	65	0	23	999	0	0	0	0	0	0	0	无尽回廊达到65层	35000	34	0	0			
10055014	10055013	无尽回廊	1	0	55	70	0	23	999	0	0	0	0	0	0	0	无尽回廊达到70层	40000	36	0	0			
10055015	10055014	无尽回廊	1	0	55	75	0	23	999	0	0	0	0	0	0	0	无尽回廊达到75层	45000	38	0	0			
10055016	10055015	无尽回廊	1	0	55	80	0	23	999	0	0	0	0	0	0	0	无尽回廊达到80层	50000	40	0	0			
10055017	10055016	无尽回廊	1	0	55	85	0	23	999	0	0	0	0	0	0	0	无尽回廊达到85层	55000	42	0	0			
10055018	10055017	无尽回廊	1	0	55	90	0	23	999	0	0	0	0	0	0	0	无尽回廊达到90层	60000	44	0	0			
10055019	10055018	无尽回廊	1	0	55	95	0	23	999	0	0	0	0	0	0	0	无尽回廊达到95层	65000	46	0	0			
10055020	10055019	无尽回廊	1	0	55	100	0	23	999	0	0	0	0	0	0	0	无尽回廊达到100层	70000	48	0	0			
10055021	10055020	无尽回廊	1	0	55	105	0	23	999	0	0	0	0	0	0	0	无尽回廊达到105层	75000	50	0	0			
10055022	10055021	无尽回廊	1	0	55	110	0	23	999	0	0	0	0	0	0	0	无尽回廊达到110层	80000	52	0	0			
10055023	10055022	无尽回廊	1	0	55	115	0	23	999	0	0	0	0	0	0	0	无尽回廊达到115层	85000	54	0	0			
10055024	10055023	无尽回廊	1	0	55	120	0	23	999	0	0	0	0	0	0	0	无尽回廊达到120层	90000	56	0	0			
10055025	10055024	无尽回廊	1	0	55	125	0	23	999	0	0	0	0	0	0	0	无尽回廊达到125层	95000	58	0	0			
10055026	10055025	无尽回廊	1	0	55	130	0	23	999	0	0	0	0	0	0	0	无尽回廊达到130层	100000	60	0	0			
10055027	10055026	无尽回廊	1	0	55	135	0	23	999	0	0	0	0	0	0	0	无尽回廊达到135层	105000	62	0	0			
10055028	10055027	无尽回廊	1	0	55	140	0	23	999	0	0	0	0	0	0	0	无尽回廊达到140层	110000	64	0	0			
10055029	10055028	无尽回廊	1	0	55	145	0	23	999	0	0	0	0	0	0	0	无尽回廊达到145层	115000	66	0	0			
10055030	10055029	无尽回廊	1	0	55	150	0	23	999	0	0	0	0	0	0	0	无尽回廊达到150层	120000	68	0	0			
10055031	10055030	无尽回廊	1	0	55	155	0	23	999	0	0	0	0	0	0	0	无尽回廊达到155层	125000	70	0	0			
10055032	10055031	无尽回廊	1	0	55	160	0	23	999	0	0	0	0	0	0	0	无尽回廊达到160层	130000	72	0	0			
10055033	10055032	无尽回廊	1	0	55	165	0	23	999	0	0	0	0	0	0	0	无尽回廊达到165层	135000	74	0	0			
10055034	10055033	无尽回廊	1	0	55	170	0	23	999	0	0	0	0	0	0	0	无尽回廊达到170层	140000	76	0	0			
10055035	10055034	无尽回廊	1	0	55	175	0	23	999	0	0	0	0	0	0	0	无尽回廊达到175层	145000	78	0	0			
10055036	10055035	无尽回廊	1	0	55	180	0	23	999	0	0	0	0	0	0	0	无尽回廊达到180层	150000	80	0	0			
10055037	10055036	无尽回廊	1	0	55	185	0	23	999	0	0	0	0	0	0	0	无尽回廊达到185层	160000	82	0	0			
10055038	10055037	无尽回廊	1	0	55	190	0	23	999	0	0	0	0	0	0	0	无尽回廊达到190层	170000	84	0	0			
10055039	10055038	无尽回廊	1	0	55	195	0	23	999	0	0	0	0	0	0	0	无尽回廊达到195层	180000	86	0	0			
10055040	10055039	无尽回廊	1	0	55	200	0	23	999	0	0	0	0	0	0	0	无尽回廊达到200层	200000	88	0	0			
30042001	0	副本杀手	3	0	42	10	0	15	19	0	0	0	0	0	0	0	挑战任意关卡10次	0	0	1500	0			
30050001	0	怪物猎人	3	0	50	50	0	15	19	0	0	0	0	0	0	0	猎杀50只关卡怪物	1000	0	1500	0			
30049001	0	精湛的技艺	3	0	49	1	0	15	19	0	0	0	0	0	0	0	任意技能升级1次	0	0	1500	0		11099:1;	
30048001	0	武器强化	3	0	48	1	0	15	19	0	0	0	0	0	0	0	任意武器强化1次	0	0	1500	0	71000001:5:0:0:0;72000001:10:0:0:0;		
30065001	0	派出探员	3	0	65	1	0	15	19	0	0	0	0	0	0	0	派出探员进行1次招募	10000	0	1500	0	71000001:5:0:0:0;72000001:10:0:0:0;		
30026001	0	日常训练	3	0	26	1	0	15	19	0	0	0	0	0	0	0	任意卡牌训练1次	0	0	1500	0			
30040001	0	挑战俱乐部	3	0	40	2	0	15	19	0	0	0	0	0	0	0	进行2次俱乐部挑战	0	0	1500	0	71000001:5:0:0:0;72000001:10:0:0:0;		
30019001	0	荣耀天梯	3	0	19	10	0	15	19	0	0	0	0	0	0	0	在荣耀天梯中完成10次挑战	2000	10	0	0			
30045001	0	体力购买	3	0	45	1	0	15	19	0	0	0	0	0	0	0	购买1次体力	0	0	1500	0	71000001:5:0:0:0;72000001:10:0:0:0;		
30066001	0	摇钱树	3	0	66	1	0	15	19	0	0	0	0	0	0	0	进行1次摇钱树	0	0	1500	0			
30042002	0	副本杀手	3	0	42	10	0	20	29	0	0	0	0	0	0	0	挑战任意关卡10次	0	0	2100	0			
30050002	0	怪物猎人	3	0	50	50	0	20	29	0	0	0	0	0	0	0	猎杀50只关卡怪物	3000	0	2100	0			
30049002	0	精湛的技艺	3	0	49	1	0	20	29	0	0	0	0	0	0	0	任意技能升级1次	0	0	2100	0		21099:1;	
30048002	0	武器强化	3	0	48	1	0	20	29	0	0	0	0	0	0	0	任意武器强化1次	0	0	2100	0	71000001:10:0:0:0;72000001:15:0:0:0;		
30065002	0	派出探员	3	0	65	1	0	20	29	0	0	0	0	0	0	0	派出探员进行1次招募	15000	0	2100	0	71000001:10:0:0:0;72000001:15:0:0:0;		
30026002	0	日常训练	3	0	26	1	0	20	29	0	0	0	0	0	0	0	任意卡牌训练1次	0	0	2100	0			
30040002	0	挑战俱乐部	3	0	40	2	0	20	29	0	0	0	0	0	0	0	进行2次俱乐部挑战	0	0	2100	0	71000001:10:0:0:0;72000001:15:0:0:0;		
30019002	0	荣耀天梯	3	0	19	10	0	20	29	0	0	0	0	0	0	0	在荣耀天梯中完成10次挑战	3000	10	0	0			
30045002	0	体力购买	3	0	45	1	0	20	29	0	0	0	0	0	0	0	购买一次体力	0	0	2100	0	71000001:10:0:0:0;72000001:15:0:0:0;		
30066002	0	摇钱树	3	0	66	1	0	20	29	0	0	0	0	0	0	0	进行1次摇钱树	0	0	2100	0			
30042003	0	副本杀手	3	0	42	10	0	30	44	0	0	0	0	0	0	0	挑战任意关卡10次	0	0	2800	0			
30050003	0	怪物猎人	3	0	50	50	0	30	44	0	0	0	0	0	0	0	猎杀50只关卡怪物	5000	0	2800	0	71000001:10:0:0:0;72000001:15:0:0:0;		
30049003	0	精湛的技艺	3	0	49	1	0	30	44	0	0	0	0	0	0	0	任意技能升级1次	0	0	2800	0		31099:1;	
30048003	0	武器强化	3	0	48	1	0	30	44	0	0	0	0	0	0	0	任意武器强化1次	0	0	2800	0	72000001:15:0:0:0;73000001:10:0:0:0;		
30065003	0	派出探员	3	0	65	1	0	30	44	0	0	0	0	0	0	0	派出探员进行1次招募	20000	0	2800	0	72000001:15:0:0:0;73000001:10:0:0:0;		
30026003	0	日常训练	3	0	26	1	0	30	44	0	0	0	0	0	0	0	任意卡牌训练1次	0	0	5600	0			
30040003	0	挑战俱乐部	3	0	40	2	0	30	44	0	0	0	0	0	0	0	进行2次俱乐部挑战	0	0	2800	0	72000001:15:0:0:0;73000001:10:0:0:0;		
30019003	0	荣耀天梯	3	0	19	12	0	30	44	0	0	0	0	0	0	0	在荣耀天梯中完成12次挑战	5000	10	0	0			
30045003	0	体力购买	3	0	45	1	0	30	44	0	0	0	0	0	0	0	购买1次体力	0	0	2800	0	72000001:15:0:0:0;73000001:10:0:0:0;		
30061003	0	无尽回廊	3	0	61	5	0	30	44	0	0	0	0	0	0	0	挑战无尽回廊5层	0	0	2800	0	72000001:15:0:0:0;73000001:10:0:0:0;		
30042004	0	副本杀手	3	0	42	10	0	45	59	0	0	0	0	0	0	0	挑战任意关卡10次	0	0	3600	0			
30050004	0	怪物猎人	3	0	50	50	0	45	59	0	0	0	0	0	0	0	猎杀50只关卡怪物	5000	0	3600	0	72000001:15:0:0:0;73000001:10:0:0:0;		
30049004	0	精湛的技艺	3	0	49	1	0	45	59	0	0	0	0	0	0	0	任意技能升级1次	0	0	3600	0		31099:1;	
30048004	0	武器强化	3	0	48	1	0	45	59	0	0	0	0	0	0	0	任意武器强化1次	0	0	3600	0	73000001:10:0:0:0;74000001:8:0:0:0;		
30065004	0	派出探员	3	0	65	1	0	45	59	0	0	0	0	0	0	0	派出探员进行1次招募	20000	0	3600	0	73000001:10:0:0:0;74000001:8:0:0:0;		
30026004	0	日常训练	3	0	26	1	0	45	59	0	0	0	0	0	0	0	任意卡牌训练1次	0	0	7200	0			
30040004	0	挑战俱乐部	3	0	40	2	0	45	59	0	0	0	0	0	0	0	进行2次俱乐部挑战	0	0	3600	0	73000001:10:0:0:0;74000001:8:0:0:0;		
30019004	0	荣耀天梯	3	0	19	15	0	45	59	0	0	0	0	0	0	0	在荣耀天梯中完成15次挑战	5000	10	0	0			
30045004	0	体力购买	3	0	45	1	0	45	59	0	0	0	0	0	0	0	购买1次体力	0	0	3600	0	73000001:10:0:0:0;74000001:8:0:0:0;		
30061004	0	无尽回廊	3	0	61	5	0	45	59	0	0	0	0	0	0	0	挑战无尽回廊5层	0	0	3600	0	73000001:10:0:0:0;74000001:8:0:0:0;		
30042005	0	副本杀手	3	0	42	10	0	60	100	0	0	0	0	0	0	0	挑战任意关卡10次	0	0	4500	0			
30050005	0	怪物猎人	3	0	50	50	0	60	100	0	0	0	0	0	0	0	猎杀50只关卡怪物	5000	0	4500	0	73000001:10:0:0:0;74000001:8:0:0:0;		
30049005	0	精湛的技艺	3	0	49	1	0	60	100	0	0	0	0	0	0	0	任意技能升级1次	0	0	4500	0		31099:1;	
30048005	0	武器强化	3	0	48	1	0	60	100	0	0	0	0	0	0	0	任意武器强化1次	0	0	4500	0	74000001:8:0:0:0;75000001:5:0:0:0;		
30065005	0	派出探员	3	0	65	1	0	60	100	0	0	0	0	0	0	0	派出探员进行1次招募	20000	0	4500	0	74000001:8:0:0:0;75000001:5:0:0:0;		
30026005	0	日常训练	3	0	26	1	0	60	100	0	0	0	0	0	0	0	任意卡牌训练1次	0	0	9000	0			
30040005	0	挑战俱乐部	3	0	40	2	0	60	100	0	0	0	0	0	0	0	进行2次俱乐部挑战	0	0	4500	0	74000001:8:0:0:0;75000001:5:0:0:0;		
30019005	0	荣耀天梯	3	0	19	15	0	60	100	0	0	0	0	0	0	0	在荣耀天梯中完成15次挑战	5000	10	0	0			
30045005	0	体力购买	3	0	45	1	0	60	100	0	0	0	0	0	0	0	购买1次体力	0	0	4500	0	74000001:8:0:0:0;75000001:5:0:0:0;		
30061005	0	无尽回廊	3	0	61	5	0	60	100	0	0	0	0	0	0	0	挑战无尽回廊5层	0	0	4500	0	74000001:8:0:0:0;75000001:5:0:0:0;		
30063000	0	横扫千军	3	0	63	0	0	15	100	0	0	0	0	0	0	0	VIP玩家每天可免费领取扫荡券	0	0	0	0	70000005:0:0:0:0;		
90000001	0	卡牌突破材料	1	0	64	0	0	17	100	0	0	0	0	0	0	0	领完奖励快去进行卡牌突破吧	0	0	0	0	0	31304:1;32104:1;	
