兑换码批次id	兑换码类型	兑换码数据	礼包组	使用等级上限	使用日期区间	数量
30507831	1		30009:1	100	2016/08/03:2026/08/31	1
30507832	1		30009:1	100	2016/08/03:2026/08/31	1
30507833	1		30009:1	100	2016/08/03:2026/08/31	1
30507834	1		30009:1	100	2016/08/03:2026/08/31	1
30507835	1		30009:1	100	2016/08/03:2026/08/31	1
30507836	1		30009:1	100	2016/08/03:2026/08/31	1
30507837	1		30009:1	100	2016/08/03:2026/08/31	1
30507838	1		30009:1	100	2016/08/03:2026/08/31	1
30507839	1		30009:1	100	2016/08/03:2026/08/31	1
30507840	1		30009:1	100	2016/08/03:2026/08/31	1
30507841	1		30009:1	100	2016/08/03:2026/08/31	1
30507842	1		30009:1	100	2016/08/03:2026/08/31	1
30507843	1		30009:1	100	2016/08/03:2026/08/31	1
30507844	1		30009:1	100	2016/08/03:2026/08/31	1
30507845	1		30009:1	100	2016/08/03:2026/08/31	1
30507846	1		30009:1	100	2016/08/03:2026/08/31	1
30507847	1		30009:1	100	2016/08/03:2026/08/31	1
30507848	1		30009:1	100	2016/08/03:2026/08/31	1
30507849	1		30009:1	100	2016/08/03:2026/08/31	1
30507850	1		30009:1	100	2016/08/03:2026/08/31	1
30507851	1		30009:1	100	2016/08/03:2026/08/31	1
30507852	1		30009:1	100	2016/08/03:2026/08/31	1
30507853	1		30009:1	100	2016/08/03:2026/08/31	1
30507854	1		30009:1	100	2016/08/03:2026/08/31	1
30507855	1		30009:1	100	2016/08/03:2026/08/31	1
30507856	1		30009:1	100	2016/08/03:2026/08/31	1
30507857	1		30009:1	100	2016/08/03:2026/08/31	1
30507858	1		30009:1	100	2016/08/03:2026/08/31	1
30507859	1		30009:1	100	2016/08/03:2026/08/31	1
30507860	1		30009:1	100	2016/08/03:2026/08/31	1
30507861	1		30009:1	100	2016/08/03:2026/08/31	1
30507862	1		30009:1	100	2016/08/03:2026/08/31	1
30507863	1		30009:1	100	2016/08/03:2026/08/31	1
30507864	1		30009:1	100	2016/08/03:2026/08/31	1
30507865	1		30009:1	100	2016/08/03:2026/08/31	1
30507866	1		30009:1	100	2016/08/03:2026/08/31	1
30507867	1		30009:1	100	2016/08/03:2026/08/31	1
30507868	1		30009:1	100	2016/08/03:2026/08/31	1
30507869	1		30009:1	100	2016/08/03:2026/08/31	1
30507870	1		30009:1	100	2016/08/03:2026/08/31	1
30507871	1		30009:1	100	2016/08/03:2026/08/31	1
30507872	1		30009:1	100	2016/08/03:2026/08/31	1
30507873	1		30009:1	100	2016/08/03:2026/08/31	1
30507874	1		30009:1	100	2016/08/03:2026/08/31	1
30507875	1		30009:1	100	2016/08/03:2026/08/31	1
30507876	1		30009:1	100	2016/08/03:2026/08/31	1
30507877	1		30009:1	100	2016/08/03:2026/08/31	1
30507878	1		30009:1	100	2016/08/03:2026/08/31	1
30507879	1		30009:1	100	2016/08/03:2026/08/31	1
30507880	1		30009:1	100	2016/08/03:2026/08/31	1
30507881	1		30009:1	100	2016/08/03:2026/08/31	1
30507882	1		30009:1	100	2016/08/03:2026/08/31	1
30507883	1		30009:1	100	2016/08/03:2026/08/31	1
30507884	1		30009:1	100	2016/08/03:2026/08/31	1
30507885	1		30009:1	100	2016/08/03:2026/08/31	1
30507886	1		30009:1	100	2016/08/03:2026/08/31	1
30507887	1		30009:1	100	2016/08/03:2026/08/31	1
30507888	1		30009:1	100	2016/08/03:2026/08/31	1
30507889	1		30009:1	100	2016/08/03:2026/08/31	1
30507890	1		30009:1	100	2016/08/03:2026/08/31	1
30507891	1		30009:1	100	2016/08/03:2026/08/31	1
30507892	1		30009:1	100	2016/08/03:2026/08/31	1
30507893	1		30009:1	100	2016/08/03:2026/08/31	1
30507894	1		30009:1	100	2016/08/03:2026/08/31	1
30507895	1		30009:1	100	2016/08/03:2026/08/31	1
30507896	1		30009:1	100	2016/08/03:2026/08/31	1
30507897	1		30009:1	100	2016/08/03:2026/08/31	1
30507898	1		30009:1	100	2016/08/03:2026/08/31	1
30507899	1		30009:1	100	2016/08/03:2026/08/31	1
30507900	1		30009:1	100	2016/08/03:2026/08/31	1
30507901	1		30009:1	100	2016/08/03:2026/08/31	1
30507902	1		30009:1	100	2016/08/03:2026/08/31	1
30507903	1		30009:1	100	2016/08/03:2026/08/31	1
30507904	1		30009:1	100	2016/08/03:2026/08/31	1
30507905	1		30009:1	100	2016/08/03:2026/08/31	1
30507906	1		30009:1	100	2016/08/03:2026/08/31	1
30507907	1		30009:1	100	2016/08/03:2026/08/31	1
30507908	1		30009:1	100	2016/08/03:2026/08/31	1
30507909	1		30009:1	100	2016/08/03:2026/08/31	1
30507910	1		30009:1	100	2016/08/03:2026/08/31	1
30507911	1		30009:1	100	2016/08/03:2026/08/31	1
30507912	1		30009:1	100	2016/08/03:2026/08/31	1
30507913	1		30009:1	100	2016/08/03:2026/08/31	1
30507914	1		30009:1	100	2016/08/03:2026/08/31	1
30507915	1		30009:1	100	2016/08/03:2026/08/31	1
30507916	1		30009:1	100	2016/08/03:2026/08/31	1
30507917	1		30009:1	100	2016/08/03:2026/08/31	1
30507918	1		30009:1	100	2016/08/03:2026/08/31	1
30507919	1		30009:1	100	2016/08/03:2026/08/31	1
30507920	1		30009:1	100	2016/08/03:2026/08/31	1
30507921	1		30009:1	100	2016/08/03:2026/08/31	1
30507922	1		30009:1	100	2016/08/03:2026/08/31	1
30507923	1		30009:1	100	2016/08/03:2026/08/31	1
30507924	1		30009:1	100	2016/08/03:2026/08/31	1
30507925	1		30009:1	100	2016/08/03:2026/08/31	1
30507926	1		30009:1	100	2016/08/03:2026/08/31	1
30507927	1		30009:1	100	2016/08/03:2026/08/31	1
30507928	1		30009:1	100	2016/08/03:2026/08/31	1
30507929	1		30009:1	100	2016/08/03:2026/08/31	1
30507930	1		30009:1	100	2016/08/03:2026/08/31	1
30507931	1		30009:1	100	2016/08/03:2026/08/31	1
30507932	1		30009:1	100	2016/08/03:2026/08/31	1
30507933	1		30009:1	100	2016/08/03:2026/08/31	1
30507934	1		30009:1	100	2016/08/03:2026/08/31	1
30507935	1		30009:1	100	2016/08/03:2026/08/31	1
30507936	1		30009:1	100	2016/08/03:2026/08/31	1
30507937	1		30009:1	100	2016/08/03:2026/08/31	1
30507938	1		30009:1	100	2016/08/03:2026/08/31	1
30507939	1		30009:1	100	2016/08/03:2026/08/31	1
30507940	1		30009:1	100	2016/08/03:2026/08/31	1
30507941	1		30009:1	100	2016/08/03:2026/08/31	1
30507942	1		30009:1	100	2016/08/03:2026/08/31	1
30507943	1		30009:1	100	2016/08/03:2026/08/31	1
30507944	1		30009:1	100	2016/08/03:2026/08/31	1
30507945	1		30009:1	100	2016/08/03:2026/08/31	1
30507946	1		30009:1	100	2016/08/03:2026/08/31	1
30507947	1		30009:1	100	2016/08/03:2026/08/31	1
30507948	1		30009:1	100	2016/08/03:2026/08/31	1
30507949	1		30009:1	100	2016/08/03:2026/08/31	1
30507950	1		30009:1	100	2016/08/03:2026/08/31	1
30507951	1		30009:1	100	2016/08/03:2026/08/31	1
30507952	1		30009:1	100	2016/08/03:2026/08/31	1
30507953	1		30009:1	100	2016/08/03:2026/08/31	1
30507954	1		30009:1	100	2016/08/03:2026/08/31	1
30507955	1		30009:1	100	2016/08/03:2026/08/31	1
30507956	1		30009:1	100	2016/08/03:2026/08/31	1
30507957	1		30009:1	100	2016/08/03:2026/08/31	1
30507958	1		30009:1	100	2016/08/03:2026/08/31	1
30507959	1		30009:1	100	2016/08/03:2026/08/31	1
30507960	1		30009:1	100	2016/08/03:2026/08/31	1
30507961	1		30009:1	100	2016/08/03:2026/08/31	1
30507962	1		30009:1	100	2016/08/03:2026/08/31	1
30507963	1		30009:1	100	2016/08/03:2026/08/31	1
30507964	1		30009:1	100	2016/08/03:2026/08/31	1
30507965	1		30009:1	100	2016/08/03:2026/08/31	1
30507966	1		30009:1	100	2016/08/03:2026/08/31	1
30507967	1		30009:1	100	2016/08/03:2026/08/31	1
30507968	1		30009:1	100	2016/08/03:2026/08/31	1
30507969	1		30009:1	100	2016/08/03:2026/08/31	1
30507970	1		30009:1	100	2016/08/03:2026/08/31	1
30507971	1		30009:1	100	2016/08/03:2026/08/31	1
30507972	1		30009:1	100	2016/08/03:2026/08/31	1
30507973	1		30009:1	100	2016/08/03:2026/08/31	1
30507974	1		30009:1	100	2016/08/03:2026/08/31	1
30507975	1		30009:1	100	2016/08/03:2026/08/31	1
30507976	1		30009:1	100	2016/08/03:2026/08/31	1
30507977	1		30009:1	100	2016/08/03:2026/08/31	1
30507978	1		30009:1	100	2016/08/03:2026/08/31	1
30507979	1		30009:1	100	2016/08/03:2026/08/31	1
30507980	1		30009:1	100	2016/08/03:2026/08/31	1
30507981	1		30009:1	100	2016/08/03:2026/08/31	1
30507982	1		30009:1	100	2016/08/03:2026/08/31	1
30507983	1		30009:1	100	2016/08/03:2026/08/31	1
30507984	1		30009:1	100	2016/08/03:2026/08/31	1
30507985	1		30009:1	100	2016/08/03:2026/08/31	1
30507986	1		30009:1	100	2016/08/03:2026/08/31	1
30507987	1		30009:1	100	2016/08/03:2026/08/31	1
30507988	1		30009:1	100	2016/08/03:2026/08/31	1
30507989	1		30009:1	100	2016/08/03:2026/08/31	1
30507990	1		30009:1	100	2016/08/03:2026/08/31	1
30507991	1		30009:1	100	2016/08/03:2026/08/31	1
30507992	1		30009:1	100	2016/08/03:2026/08/31	1
30507993	1		30009:1	100	2016/08/03:2026/08/31	1
30507994	1		30009:1	100	2016/08/03:2026/08/31	1
30507995	1		30009:1	100	2016/08/03:2026/08/31	1
30507996	1		30009:1	100	2016/08/03:2026/08/31	1
30507997	1		30009:1	100	2016/08/03:2026/08/31	1
30507998	1		30009:1	100	2016/08/03:2026/08/31	1
30507999	1		30009:1	100	2016/08/03:2026/08/31	1
30508000	1		30009:1	100	2016/08/03:2026/08/31	1
30508001	1		30009:1	100	2016/08/03:2026/08/31	1
30508002	1		30009:1	100	2016/08/03:2026/08/31	1
30508003	1		30009:1	100	2016/08/03:2026/08/31	1
30508004	1		30009:1	100	2016/08/03:2026/08/31	1
30508005	1		30009:1	100	2016/08/03:2026/08/31	1
30508006	1		30009:1	100	2016/08/03:2026/08/31	1
30508007	1		30009:1	100	2016/08/03:2026/08/31	1
30508008	1		30009:1	100	2016/08/03:2026/08/31	1
30508009	1		30009:1	100	2016/08/03:2026/08/31	1
30508010	1		30009:1	100	2016/08/03:2026/08/31	1
30508011	1		30009:1	100	2016/08/03:2026/08/31	1
30508012	1		30009:1	100	2016/08/03:2026/08/31	1
30508013	1		30009:1	100	2016/08/03:2026/08/31	1
30508014	1		30009:1	100	2016/08/03:2026/08/31	1
30508015	1		30009:1	100	2016/08/03:2026/08/31	1
30508016	1		30009:1	100	2016/08/03:2026/08/31	1
30508017	1		30009:1	100	2016/08/03:2026/08/31	1
30508018	1		30009:1	100	2016/08/03:2026/08/31	1
30508019	1		30009:1	100	2016/08/03:2026/08/31	1
30508020	1		30009:1	100	2016/08/03:2026/08/31	1
30508021	1		30009:1	100	2016/08/03:2026/08/31	1
30508022	1		30009:1	100	2016/08/03:2026/08/31	1
30508023	1		30009:1	100	2016/08/03:2026/08/31	1
30508024	1		30009:1	100	2016/08/03:2026/08/31	1
30508025	1		30009:1	100	2016/08/03:2026/08/31	1
30508026	1		30009:1	100	2016/08/03:2026/08/31	1
30508027	1		30009:1	100	2016/08/03:2026/08/31	1
30508028	1		30009:1	100	2016/08/03:2026/08/31	1
30508029	1		30009:1	100	2016/08/03:2026/08/31	1
30508030	1		30009:1	100	2016/08/03:2026/08/31	1
30508031	1		30009:1	100	2016/08/03:2026/08/31	1
30508032	1		30009:1	100	2016/08/03:2026/08/31	1
30508033	1		30009:1	100	2016/08/03:2026/08/31	1
30508034	1		30009:1	100	2016/08/03:2026/08/31	1
30508035	1		30009:1	100	2016/08/03:2026/08/31	1
30508036	1		30009:1	100	2016/08/03:2026/08/31	1
30508037	1		30009:1	100	2016/08/03:2026/08/31	1
30508038	1		30009:1	100	2016/08/03:2026/08/31	1
30508039	1		30009:1	100	2016/08/03:2026/08/31	1
30508040	1		30009:1	100	2016/08/03:2026/08/31	1
30508041	1		30009:1	100	2016/08/03:2026/08/31	1
30508042	1		30009:1	100	2016/08/03:2026/08/31	1
30508043	1		30009:1	100	2016/08/03:2026/08/31	1
30508044	1		30009:1	100	2016/08/03:2026/08/31	1
30508045	1		30009:1	100	2016/08/03:2026/08/31	1
30508046	1		30009:1	100	2016/08/03:2026/08/31	1
30508047	1		30009:1	100	2016/08/03:2026/08/31	1
30508048	1		30009:1	100	2016/08/03:2026/08/31	1
30508049	1		30009:1	100	2016/08/03:2026/08/31	1
30508050	1		30009:1	100	2016/08/03:2026/08/31	1
30508051	1		30009:1	100	2016/08/03:2026/08/31	1
30508052	1		30009:1	100	2016/08/03:2026/08/31	1
30508053	1		30009:1	100	2016/08/03:2026/08/31	1
30508054	1		30009:1	100	2016/08/03:2026/08/31	1
30508055	1		30009:1	100	2016/08/03:2026/08/31	1
30508056	1		30009:1	100	2016/08/03:2026/08/31	1
30508057	1		30009:1	100	2016/08/03:2026/08/31	1
30508058	1		30009:1	100	2016/08/03:2026/08/31	1
30508059	1		30009:1	100	2016/08/03:2026/08/31	1
30508060	1		30009:1	100	2016/08/03:2026/08/31	1
30508061	1		30009:1	100	2016/08/03:2026/08/31	1
30508062	1		30009:1	100	2016/08/03:2026/08/31	1
30508063	1		30009:1	100	2016/08/03:2026/08/31	1
30508064	1		30009:1	100	2016/08/03:2026/08/31	1
30508065	1		30009:1	100	2016/08/03:2026/08/31	1
30508066	1		30009:1	100	2016/08/03:2026/08/31	1
30508067	1		30009:1	100	2016/08/03:2026/08/31	1
30508068	1		30009:1	100	2016/08/03:2026/08/31	1
30508069	1		30009:1	100	2016/08/03:2026/08/31	1
30508070	1		30009:1	100	2016/08/03:2026/08/31	1
30508071	1		30009:1	100	2016/08/03:2026/08/31	1
30508072	1		30009:1	100	2016/08/03:2026/08/31	1
30508073	1		30009:1	100	2016/08/03:2026/08/31	1
30508074	1		30009:1	100	2016/08/03:2026/08/31	1
30508075	1		30009:1	100	2016/08/03:2026/08/31	1
30508076	1		30009:1	100	2016/08/03:2026/08/31	1
30508077	1		30009:1	100	2016/08/03:2026/08/31	1
30508078	1		30009:1	100	2016/08/03:2026/08/31	1
30508079	1		30009:1	100	2016/08/03:2026/08/31	1
30508080	1		30009:1	100	2016/08/03:2026/08/31	1
30508081	1		30009:1	100	2016/08/03:2026/08/31	1
30508082	1		30009:1	100	2016/08/03:2026/08/31	1
30508083	1		30009:1	100	2016/08/03:2026/08/31	1
30508084	1		30009:1	100	2016/08/03:2026/08/31	1
30508085	1		30009:1	100	2016/08/03:2026/08/31	1
30508086	1		30009:1	100	2016/08/03:2026/08/31	1
30508087	1		30009:1	100	2016/08/03:2026/08/31	1
30508088	1		30009:1	100	2016/08/03:2026/08/31	1
30508089	1		30009:1	100	2016/08/03:2026/08/31	1
30508090	1		30009:1	100	2016/08/03:2026/08/31	1
30508091	1		30009:1	100	2016/08/03:2026/08/31	1
30508092	1		30009:1	100	2016/08/03:2026/08/31	1
30508093	1		30009:1	100	2016/08/03:2026/08/31	1
30508094	1		30009:1	100	2016/08/03:2026/08/31	1
30508095	1		30009:1	100	2016/08/03:2026/08/31	1
30508096	1		30009:1	100	2016/08/03:2026/08/31	1
30508097	1		30009:1	100	2016/08/03:2026/08/31	1
30508098	1		30009:1	100	2016/08/03:2026/08/31	1
30508099	1		30009:1	100	2016/08/03:2026/08/31	1
30508100	1		30009:1	100	2016/08/03:2026/08/31	1
30508101	1		30009:1	100	2016/08/03:2026/08/31	1
30508102	1		30009:1	100	2016/08/03:2026/08/31	1
30508103	1		30009:1	100	2016/08/03:2026/08/31	1
30508104	1		30009:1	100	2016/08/03:2026/08/31	1
30508105	1		30009:1	100	2016/08/03:2026/08/31	1
30508106	1		30009:1	100	2016/08/03:2026/08/31	1
30508107	1		30009:1	100	2016/08/03:2026/08/31	1
30508108	1		30009:1	100	2016/08/03:2026/08/31	1
30508109	1		30009:1	100	2016/08/03:2026/08/31	1
30508110	1		30009:1	100	2016/08/03:2026/08/31	1
30508111	1		30009:1	100	2016/08/03:2026/08/31	1
30508112	1		30009:1	100	2016/08/03:2026/08/31	1
30508113	1		30009:1	100	2016/08/03:2026/08/31	1
30508114	1		30009:1	100	2016/08/03:2026/08/31	1
30508115	1		30009:1	100	2016/08/03:2026/08/31	1
30508116	1		30009:1	100	2016/08/03:2026/08/31	1
30508117	1		30009:1	100	2016/08/03:2026/08/31	1
30508118	1		30009:1	100	2016/08/03:2026/08/31	1
30508119	1		30009:1	100	2016/08/03:2026/08/31	1
30508120	1		30009:1	100	2016/08/03:2026/08/31	1
30508121	1		30009:1	100	2016/08/03:2026/08/31	1
30508122	1		30009:1	100	2016/08/03:2026/08/31	1
30508123	1		30009:1	100	2016/08/03:2026/08/31	1
30508124	1		30009:1	100	2016/08/03:2026/08/31	1
30508125	1		30009:1	100	2016/08/03:2026/08/31	1
30508126	1		30009:1	100	2016/08/03:2026/08/31	1
30508127	1		30009:1	100	2016/08/03:2026/08/31	1
30508128	1		30009:1	100	2016/08/03:2026/08/31	1
30508129	1		30009:1	100	2016/08/03:2026/08/31	1
30508130	1		30009:1	100	2016/08/03:2026/08/31	1
30508131	1		30009:1	100	2016/08/03:2026/08/31	1
30508132	1		30009:1	100	2016/08/03:2026/08/31	1
30508133	1		30009:1	100	2016/08/03:2026/08/31	1
30508134	1		30009:1	100	2016/08/03:2026/08/31	1
30508135	1		30009:1	100	2016/08/03:2026/08/31	1
30508136	1		30009:1	100	2016/08/03:2026/08/31	1
30508137	1		30009:1	100	2016/08/03:2026/08/31	1
30508138	1		30009:1	100	2016/08/03:2026/08/31	1
30508139	1		30009:1	100	2016/08/03:2026/08/31	1
30508140	1		30009:1	100	2016/08/03:2026/08/31	1
30508141	1		30009:1	100	2016/08/03:2026/08/31	1
30508142	1		30009:1	100	2016/08/03:2026/08/31	1
30508143	1		30009:1	100	2016/08/03:2026/08/31	1
30508144	1		30009:1	100	2016/08/03:2026/08/31	1
30508145	1		30009:1	100	2016/08/03:2026/08/31	1
30508146	1		30009:1	100	2016/08/03:2026/08/31	1
30508147	1		30009:1	100	2016/08/03:2026/08/31	1
30508148	1		30009:1	100	2016/08/03:2026/08/31	1
30508149	1		30009:1	100	2016/08/03:2026/08/31	1
30508150	1		30009:1	100	2016/08/03:2026/08/31	1
30508151	1		30009:1	100	2016/08/03:2026/08/31	1
30508152	1		30009:1	100	2016/08/03:2026/08/31	1
30508153	1		30009:1	100	2016/08/03:2026/08/31	1
30508154	1		30009:1	100	2016/08/03:2026/08/31	1
30508155	1		30009:1	100	2016/08/03:2026/08/31	1
30508156	1		30009:1	100	2016/08/03:2026/08/31	1
30508157	1		30009:1	100	2016/08/03:2026/08/31	1
30508158	1		30009:1	100	2016/08/03:2026/08/31	1
30508159	1		30009:1	100	2016/08/03:2026/08/31	1
30508160	1		30009:1	100	2016/08/03:2026/08/31	1
30508161	1		30009:1	100	2016/08/03:2026/08/31	1
30508162	1		30009:1	100	2016/08/03:2026/08/31	1
30508163	1		30009:1	100	2016/08/03:2026/08/31	1
30508164	1		30009:1	100	2016/08/03:2026/08/31	1
30508165	1		30009:1	100	2016/08/03:2026/08/31	1
30508166	1		30009:1	100	2016/08/03:2026/08/31	1
30508167	1		30009:1	100	2016/08/03:2026/08/31	1
30508168	1		30009:1	100	2016/08/03:2026/08/31	1
30508169	1		30009:1	100	2016/08/03:2026/08/31	1
30508170	1		30009:1	100	2016/08/03:2026/08/31	1
30508171	1		30009:1	100	2016/08/03:2026/08/31	1
30508172	1		30009:1	100	2016/08/03:2026/08/31	1
30508173	1		30009:1	100	2016/08/03:2026/08/31	1
30508174	1		30009:1	100	2016/08/03:2026/08/31	1
30508175	1		30009:1	100	2016/08/03:2026/08/31	1
30508176	1		30009:1	100	2016/08/03:2026/08/31	1
30508177	1		30009:1	100	2016/08/03:2026/08/31	1
30508178	1		30009:1	100	2016/08/03:2026/08/31	1
30508179	1		30009:1	100	2016/08/03:2026/08/31	1
30508180	1		30009:1	100	2016/08/03:2026/08/31	1
30508181	1		30009:1	100	2016/08/03:2026/08/31	1
30508182	1		30009:1	100	2016/08/03:2026/08/31	1
30508183	1		30009:1	100	2016/08/03:2026/08/31	1
30508184	1		30009:1	100	2016/08/03:2026/08/31	1
30508185	1		30009:1	100	2016/08/03:2026/08/31	1
30508186	1		30009:1	100	2016/08/03:2026/08/31	1
30508187	1		30009:1	100	2016/08/03:2026/08/31	1
30508188	1		30009:1	100	2016/08/03:2026/08/31	1
30508189	1		30009:1	100	2016/08/03:2026/08/31	1
30508190	1		30009:1	100	2016/08/03:2026/08/31	1
30508191	1		30009:1	100	2016/08/03:2026/08/31	1
30508192	1		30009:1	100	2016/08/03:2026/08/31	1
30508193	1		30009:1	100	2016/08/03:2026/08/31	1
30508194	1		30009:1	100	2016/08/03:2026/08/31	1
30508195	1		30009:1	100	2016/08/03:2026/08/31	1
30508196	1		30009:1	100	2016/08/03:2026/08/31	1
30508197	1		30009:1	100	2016/08/03:2026/08/31	1
30508198	1		30009:1	100	2016/08/03:2026/08/31	1
30508199	1		30009:1	100	2016/08/03:2026/08/31	1
30508200	1		30009:1	100	2016/08/03:2026/08/31	1
30508201	1		30009:1	100	2016/08/03:2026/08/31	1
30508202	1		30009:1	100	2016/08/03:2026/08/31	1
30508203	1		30009:1	100	2016/08/03:2026/08/31	1
30508204	1		30009:1	100	2016/08/03:2026/08/31	1
30508205	1		30009:1	100	2016/08/03:2026/08/31	1
30508206	1		30009:1	100	2016/08/03:2026/08/31	1
30508207	1		30009:1	100	2016/08/03:2026/08/31	1
30508208	1		30009:1	100	2016/08/03:2026/08/31	1
30508209	1		30009:1	100	2016/08/03:2026/08/31	1
30508210	1		30009:1	100	2016/08/03:2026/08/31	1
30508211	1		30009:1	100	2016/08/03:2026/08/31	1
30508212	1		30009:1	100	2016/08/03:2026/08/31	1
30508213	1		30009:1	100	2016/08/03:2026/08/31	1
30508214	1		30009:1	100	2016/08/03:2026/08/31	1
30508215	1		30009:1	100	2016/08/03:2026/08/31	1
30508216	1		30009:1	100	2016/08/03:2026/08/31	1
30508217	1		30009:1	100	2016/08/03:2026/08/31	1
30508218	1		30009:1	100	2016/08/03:2026/08/31	1
30508219	1		30009:1	100	2016/08/03:2026/08/31	1
30508220	1		30009:1	100	2016/08/03:2026/08/31	1
30508221	1		30009:1	100	2016/08/03:2026/08/31	1
30508222	1		30009:1	100	2016/08/03:2026/08/31	1
30508223	1		30009:1	100	2016/08/03:2026/08/31	1
30508224	1		30009:1	100	2016/08/03:2026/08/31	1
30508225	1		30009:1	100	2016/08/03:2026/08/31	1
30508226	1		30009:1	100	2016/08/03:2026/08/31	1
30508227	1		30009:1	100	2016/08/03:2026/08/31	1
30508228	1		30009:1	100	2016/08/03:2026/08/31	1
30508229	1		30009:1	100	2016/08/03:2026/08/31	1
30508230	1		30009:1	100	2016/08/03:2026/08/31	1
30508231	1		30009:1	100	2016/08/03:2026/08/31	1
30508232	1		30009:1	100	2016/08/03:2026/08/31	1
30508233	1		30009:1	100	2016/08/03:2026/08/31	1
30508234	1		30009:1	100	2016/08/03:2026/08/31	1
30508235	1		30009:1	100	2016/08/03:2026/08/31	1
30508236	1		30009:1	100	2016/08/03:2026/08/31	1
30508237	1		30009:1	100	2016/08/03:2026/08/31	1
30508238	1		30009:1	100	2016/08/03:2026/08/31	1
30508239	1		30009:1	100	2016/08/03:2026/08/31	1
30508240	1		30009:1	100	2016/08/03:2026/08/31	1
30508241	1		30009:1	100	2016/08/03:2026/08/31	1
30508242	1		30009:1	100	2016/08/03:2026/08/31	1
30508243	1		30009:1	100	2016/08/03:2026/08/31	1
30508244	1		30009:1	100	2016/08/03:2026/08/31	1
30508245	1		30009:1	100	2016/08/03:2026/08/31	1
30508246	1		30009:1	100	2016/08/03:2026/08/31	1
30508247	1		30009:1	100	2016/08/03:2026/08/31	1
30508248	1		30009:1	100	2016/08/03:2026/08/31	1
30508249	1		30009:1	100	2016/08/03:2026/08/31	1
30508250	1		30009:1	100	2016/08/03:2026/08/31	1
30508251	1		30009:1	100	2016/08/03:2026/08/31	1
30508252	1		30009:1	100	2016/08/03:2026/08/31	1
30508253	1		30009:1	100	2016/08/03:2026/08/31	1
30508254	1		30009:1	100	2016/08/03:2026/08/31	1
30508255	1		30009:1	100	2016/08/03:2026/08/31	1
30508256	1		30009:1	100	2016/08/03:2026/08/31	1
30508257	1		30009:1	100	2016/08/03:2026/08/31	1
30508258	1		30009:1	100	2016/08/03:2026/08/31	1
30508259	1		30009:1	100	2016/08/03:2026/08/31	1
30508260	1		30009:1	100	2016/08/03:2026/08/31	1
30508261	1		30009:1	100	2016/08/03:2026/08/31	1
30508262	1		30009:1	100	2016/08/03:2026/08/31	1
30508263	1		30009:1	100	2016/08/03:2026/08/31	1
30508264	1		30009:1	100	2016/08/03:2026/08/31	1
30508265	1		30009:1	100	2016/08/03:2026/08/31	1
30508266	1		30009:1	100	2016/08/03:2026/08/31	1
30508267	1		30009:1	100	2016/08/03:2026/08/31	1
30508268	1		30009:1	100	2016/08/03:2026/08/31	1
30508269	1		30009:1	100	2016/08/03:2026/08/31	1
30508270	1		30009:1	100	2016/08/03:2026/08/31	1
30508271	1		30009:1	100	2016/08/03:2026/08/31	1
30508272	1		30009:1	100	2016/08/03:2026/08/31	1
30508273	1		30009:1	100	2016/08/03:2026/08/31	1
30508274	1		30009:1	100	2016/08/03:2026/08/31	1
30508275	1		30009:1	100	2016/08/03:2026/08/31	1
30508276	1		30009:1	100	2016/08/03:2026/08/31	1
30508277	1		30009:1	100	2016/08/03:2026/08/31	1
30508278	1		30009:1	100	2016/08/03:2026/08/31	1
30508279	1		30009:1	100	2016/08/03:2026/08/31	1
30508280	1		30009:1	100	2016/08/03:2026/08/31	1
30508281	1		30009:1	100	2016/08/03:2026/08/31	1
30508282	1		30009:1	100	2016/08/03:2026/08/31	1
30508283	1		30009:1	100	2016/08/03:2026/08/31	1
30508284	1		30009:1	100	2016/08/03:2026/08/31	1
30508285	1		30009:1	100	2016/08/03:2026/08/31	1
30508286	1		30009:1	100	2016/08/03:2026/08/31	1
30508287	1		30009:1	100	2016/08/03:2026/08/31	1
30508288	1		30009:1	100	2016/08/03:2026/08/31	1
30508289	1		30009:1	100	2016/08/03:2026/08/31	1
30508290	1		30009:1	100	2016/08/03:2026/08/31	1
30508291	1		30009:1	100	2016/08/03:2026/08/31	1
30508292	1		30009:1	100	2016/08/03:2026/08/31	1
30508293	1		30009:1	100	2016/08/03:2026/08/31	1
30508294	1		30009:1	100	2016/08/03:2026/08/31	1
30508295	1		30009:1	100	2016/08/03:2026/08/31	1
30508296	1		30009:1	100	2016/08/03:2026/08/31	1
30508297	1		30009:1	100	2016/08/03:2026/08/31	1
30508298	1		30009:1	100	2016/08/03:2026/08/31	1
30508299	1		30009:1	100	2016/08/03:2026/08/31	1
30508300	1		30009:1	100	2016/08/03:2026/08/31	1
30508301	1		30009:1	100	2016/08/03:2026/08/31	1
30508302	1		30009:1	100	2016/08/03:2026/08/31	1
30508303	1		30009:1	100	2016/08/03:2026/08/31	1
30508304	1		30009:1	100	2016/08/03:2026/08/31	1
30508305	1		30009:1	100	2016/08/03:2026/08/31	1
30508306	1		30009:1	100	2016/08/03:2026/08/31	1
30508307	1		30009:1	100	2016/08/03:2026/08/31	1
30508308	1		30009:1	100	2016/08/03:2026/08/31	1
30508309	1		30009:1	100	2016/08/03:2026/08/31	1
30508310	1		30009:1	100	2016/08/03:2026/08/31	1
30508311	1		30009:1	100	2016/08/03:2026/08/31	1
