道具组id	道具id	道具名称	道具数量	道具权重	需求货币数量
204040	44203008	40级枪炮紫头盔	1	10	834
204040	44204008	40级枪炮紫鞋子	1	10	834
204040	44205008	40级枪炮紫裤子	1	10	834
204040	44302008	40级拳师紫衣服	1	10	834
204040	44303008	40级拳师紫头盔	1	10	834
204040	44304008	40级拳师紫鞋子	1	10	834
204040	44305008	40级拳师紫裤子	1	10	834
204040	44402008	40级法师紫衣服	1	10	834
204040	44403008	40级法师紫头盔	1	10	834
204040	44404008	40级法师紫鞋子	1	10	834
204040	44405008	40级法师紫裤子	1	10	834
204040	45006108	40级项链	1	10	4433
204040	45006508	40级戒指	1	10	4433
204040	45102008	40级剑客橙衣服	1	10	4433
204040	45103008	40级剑客橙头盔	1	10	4433
204040	45104008	40级剑客橙鞋子	1	10	4433
204040	45105008	40级剑客橙裤子	1	10	4433
204040	45202008	40级枪炮橙衣服	1	10	4433
204040	45203008	40级枪炮橙头盔	1	10	4433
204040	45204008	40级枪炮橙鞋子	1	10	4433
204040	45205008	40级枪炮橙裤子	1	10	4433
204040	45302008	40级拳师橙衣服	1	10	4433
204040	45303008	40级拳师橙头盔	1	10	4433
204040	45304008	40级拳师橙鞋子	1	10	4433
204040	45305008	40级拳师橙裤子	1	10	4433
204040	45402008	40级法师橙衣服	1	10	4433
204040	45403008	40级法师橙头盔	1	10	4433
204040	45404008	40级法师橙鞋子	1	10	4433
204040	45405008	40级法师橙裤子	1	10	4433
204045	44006109	45级项链	1	10	912
204045	44006509	45级戒指	1	10	912
204045	44102009	45级剑客紫衣服	1	10	912
204045	44103009	45级剑客紫头盔	1	10	912
204045	44104009	45级剑客紫鞋子	1	10	912
204045	44105009	45级剑客紫裤子	1	10	912
204045	44202009	45级枪炮紫衣服	1	10	912
204045	44203009	45级枪炮紫头盔	1	10	912
204045	44204009	45级枪炮紫鞋子	1	10	912
204045	44205009	45级枪炮紫裤子	1	10	912
204045	44302009	45级拳师紫衣服	1	10	912
204045	44303009	45级拳师紫头盔	1	10	912
204045	44304009	45级拳师紫鞋子	1	10	912
204045	44305009	45级拳师紫裤子	1	10	912
204045	44402009	45级法师紫衣服	1	10	912
204045	44403009	45级法师紫头盔	1	10	912
204045	44404009	45级法师紫鞋子	1	10	912
204045	44405009	45级法师紫裤子	1	10	912
204045	45006109	45级项链	1	10	4671
204045	45006509	45级戒指	1	10	4671
204045	45102009	45级剑客橙衣服	1	10	4671
204045	45103009	45级剑客橙头盔	1	10	4671
204045	45104009	45级剑客橙鞋子	1	10	4671
204045	45105009	45级剑客橙裤子	1	10	4671
204045	45202009	45级枪炮橙衣服	1	10	4671
204045	45203009	45级枪炮橙头盔	1	10	4671
204045	45204009	45级枪炮橙鞋子	1	10	4671
204045	45205009	45级枪炮橙裤子	1	10	4671
204045	45302009	45级拳师橙衣服	1	10	4671
204045	45303009	45级拳师橙头盔	1	10	4671
204045	45304009	45级拳师橙鞋子	1	10	4671
204045	45305009	45级拳师橙裤子	1	10	4671
204045	45402009	45级法师橙衣服	1	10	4671
204045	45403009	45级法师橙头盔	1	10	4671
204045	45404009	45级法师橙鞋子	1	10	4671
204045	45405009	45级法师橙裤子	1	10	4671
204050	44006110	50级项链	1	10	1004
204050	44006510	50级戒指	1	10	1004
204050	44102010	50级剑客紫衣服	1	10	1004
204050	44103010	50级剑客紫头盔	1	10	1004
204050	44104010	50级剑客紫鞋子	1	10	1004
204050	44105010	50级剑客紫裤子	1	10	1004
204050	44202010	50级枪炮紫衣服	1	10	1004
204050	44203010	50级枪炮紫头盔	1	10	1004
204050	44204010	50级枪炮紫鞋子	1	10	1004
204050	44205010	50级枪炮紫裤子	1	10	1004
204050	44302010	50级拳师紫衣服	1	10	1004
204050	44303010	50级拳师紫头盔	1	10	1004
204050	44304010	50级拳师紫鞋子	1	10	1004
204050	44305010	50级拳师紫裤子	1	10	1004
204050	44402010	50级法师紫衣服	1	10	1004
204050	44403010	50级法师紫头盔	1	10	1004
204050	44404010	50级法师紫鞋子	1	10	1004
204050	44405010	50级法师紫裤子	1	10	1004
204050	45006110	50级项链	1	10	4924
204050	45006510	50级戒指	1	10	4924
204050	45102010	50级剑客橙衣服	1	10	4924
204050	45103010	50级剑客橙头盔	1	10	4924
204050	45104010	50级剑客橙鞋子	1	10	4924
204050	45105010	50级剑客橙裤子	1	10	4924
204050	45202010	50级枪炮橙衣服	1	10	4924
204050	45203010	50级枪炮橙头盔	1	10	4924
204050	45204010	50级枪炮橙鞋子	1	10	4924
204050	45205010	50级枪炮橙裤子	1	10	4924
204050	45302010	50级拳师橙衣服	1	10	4924
204050	45303010	50级拳师橙头盔	1	10	4924
204050	45304010	50级拳师橙鞋子	1	10	4924
204050	45305010	50级拳师橙裤子	1	10	4924
204050	45402010	50级法师橙衣服	1	10	4924
204050	45403010	50级法师橙头盔	1	10	4924
204050	45404010	50级法师橙鞋子	1	10	4924
204050	45405010	50级法师橙裤子	1	10	4924
204055	44006111	55级项链	1	10	1113
204055	44006511	55级戒指	1	10	1113
204055	44102011	55级剑客紫衣服	1	10	1113
204055	44103011	55级剑客紫头盔	1	10	1113
204055	44104011	55级剑客紫鞋子	1	10	1113
204055	44105011	55级剑客紫裤子	1	10	1113
204055	44202011	55级枪炮紫衣服	1	10	1113
204055	44203011	55级枪炮紫头盔	1	10	1113
204055	44204011	55级枪炮紫鞋子	1	10	1113
204055	44205011	55级枪炮紫裤子	1	10	1113
204055	44302011	55级拳师紫衣服	1	10	1113
204055	44303011	55级拳师紫头盔	1	10	1113
204055	44304011	55级拳师紫鞋子	1	10	1113
204055	44305011	55级拳师紫裤子	1	10	1113
204055	44402011	55级法师紫衣服	1	10	1113
204055	44403011	55级法师紫头盔	1	10	1113
204055	44404011	55级法师紫鞋子	1	10	1113
204055	44405011	55级法师紫裤子	1	10	1113
204055	45006111	55级项链	1	10	5193
204055	45006511	55级戒指	1	10	5193
204055	45102011	55级剑客橙衣服	1	10	5193
204055	45103011	55级剑客橙头盔	1	10	5193
204055	45104011	55级剑客橙鞋子	1	10	5193
204055	45105011	55级剑客橙裤子	1	10	5193
204055	45202011	55级枪炮橙衣服	1	10	5193
204055	45203011	55级枪炮橙头盔	1	10	5193
204055	45204011	55级枪炮橙鞋子	1	10	5193
204055	45205011	55级枪炮橙裤子	1	10	5193
204055	45302011	55级拳师橙衣服	1	10	5193
204055	45303011	55级拳师橙头盔	1	10	5193
204055	45304011	55级拳师橙鞋子	1	10	5193
204055	45305011	55级拳师橙裤子	1	10	5193
204055	45402011	55级法师橙衣服	1	10	5193
204055	45403011	55级法师橙头盔	1	10	5193
204055	45404011	55级法师橙鞋子	1	10	5193
204055	45405011	55级法师橙裤子	1	10	5193
204060	44006112	60级项链	1	10	1241
204060	44006512	60级戒指	1	10	1241
204060	44102012	60级剑客紫衣服	1	10	1241
204060	44103012	60级剑客紫头盔	1	10	1241
204060	44104012	60级剑客紫鞋子	1	10	1241
204060	44105012	60级剑客紫裤子	1	10	1241
204060	44202012	60级枪炮紫衣服	1	10	1241
204060	44203012	60级枪炮紫头盔	1	10	1241
204060	44204012	60级枪炮紫鞋子	1	10	1241
204060	44205012	60级枪炮紫裤子	1	10	1241
204060	44302012	60级拳师紫衣服	1	10	1241
204060	44303012	60级拳师紫头盔	1	10	1241
204060	44304012	60级拳师紫鞋子	1	10	1241
204060	44305012	60级拳师紫裤子	1	10	1241
204060	44402012	60级法师紫衣服	1	10	1241
204060	44403012	60级法师紫头盔	1	10	1241
204060	44404012	60级法师紫鞋子	1	10	1241
204060	44405012	60级法师紫裤子	1	10	1241
204060	45006112	60级项链	1	10	5482
204060	45006512	60级戒指	1	10	5482
204060	45102012	60级剑客橙衣服	1	10	5482
204060	45103012	60级剑客橙头盔	1	10	5482
204060	45104012	60级剑客橙鞋子	1	10	5482
204060	45105012	60级剑客橙裤子	1	10	5482
204060	45202012	60级枪炮橙衣服	1	10	5482
204060	45203012	60级枪炮橙头盔	1	10	5482
204060	45204012	60级枪炮橙鞋子	1	10	5482
204060	45205012	60级枪炮橙裤子	1	10	5482
204060	45302012	60级拳师橙衣服	1	10	5482
204060	45303012	60级拳师橙头盔	1	10	5482
204060	45304012	60级拳师橙鞋子	1	10	5482
204060	45305012	60级拳师橙裤子	1	10	5482
204060	45402012	60级法师橙衣服	1	10	5482
204060	45403012	60级法师橙头盔	1	10	5482
204060	45404012	60级法师橙鞋子	1	10	5482
204060	45405012	60级法师橙裤子	1	10	5482
204065	44006113	65级项链	1	10	1391
204065	44006513	65级戒指	1	10	1391
204065	44102013	65级剑客紫衣服	1	10	1391
204065	44103013	65级剑客紫头盔	1	10	1391
204065	44104013	65级剑客紫鞋子	1	10	1391
204065	44105013	65级剑客紫裤子	1	10	1391
204065	44202013	65级枪炮紫衣服	1	10	1391
204065	44203013	65级枪炮紫头盔	1	10	1391
204065	44204013	65级枪炮紫鞋子	1	10	1391
204065	44205013	65级枪炮紫裤子	1	10	1391
204065	44302013	65级拳师紫衣服	1	10	1391
204065	44303013	65级拳师紫头盔	1	10	1391
204065	44304013	65级拳师紫鞋子	1	10	1391
204065	44305013	65级拳师紫裤子	1	10	1391
204065	44402013	65级法师紫衣服	1	10	1391
204065	44403013	65级法师紫头盔	1	10	1391
204065	44404013	65级法师紫鞋子	1	10	1391
204065	44405013	65级法师紫裤子	1	10	1391
204065	45006113	65级项链	1	10	5793
204065	45006513	65级戒指	1	10	5793
204065	45102013	65级剑客橙衣服	1	10	5793
204065	45103013	65级剑客橙头盔	1	10	5793
204065	45104013	65级剑客橙鞋子	1	10	5793
204065	45105013	65级剑客橙裤子	1	10	5793
204065	45202013	65级枪炮橙衣服	1	10	5793
204065	45203013	65级枪炮橙头盔	1	10	5793
204065	45204013	65级枪炮橙鞋子	1	10	5793
204065	45205013	65级枪炮橙裤子	1	10	5793
204065	45302013	65级拳师橙衣服	1	10	5793
204065	45303013	65级拳师橙头盔	1	10	5793
204065	45304013	65级拳师橙鞋子	1	10	5793
204065	45305013	65级拳师橙裤子	1	10	5793
204065	45402013	65级法师橙衣服	1	10	5793
204065	45403013	65级法师橙头盔	1	10	5793
204065	45404013	65级法师橙鞋子	1	10	5793
204065	45405013	65级法师橙裤子	1	10	5793
204070	44006114	70级项链	1	10	1566
204070	44006514	70级戒指	1	10	1566
204070	44102014	70级剑客紫衣服	1	10	1566
204070	44103014	70级剑客紫头盔	1	10	1566
204070	44104014	70级剑客紫鞋子	1	10	1566
204070	44105014	70级剑客紫裤子	1	10	1566
204070	44202014	70级枪炮紫衣服	1	10	1566
204070	44203014	70级枪炮紫头盔	1	10	1566
204070	44204014	70级枪炮紫鞋子	1	10	1566
204070	44205014	70级枪炮紫裤子	1	10	1566
204070	44302014	70级拳师紫衣服	1	10	1566
204070	44303014	70级拳师紫头盔	1	10	1566
204070	44304014	70级拳师紫鞋子	1	10	1566
204070	44305014	70级拳师紫裤子	1	10	1566
204070	44402014	70级法师紫衣服	1	10	1566
204070	44403014	70级法师紫头盔	1	10	1566
204070	44404014	70级法师紫鞋子	1	10	1566
204070	44405014	70级法师紫裤子	1	10	1566
204070	45006114	70级项链	1	10	6129
204070	45006514	70级戒指	1	10	6129
204070	45102014	70级剑客橙衣服	1	10	6129
204070	45103014	70级剑客橙头盔	1	10	6129
204070	45104014	70级剑客橙鞋子	1	10	6129
204070	45105014	70级剑客橙裤子	1	10	6129
204070	45202014	70级枪炮橙衣服	1	10	6129
204070	45203014	70级枪炮橙头盔	1	10	6129
204070	45204014	70级枪炮橙鞋子	1	10	6129
204070	45205014	70级枪炮橙裤子	1	10	6129
204070	45302014	70级拳师橙衣服	1	10	6129
204070	45303014	70级拳师橙头盔	1	10	6129
204070	45304014	70级拳师橙鞋子	1	10	6129
204070	45305014	70级拳师橙裤子	1	10	6129
204070	45402014	70级法师橙衣服	1	10	6129
204070	45403014	70级法师橙头盔	1	10	6129
204070	45404014	70级法师橙鞋子	1	10	6129
204070	45405014	70级法师橙裤子	1	10	6129
204075	44006115	75级项链	1	10	1770
204075	44006515	75级戒指	1	10	1770
204075	44102015	75级剑客紫衣服	1	10	1770
204075	44103015	75级剑客紫头盔	1	10	1770
204075	44104015	75级剑客紫鞋子	1	10	1770
204075	44105015	75级剑客紫裤子	1	10	1770
204075	44202015	75级枪炮紫衣服	1	10	1770
204075	44203015	75级枪炮紫头盔	1	10	1770
204075	44204015	75级枪炮紫鞋子	1	10	1770
204075	44205015	75级枪炮紫裤子	1	10	1770
204075	44302015	75级拳师紫衣服	1	10	1770
204075	44303015	75级拳师紫头盔	1	10	1770
204075	44304015	75级拳师紫鞋子	1	10	1770
204075	44305015	75级拳师紫裤子	1	10	1770
204075	44402015	75级法师紫衣服	1	10	1770
204075	44403015	75级法师紫头盔	1	10	1770
204075	44404015	75级法师紫鞋子	1	10	1770
204075	44405015	75级法师紫裤子	1	10	1770
204075	45006115	75级项链	1	10	6494
204075	45006515	75级戒指	1	10	6494
204075	45102015	75级剑客橙衣服	1	10	6494
204075	45103015	75级剑客橙头盔	1	10	6494
204075	45104015	75级剑客橙鞋子	1	10	6494
204075	45105015	75级剑客橙裤子	1	10	6494
204075	45202015	75级枪炮橙衣服	1	10	6494
204075	45203015	75级枪炮橙头盔	1	10	6494
204075	45204015	75级枪炮橙鞋子	1	10	6494
204075	45205015	75级枪炮橙裤子	1	10	6494
204075	45302015	75级拳师橙衣服	1	10	6494
204075	45303015	75级拳师橙头盔	1	10	6494
204075	45304015	75级拳师橙鞋子	1	10	6494
204075	45305015	75级拳师橙裤子	1	10	6494
204075	45402015	75级法师橙衣服	1	10	6494
204075	45403015	75级法师橙头盔	1	10	6494
204075	45404015	75级法师橙鞋子	1	10	6494
204075	45405015	75级法师橙裤子	1	10	6494
204080	44006116	80级项链	1	10	2007
204080	44006516	80级戒指	1	10	2007
204080	44102016	80级剑客紫衣服	1	10	2007
204080	44103016	80级剑客紫头盔	1	10	2007
204080	44104016	80级剑客紫鞋子	1	10	2007
204080	44105016	80级剑客紫裤子	1	10	2007
204080	44202016	80级枪炮紫衣服	1	10	2007
204080	44203016	80级枪炮紫头盔	1	10	2007
204080	44204016	80级枪炮紫鞋子	1	10	2007
204080	44205016	80级枪炮紫裤子	1	10	2007
204080	44302016	80级拳师紫衣服	1	10	2007
204080	44303016	80级拳师紫头盔	1	10	2007
204080	44304016	80级拳师紫鞋子	1	10	2007
204080	44305016	80级拳师紫裤子	1	10	2007
204080	44402016	80级法师紫衣服	1	10	2007
204080	44403016	80级法师紫头盔	1	10	2007
204080	44404016	80级法师紫鞋子	1	10	2007
204080	44405016	80级法师紫裤子	1	10	2007
204080	45006116	80级项链	1	10	6891
204080	45006516	80级戒指	1	10	6891
204080	45102016	80级剑客橙衣服	1	10	6891
204080	45103016	80级剑客橙头盔	1	10	6891
204080	45104016	80级剑客橙鞋子	1	10	6891
204080	45105016	80级剑客橙裤子	1	10	6891
204080	45202016	80级枪炮橙衣服	1	10	6891
204080	45203016	80级枪炮橙头盔	1	10	6891
204080	45204016	80级枪炮橙鞋子	1	10	6891
204080	45205016	80级枪炮橙裤子	1	10	6891
204080	45302016	80级拳师橙衣服	1	10	6891
204080	45303016	80级拳师橙头盔	1	10	6891
204080	45304016	80级拳师橙鞋子	1	10	6891
204080	45305016	80级拳师橙裤子	1	10	6891
204080	45402016	80级法师橙衣服	1	10	6891
204080	45403016	80级法师橙头盔	1	10	6891
204080	45404016	80级法师橙鞋子	1	10	6891
204080	45405016	80级法师橙裤子	1	10	6891
204085	44006117	85级项链	1	10	2279
204085	44006517	85级戒指	1	10	2279
204085	44102017	85级剑客紫衣服	1	10	2279
204085	44103017	85级剑客紫头盔	1	10	2279
204085	44104017	85级剑客紫鞋子	1	10	2279
204085	44105017	85级剑客紫裤子	1	10	2279
204085	44202017	85级枪炮紫衣服	1	10	2279
204085	44203017	85级枪炮紫头盔	1	10	2279
204085	44204017	85级枪炮紫鞋子	1	10	2279
204085	44205017	85级枪炮紫裤子	1	10	2279
204085	44302017	85级拳师紫衣服	1	10	2279
204085	44303017	85级拳师紫头盔	1	10	2279
204085	44304017	85级拳师紫鞋子	1	10	2279
204085	44305017	85级拳师紫裤子	1	10	2279
204085	44402017	85级法师紫衣服	1	10	2279
204085	44403017	85级法师紫头盔	1	10	2279
204085	44404017	85级法师紫鞋子	1	10	2279
204085	44405017	85级法师紫裤子	1	10	2279
204085	45006117	85级项链	1	10	7324
204085	45006517	85级戒指	1	10	7324
204085	45102017	85级剑客橙衣服	1	10	7324
204085	45103017	85级剑客橙头盔	1	10	7324
204085	45104017	85级剑客橙鞋子	1	10	7324
204085	45105017	85级剑客橙裤子	1	10	7324
204085	45202017	85级枪炮橙衣服	1	10	7324
204085	45203017	85级枪炮橙头盔	1	10	7324
204085	45204017	85级枪炮橙鞋子	1	10	7324
204085	45205017	85级枪炮橙裤子	1	10	7324
204085	45302017	85级拳师橙衣服	1	10	7324
204085	45303017	85级拳师橙头盔	1	10	7324
204085	45304017	85级拳师橙鞋子	1	10	7324
204085	45305017	85级拳师橙裤子	1	10	7324
204085	45402017	85级法师橙衣服	1	10	7324
204085	45403017	85级法师橙头盔	1	10	7324
204085	45404017	85级法师橙鞋子	1	10	7324
204085	45405017	85级法师橙裤子	1	10	7324
204090	44006118	90级项链	1	10	2591
204090	44006518	90级戒指	1	10	2591
204090	44102018	90级剑客紫衣服	1	10	2591
204090	44103018	90级剑客紫头盔	1	10	2591
204090	44104018	90级剑客紫鞋子	1	10	2591
204090	44105018	90级剑客紫裤子	1	10	2591
204090	44202018	90级枪炮紫衣服	1	10	2591
204090	44203018	90级枪炮紫头盔	1	10	2591
204090	44204018	90级枪炮紫鞋子	1	10	2591
204090	44205018	90级枪炮紫裤子	1	10	2591
204090	44302018	90级拳师紫衣服	1	10	2591
204090	44303018	90级拳师紫头盔	1	10	2591
204090	44304018	90级拳师紫鞋子	1	10	2591
204090	44305018	90级拳师紫裤子	1	10	2591
204090	44402018	90级法师紫衣服	1	10	2591
204090	44403018	90级法师紫头盔	1	10	2591
204090	44404018	90级法师紫鞋子	1	10	2591
204090	44405018	90级法师紫裤子	1	10	2591
204090	45006118	90级项链	1	10	7796
204090	45006518	90级戒指	1	10	7796
204090	45102018	90级剑客橙衣服	1	10	7796
204090	45103018	90级剑客橙头盔	1	10	7796
204090	45104018	90级剑客橙鞋子	1	10	7796
204090	45105018	90级剑客橙裤子	1	10	7796
204090	45202018	90级枪炮橙衣服	1	10	7796
204090	45203018	90级枪炮橙头盔	1	10	7796
204090	45204018	90级枪炮橙鞋子	1	10	7796
204090	45205018	90级枪炮橙裤子	1	10	7796
204090	45302018	90级拳师橙衣服	1	10	7796
204090	45303018	90级拳师橙头盔	1	10	7796
204090	45304018	90级拳师橙鞋子	1	10	7796
204090	45305018	90级拳师橙裤子	1	10	7796
204090	45402018	90级法师橙衣服	1	10	7796
204090	45403018	90级法师橙头盔	1	10	7796
204090	45404018	90级法师橙鞋子	1	10	7796
204090	45405018	90级法师橙裤子	1	10	7796
204095	44006119	95级项链	1	10	2946
204095	44006519	95级戒指	1	10	2946
204095	44102019	95级剑客紫衣服	1	10	2946
204095	44103019	95级剑客紫头盔	1	10	2946
204095	44104019	95级剑客紫鞋子	1	10	2946
204095	44105019	95级剑客紫裤子	1	10	2946
204095	44202019	95级枪炮紫衣服	1	10	2946
204095	44203019	95级枪炮紫头盔	1	10	2946
204095	44204019	95级枪炮紫鞋子	1	10	2946
204095	44205019	95级枪炮紫裤子	1	10	2946
204095	44302019	95级拳师紫衣服	1	10	2946
204095	44303019	95级拳师紫头盔	1	10	2946
204095	44304019	95级拳师紫鞋子	1	10	2946
204095	44305019	95级拳师紫裤子	1	10	2946
204095	44402019	95级法师紫衣服	1	10	2946
204095	44403019	95级法师紫头盔	1	10	2946
204095	44404019	95级法师紫鞋子	1	10	2946
204095	44405019	95级法师紫裤子	1	10	2946
204095	45006119	95级项链	1	10	8312
204095	45006519	95级戒指	1	10	8312
204095	45102019	95级剑客橙衣服	1	10	8312
204095	45103019	95级剑客橙头盔	1	10	8312
204095	45104019	95级剑客橙鞋子	1	10	8312
204095	45105019	95级剑客橙裤子	1	10	8312
204095	45202019	95级枪炮橙衣服	1	10	8312
204095	45203019	95级枪炮橙头盔	1	10	8312
204095	45204019	95级枪炮橙鞋子	1	10	8312
204095	45205019	95级枪炮橙裤子	1	10	8312
204095	45302019	95级拳师橙衣服	1	10	8312
204095	45303019	95级拳师橙头盔	1	10	8312
204095	45304019	95级拳师橙鞋子	1	10	8312
204095	45305019	95级拳师橙裤子	1	10	8312
204095	45402019	95级法师橙衣服	1	10	8312
204095	45403019	95级法师橙头盔	1	10	8312
204095	45404019	95级法师橙鞋子	1	10	8312
204095	45405019	95级法师橙裤子	1	10	8312
204100	44006120	100级项链	1	10	3350
204100	44006520	100级戒指	1	10	3350
204100	44102020	100级剑客紫衣服	1	10	3350
204100	44103020	100级剑客紫头盔	1	10	3350
204100	44104020	100级剑客紫鞋子	1	10	3350
204100	44105020	100级剑客紫裤子	1	10	3350
204100	44202020	100级枪炮紫衣服	1	10	3350
204100	44203020	100级枪炮紫头盔	1	10	3350
204100	44204020	100级枪炮紫鞋子	1	10	3350
204100	44205020	100级枪炮紫裤子	1	10	3350
204100	44302020	100级拳师紫衣服	1	10	3350
204100	44303020	100级拳师紫头盔	1	10	3350
204100	44304020	100级拳师紫鞋子	1	10	3350
204100	44305020	100级拳师紫裤子	1	10	3350
204100	44402020	100级法师紫衣服	1	10	3350
204100	44403020	100级法师紫头盔	1	10	3350
204100	44404020	100级法师紫鞋子	1	10	3350
204100	44405020	100级法师紫裤子	1	10	3350
204100	45006120	100级项链	1	10	8877
204100	45006520	100级戒指	1	10	8877
204100	45102020	100级剑客橙衣服	1	10	8877
204100	45103020	100级剑客橙头盔	1	10	8877
204100	45104020	100级剑客橙鞋子	1	10	8877
204100	45105020	100级剑客橙裤子	1	10	8877
204100	45202020	100级枪炮橙衣服	1	10	8877
204100	45203020	100级枪炮橙头盔	1	10	8877
204100	45204020	100级枪炮橙鞋子	1	10	8877
204100	45205020	100级枪炮橙裤子	1	10	8877
204100	45302020	100级拳师橙衣服	1	10	8877
204100	45303020	100级拳师橙头盔	1	10	8877
204100	45304020	100级拳师橙鞋子	1	10	8877
204100	45305020	100级拳师橙裤子	1	10	8877
204100	45402020	100级法师橙衣服	1	10	8877
204100	45403020	100级法师橙头盔	1	10	8877
204100	45404020	100级法师橙鞋子	1	10	8877
204100	45405020	100级法师橙裤子	1	10	8877
