场景ID	场景类型	对应副本ID	开放需求	场景名称	场景介绍	场景名称图片	场景小标题	消耗体力	副本显示物品列表	小怪掉落列表	小怪掉落数量最大限制	小怪概率	boss掉落列表	boss掉落数量限制	boss掉落概率	隐藏boss掉落列表	隐藏boss掉落数量限制	隐藏boss掉落概率	金币掉落数量	金币图标	单个图标数量	翻牌奖励1列表	翻牌奖励2列表	经验奖励	场景地图资源	地图图标	怪物半身像	复活方式	复活坐标X	复活坐标Y	复活朝向	复活倒计时	最低进入等级	最高进入等级	宝石孔位	洗练属性	是否携带小伙伴进入	公共副本	每日限制进入次数	通关次数限制	开启时间	关闭时间	背景音乐	特殊限制	角色尾巴类型	主角阴影类型	怪物阴影类型	场景天气特效	神秘商店出现几率	预防作弊	怪物数量	关卡脚本	大关卡	隐藏关卡进入条件	怪物动画1	缩放1	怪物动画2	缩放2	怪物动画3	缩放3	速度修正比	是否创建炫纹
1275	2	14	1274	关卡275	这里的幽灵好像更凶猛了一些...	font_14.png	第275关	5	72000001;30000004;	72000001:5:1;30000004:10:1;	2:10000;	100							1036	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_5_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111201	99	copy_1275			monster_005_idle	0.9			monster_017_idle	0.9	1	
1276	2	14	1275	关卡276	为了和平，为了正义，为了荣耀..赐予你德玛西亚的力量，清除这些异类	font_14.png	第276关	5	72000001;30000005;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;41105011:4:165;42105011:4:75;43105011:4:38;44105011:4:10;41205011:4:165;42205011:4:75;43205011:4:38;44205011:4:10;41405011:4:165;42405011:4:75;43405011:4:38;44405011:4:10;41305011:4:165;42305011:4:75;43305011:4:38;44305011:4:10;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				1040	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_6_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111301	99	copy_1276			monster_009_idle	0.9			monster_017_idle	0.9	1	
1277	4	14	1276	关卡277	这里还有教徒？貌似变得更强大了..有点危险	font_14.png	第277关	5	30000007;75000001;91000002;44105011;	72000001:5:1;30000005:10:1;	2:10000;	100							1044	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_7_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111302	99	copy_1277			monster_016_idle	0.9	monster_boss_003_idle	0.9	monster_005_idle	0.9	1	
1278	2	14	1277	关卡278	清理了这么久了，应该快杀完了吧..	font_14.png	第278关	5	73000001;30000006;	73000001:5:1;30000006:10:1;	2:10000;	100							1048	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_8_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111303	99	copy_1278			monster_013_idle	0.9	monster_boss_003_idle	0.9	monster_017_idle	0.9	1	
1279	2	14	1278	关卡279	这里的怪物好疯狂啊，前面似乎有神秘的力量	font_14.png	第279关	5	74000001;30000001;	74000001:5:1;30000001:10:1;	2:10000;	100							1052	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_9_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111401	99	copy_1279			monster_016_idle	0.9			monster_boss_003_idle	0.9	1	
1280	4	14	1279	关卡280	原来是这个邪恶的骑士在作怪，终结了他，还这个村子一个安静吧	font_14.png	第280关	5	30000007;75000001;91000002;44103011;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;41103011:4:165;42103011:4:75;43103011:4:38;44103011:4:10;41203011:4:165;42203011:4:75;43203011:4:38;44203011:4:10;41403011:4:165;42403011:4:75;43403011:4:38;44403011:4:10;41303011:4:165;42303011:4:75;43303011:4:38;44303011:4:10;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				1056	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	13_10_zaoze	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	111501	99	copy_1280			monster_005_idle	0.9	monster_boss_013_idle	0.9	monster_017_idle	0.9	1	
1281	2	15	1280	关卡281	光之圣域，终于走到了这里..这一切好像是梦...	font_15.png	第281关	5	73000001;30000006;	73000001:5:1;30000006:10:1;	2:10000;	100							980	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	12_9_caoyuan	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	110501	99	copy_1281			monster_018_idle	0.9			card_001_idle	0.9	1	
1282	2	15	1281	关卡282	这里貌似有机关..需要小心谨慎..	font_15.png	第282关	5	74000001;30000001;	74000001:5:1;30000001:10:1;	2:10000;	100							984	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	12_10_caoyuan	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	110601	99	copy_1282			monster_003_idle	0.9			monster_boss_011_idle	0.9	1	
1283	4	15	1282	关卡283	血枪手又是这个难缠的对手，这次我要让他知道什么叫霸王攻..	font_15.png	第283关	5	30000007;75000001;91000002;44105010;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;41105010:4:165;42105010:4:75;43105010:4:38;44105010:4:10;41205010:4:165;42205010:4:75;43205010:4:38;44205010:4:10;41405010:4:165;42405010:4:75;43405010:4:38;44405010:4:10;41305010:4:165;42305010:4:75;43305010:4:38;44305010:4:10;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				988	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	12_11_caoyuan	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	110602	99	copy_1283			monster_boss_003_idle	0.9			monster_boss_010_idle	0.9	1	
1284	2	15	1283	关卡284	好冷啊这里，看来这次的对手是冰霜那个老巫婆了	font_15.png	第284关	5	72000001;30000002;	72000001:5:1;30000002:10:1;	2:10000;	100							992	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	12_12_caoyuan	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	110603	99	copy_1284			monster_001_idle_blue	0.9	monster_boss_007_idle	0.9	monster_004_idle	0.9	1	
1285	2	15	1284	关卡285	一冷一热的真受不了..这个玩火的女人真的在玩火，惹恼大爷我了	font_15.png	第285关	5	72000001;30000003;	72000001:5:1;30000003:10:1;	2:10000;	100							996	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	12_13_hubian	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	110701	99	copy_1285			monster_001_idle_red	0.9	monster_boss_006_idle	0.9	monster_019_idle	0.9	1	
1286	4	15	1285	关卡286	好多老鹰，这些空中怪物太烦人了..还有一个遛鸟的人...	font_15.png	第286关	5	30000007;75000001;91000002;44103010;	73000001:5:1;30000004:10:1;	2:10000;	100							1000	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	12_14_hubian	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	110801	99	copy_1286			monster_boss_014_idle	0.9			monster_boss_013_idle	0.9	1	
1287	2	15	1286	关卡287	火龙雕像..这是个玩火的高手需要小心..	font_15.png	第287关	5	73000001;30000004;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;41103010:4:165;42103010:4:75;43103010:4:38;44103010:4:10;41203010:4:165;42203010:4:75;43203010:4:38;44203010:4:10;41403010:4:165;42403010:4:75;43403010:4:38;44403010:4:10;41303010:4:165;42303010:4:75;43303010:4:38;44303010:4:10;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				1004	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	12_15_hubian	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	110802	99	copy_1287			trap_fireDragon_idle_ui	0.8			monster_014_idle	0.9	1	
1288	2	15	1287	关卡288	这些牛也出现了..不就是皮厚么..	font_15.png	第288关	5	74000001;30000005;	74000001:5:1;30000005:10:1;	2:10000;	100							1008	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	12_16_hubian	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	110901	99	copy_1288			monster_008_idle	0.9			monster_boss_004_idle	0.9	1	
1289	4	15	1288	关卡289	角斗士太好战了..还是打游击战比较安全	font_15.png	第289关	5	72000001;30000006;	72000001:5:1;30000006:10:1;	2:10000;	100							1012	drop_money.png	6	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;72000001:1:500;73000001:1:1500;73000001:1:1500;73000001:1:1500;73000001:1:1500;74000001:1:2000;74000001:1:2000;74000001:1:2000;75000001:1:250;75000001:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:125;91000001:1:125;91000002:1:125;91000002:1:125;70000005:1:300;	75	12_17_hubian	0	0	0	240	120	0	0	1	100	4	4	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	110902	99	copy_1289			monster_boss_015_idle	0.9			monster_008_idle	0.9	1	
