怪物ID	对象类型	名称	怪物头像资源	二级名称	外观	血条	闲聊对话	地位	是否稀有	等级	类型	生命值	物理攻击	物理防御	魔法攻击	魔法防御	物理暴击	魔法暴击	物理暴击抵抗	魔法暴击抵抗	命中率	闪避率	格挡率	格挡值	职业	经验值	随身BUFF1	随身BUFF2	随身BUFF3	随身BUFF4	随身BUFF5	速度	AI	追踪频率	AI激活距离	出生动作	普通攻击	技能1	技能2	技能3	技能4	技能5	技能6	技能7	技能8	技能9	技能10	技能11	技能12	技能13	技能14	普通攻击权重	技能1权重	技能2权重	技能3权重	技能4权重	技能5权重	技能6权重	技能7权重	技能8权重	技能9权重	起身技能概率	反击技能概率	围绕最小距离	围绕最大距离	获得声望	金币掉落数量限制	道具掉落数量限制	阵营	刷新广播	击杀广播	不被击退	不被击飞	不被打断	攻击强制开始时间	模型大小比例	属性自适应
308805	0		monster_GBL.png	0	100101	33	0	0		68		528450	55649	51526	0	52278	79917	0	102299	102299	22790	0	17555	8000	0	0	0	0	0	0	0		110	2000
308901	3	鬼火射手	monster_KLGS.png	0	101701	5	0	1		69	0	105690	36329	54567	0	55194	35739	0	103848	103848	23134	0	17706	8000	0	0	0	0	0	0	0	110	2004	1000	1024	monster_013_born_0	21013001	21013003	21013005								21013007	21013008				100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
308902	3	女僵尸	monster_NVJS.png	0	100501	46	0	1		69	0	107808	30325	54404	0	55043	26286	0	103848	93463	23134	0	17706	8000	0	0	0	0	0	0	0	150	2001	800	1000	monster_016_born_0	21016001	21016007									21016004	21016005				100	0	0								0	100	150	200		100	1	1			0	0	0	2000	1	0
308903	0		monster_GBL.png	0	100101	34	0	0		69		95120	41723	53915	0	54592	120618	0	103848	103848	23134	0	17706	8000	0	0	0	0	0	0	0		110	2000
308904	0		monster_GBL.png	0	100101	34	0	0		69		158540	27476	52937	0	53689	47226	0	103848	103848	23134	0	17706	8000	0	0	0	0	0	0	0		110	2000
308905	0		monster_GBL.png	0	100101	34	0	0		69		528450	55970	52938	0	53690	80412	0	103848	103848	23134	0	17706	8000	0	0	0	0	0	0	0		110	2000
309001	3	女僵尸	monster_NVJS.png	0	100501	46	0	2		69	0	139512	35067	54237	0	54932	28591	0	103848	93463	23134	0	18237	8000	0	0	0	0	0	0	0	150	2001	800	1000	monster_016_born_0	21016001	21016007									21016004	21016005				100	0	0								0	50	150	200		100	1	1			0	0	0	2000	1	0
309002	3	凶灵	monster_YL.png	0	102502	22	0	1		69	0	88938	0	54056	30872	60242	0	26286	103848	103848	23134	0	18237	8000	0	0	0	0	0	0	0	110	2002	700	950	monster_017_born	21017001	21017003									21017004	21017005														0	100	180	750		100	1	1			0	0	0	2000	1.1	0
309003	0		monster_GBL.png	0	100101	35	0	0		69		104630	42287	53514	0	54265	120618	0	103848	103848	23134	0	18237	8000	0	0	0	0	0	0	0		110	2000
309004	0		monster_GBL.png	0	100101	35	0	0		69		174390	27847	52428	0	53263	47226	0	103848	103848	23134	0	18237	8000	0	0	0	0	0	0	0		110	2000
309005	3	骷髅法师	monster_KLFS.png	0	100901	32	0	0		69	0	581300	0	54370	57751	54142	0	53608	103848	103848	23134	0	18237	8000	0	0	0	0	0	0	0	80	2005	820	350	monster_009_born_1	21009001	21009002	21009003	21009015							21009007	21009010	21009009			500	500	150								100	150	350	900		100	1	1			0	0	0	2000	1.2	0
309101	3	冰霜哥布林	monster_GBL.png	0	100104	2	0	2		70	0	116260	36160	56753	0	57449	55247	0	107726	107726	23996	0	18231	8000	0	0	0	0	0	0	0	140	2001	1000	1024	monster_001_blue_born_2	21001007	21001017	21001205								21001103	21001104				400	0	0								0	50	600	900		100	1	1			0	0	0	2000	1	0
309102	3	冰霜狼人	monster_BSLR.png	0	100701	6	0	2		70	0	98820	31691	53743	24253	54418	27088	0	107726	107726	23996	0	18231	8000	0	0	0	0	0	0	0	110	100702	1100	750	monster_004_born_1	21004001	21004002	21004003								21004006	21004007	21004008			100	200	300								0	50	200	650		100	3	1			0	0	0	2000	1	0
309103	0		monster_GBL.png	0	100101	31	0	0		70		104630	43607	56030	0	56781	124304	0	107726	107726	23996	0	18231	8000	0	0	0	0	0	0	0		110	2000
309104	0		monster_GBL.png	0	100101	62	0	0		70		174390	28712	54944	0	55779	48669	0	107726	107726	23996	0	18231	8000	0	0	0	0	0	0	0		110	2000
309105	0		monster_GBL.png	0	100101	31	0	0		70		581300	58502	54944	0	55779	82869	0	107726	107726	23996	0	18231	8000	0	0	0	0	0	0	0		110	2000
309201	3	冰霜狼人	monster_BSLR.png	0	100701	6	0	2		71	0	116260	37262	55401	28393	56062	30358	0	110614	110614	24638	0	18768	8000	0	0	0	0	0	0	0	110	100702	1100	750	monster_004_born_1	21004001	21004002	21004003								21004006	21004007	21004008			100	200	300								0	50	200	650		100	3	1			0	0	0	2000	1	0
309202	0		monster_GBL.png	0	100101	32	0	0		71		98820	32657	58137	0	58846	52332	0	110614	110614	24638	0	18768	8000	0	0	0	0	0	0	0		110	2000
309203	0		monster_GBL.png	0	100101	32	0	0		71		104630	44937	57594	0	58345	128075	0	110614	110614	24638	0	18768	8000	0	0	0	0	0	0	0		110	2000
309204	0		monster_GBL.png	0	100101	64	0	0		71		174390	29587	56509	0	57343	50145	0	110614	110614	24638	0	18768	8000	0	0	0	0	0	0	0		110	2000
309205	0		monster_GBL.png	0	100101	32	0	0		71		581300	60288	56509	0	57343	85383	0	110614	110614	24638	0	18768	8000	0	0	0	0	0	0	0		110	2000
309301	3	火焰哥布林	monster_GBL.png	0	100102	1	0	2		71	0	127890	37759	57925	0	58697	56922	0	110614	110614	24638	0	19331	8000	0	0	0	0	0	0	0	170	2001	400	1024	monster_001_red_born_1	21001003	21001014	21001203								21001101	21001102				100	300	0								0	50	80	300		100	1	1			0	0	0	2000	1	0
309302	3	炎猫妖	monster_YMY.png	0	103301	22	0	1		71	0	108710	33092	57724	31656	58512	34888	34888	110614	110614	24638	0	19331	8000	0	0	0	0	0	0	0	300	103302	700	2048	monster_021_born	21103301	21103302	21103303								21103304	21103305	21103306			100	100	0								0	100	250	450		100	1	1			0	0	0	2000	1	0
309303	0		monster_GBL.png	0	100101	33	0	0		71		115100	45537	57123	0	57956	128075	0	110614	110614	24638	0	19331	8000	0	0	0	0	0	0	0		110	2000
309304	0		monster_GBL.png	0	100101	33	0	0		71		191840	29981	55918	0	56844	50145	0	110614	110614	24638	0	19331	8000	0	0	0	0	0	0	0		110	2000
309305	0		monster_GBL.png	0	100101	33	0	0		71		639450	61092	55918	0	56845	85383	0	110614	110614	24638	0	19331	8000	0	0	0	0	0	0	0		110	2000
309401	3	冰霜狼人亚种	monster_BSLR.png	0	100701	2	0	1		72	0	127890	37973	56404	28934	57138	30540	0	112165	112165	24983	0	18927	8000	0	0	0	0	0	0	0	110	2003	1100	750	monster_004_born_0	21004001	21004014	21004015								21004007					100	200	300								0	100	200	650		100	3	1			0	0	0	2000	1.2	0
309402	3	炎猫妖	monster_YMY.png	0	103301	22	0	1		72	0	108710	33281	59172	31837	59960	35097	35097	112165	112165	24983	0	18927	8000	0	0	0	0	0	0	0	300	103302	700	2048	monster_021_born	21103301	21103302	21103303								21103304	21103305	21103306			100	100	0								0	100	250	450		100	1	1			0	0	0	2000	1	0
309403	0		monster_GBL.png	0	100101	34	0	0		72		115100	45793	58570	0	59404	128841	0	112165	112165	24983	0	18927	8000	0	0	0	0	0	0	0		110	2000
309404	0		monster_GBL.png	0	100101	34	0	0		72		191840	30152	57366	0	58292	50447	0	112165	112165	24983	0	18927	8000	0	0	0	0	0	0	0		110	2000
309405	0		monster_GBL.png	0	100101	34	0	0		72		639450	61434	57366	0	58292	85895	0	112165	112165	24983	0	18927	8000	0	0	0	0	0	0	0		110	2000
309501	3	红龙幼崽	monster_FL.png	0	102201	107	0	2		73	0	102312	44440	66895	0	67667	66858	0	120563	120563	28259	0	22103	8000	0	0	0	0	0	0	0	250	102202	1000	800	monster_014_born	21014001	21014002	21014003													500	200	500								0	50	200	450		100	3	1			0	0	0	2000	1	0
309502	3	冰霜女巫	monster_BSNW.png	0	101301	19	0	1		73	0	106536	0	66694	40973	67481	0	40977	126908	126908	28259	0	22103	8000	0	0	0	0	0	0	0	185	101302	1100	1024	monster_boss_007_born_0	22007001	22007002	22007003								22007005	22007006	22007007			300	100	200								0	100	800	900		100	1	1			0	0	0	2000	1	0
309503	0		monster_GBL.png	0	100101	35	0	0		73		115100	53605	66092	0	66926	150429	0	126908	126908	28259	0	22103	8000	0	0	0	0	0	0	0		110	2000
309504	0		monster_GBL.png	0	100101	35	0	0		73		191840	35274	64887	0	65814	58899	0	126908	126908	28259	0	22103	8000	0	0	0	0	0	0	0		110	2000
309505	3	火焰女巫	monster_HYNW.png	0	101501	151	0	0		73	0	639450	0	62462	70424	74691	0	66858	126908	126908	28259	0	22103	8000	0	0	0	0	0	0	0	185	101502	1100	1024	monster_boss_006_born_fire	22015001										22015004	21019007				300	100	200								100	150	800	900		100	1	1			0	0	0	2000	1	0
309601	3	火焰哥布林	monster_GBL.png	0	100102	1	0	2		73	0	140680	45024	66474	0	67331	66858	0	126908	126908	28259	0	22766	8000	0	0	0	0	0	0	0	170	2001	400	1024	monster_001_red_born_1	21001003	21001014	21001203								21001101	21001102				100	300	0								0	50	80	300		100	1	1			0	0	0	2000	1	0
309602	3	炎猫妖	monster_YMY.png	0	103301	22	0	2		73	0	119580	39453	66251	37738	67125	40977	40977	126908	126908	28259	0	22766	8000	0	0	0	0	0	0	0	300	103302	700	2048	monster_021_born	21103301	21103302	21103303								21103304	21103305	21103306			100	100	0								0	50	250	450		100	1	1			0	0	0	2000	1	0
309603	0		monster_GBL.png	0	100101	31	0	0		73		126610	54311	65583	0	66509	150429	0	126908	126908	28259	0	22766	8000	0	0	0	0	0	0	0		110	2000
309604	0		monster_GBL.png	0	100101	62	0	0		73		211020	35738	64247	0	65275	58899	0	126908	126908	28259	0	22766	8000	0	0	0	0	0	0	0		110	2000
309605	0		monster_GBL.png	0	100101	31	0	0		73		703400	72884	64247	0	65275	100287	0	126908	126908	28259	0	22766	8000	0	0	0	0	0	0	0		110	2000
309701	3	火焰哥布林	monster_GBL.png	0	100102	1	0	2		74	0	140680	46213	68084	0	68941	68615	0	129874	129874	28919	0	22667	8000	0	0	0	0	0	0	0	170	2001	400	1024	monster_001_red_born_1	21001003	21001014	21001203								21001101	21001102				100	300	0								0	50	80	300		100	1	1			0	0	0	2000	1	0
309702	0		monster_GBL.png	0	100101	32	0	0		74		119580	40494	67861	0	68735	63083	0	129874	129874	28919	0	22667	8000	0	0	0	0	0	0	0		110	2000
309703	0		monster_GBL.png	0	100101	32	0	0		74		126610	55745	67193	0	68119	154385	0	129874	129874	28919	0	22667	8000	0	0	0	0	0	0	0		110	2000
309704	0		monster_GBL.png	0	100101	64	0	0		74		211020	36681	65857	0	66885	60447	0	129874	129874	28919	0	22667	8000	0	0	0	0	0	0	0		110	2000
309705	0		monster_GBL.png	0	100101	32	0	0		74		703400	74810	65857	0	66885	102923	0	129874	129874	28919	0	22667	8000	0	0	0	0	0	0	0		110	2000
309801	3	凶灵	monster_YL.png	0	102502	22	0	2		75	0	126612	0	71330	47451	79406	0	37554	134576	134576	29963	0	23243	8000	0	0	0	0	0	0	0	110	2002	700	950	monster_017_born	21017001	21017003									21017004	21017005														0	50	180	750		100	1	1			0	0	0	2000	1.1	0
309802	3	流浪剑客	monster_LLJK.png	0	102601	245	0	1		75	0	119580	45734	71107	0	71981	43157	0	134576	134576	29963	0	23243	8000	0	0	0	0	0	0	0	300	102601	800	800	monster_boss_013_born_0	22013001	22013002	22013003	22013004	22013005											100	100	100								0	100	200	450		100	3	1			0	0	0	2000	1	0
309803	0		monster_GBL.png	0	100101	33	0	0		75		126610	57241	70439	0	71364	158432	0	134576	134576	29963	0	23243	8000	0	0	0	0	0	0	0		110	2000
309804	0		monster_GBL.png	0	100101	33	0	0		75		211020	37659	69103	0	70131	62031	0	134576	134576	29963	0	23243	8000	0	0	0	0	0	0	0		110	2000
309805	0		monster_GBL.png	0	100101	33	0	0		75		703400	76823	69103	0	70131	105621	0	134576	134576	29963	0	23243	8000	0	0	0	0	0	0	0		110	2000
309901	3	红龙幼崽	monster_FL.png	0	102201	107	0	1		75	0	123800	48066	70832	0	71783	70415	0	127847	127847	29963	0	23940	8000	0	0	0	0	0	0	0	250	102202	1000	800	monster_014_born	21014001	21014002	21014003													500	200	500								0	100	200	450		100	3	1			0	0	0	2000	1	0
309902	3	骷髅法师	monster_KLFS.png	0	100901	32	0	1		75	0	131540	0	71291	41895	70838	0	43157	134576	134576	29963	0	23940	8000	0	0	0	0	0	0	0	80	2005	820	350	monster_009_born_1	21009001	21009002	21009003	21009015							21009007	21009010	21009009			500	500	150								0	100	350	900		100	1	1			0	0	0	2000	1.2	0
309903	0		monster_GBL.png	0	100101	34	0	0		75		139280	57984	69843	0	70870	158432	0	134576	134576	29963	0	23940	8000	0	0	0	0	0	0	0		110	2000
309904	0		monster_GBL.png	0	100101	34	0	0		75		232130	38148	68360	0	69501	62031	0	134576	134576	29963	0	23940	8000	0	0	0	0	0	0	0		110	2000
309905	0		monster_GBL.png	0	100101	34	0	0		75		773750	77821	68360	0	69501	105621	0	134576	134576	29963	0	23940	8000	0	0	0	0	0	0	0		110	2000
310001	3	炎猫妖	monster_YMY.png	0	103301	22	0	2		76	0	154750	48297	72318	45997	73269	47179	47179	136138	136138	30311	0	23409	8000	0	0	0	0	0	0	0	300	103302	700	2048	monster_021_born	21103301	21103302	21103303								21103304	21103305	21103306			100	100	0								0	50	250	450		100	1	1			0	0	0	2000	1	0
310002	3	角斗先锋	monster_JDS.png	0	102901	17	0	1		76	0	124963	46550	72071	0	73040	36868	0	136138	136138	25764	0	23409	8000	0	0	0	0	0	0	0	300	102901	700	500	monster_boss_015_born	21020001	21020002	21020004								21020005					100	400	100								0	100	175	560		100	1	1			0	0	0	2000	0.9	0
310003	0		monster_GBL.png	0	100101	35	0	0		76		139280	58261	71329	0	72356	159230	0	136138	136138	30311	0	23409	8000	0	0	0	0	0	0	0		110	2000
310004	0		monster_GBL.png	0	100101	35	0	0		76		232130	38332	69846	0	70987	62343	0	136138	136138	30311	0	23409	8000	0	0	0	0	0	0	0		110	2000
310005	3	血枪手	monster_XQS.png	0	101401	100	0	0		76	0	773750	0	71668	72601	72839	0	95537	136138	136138	30311	0	23409	8000	0	0	0	0	0	0	0	300	101401	1100	1024	monster_boss_010_born	22010001	22010002	22010003	22010004							22010005					300	100	200								100	150	800	900		100	1	1			0	0	0	2000	1	0
310101	3	落魄剑客	monster_TYJK.png	0	1002	30	0	1		77	0	154750	49558	73960	0	74911	48405	0	139182	139182	30987	0	24000	8000	0	0	0	0	0	0	0	300	30013	850	950	card_001_born_0	23013001	23013004	23013002													800	400	400	5000							0	100	150	2400		100	3	1			0	0	0	2000	1	0
310102	3	精灵游侠	monster_XJL.png	0	100201	21	0	1		77	0	131540	43423	73713	0	78416	44502	0	139182	139182	30987	0	24000	8000	0	0	0	0	0	0	0	135	2001	700	2500	monster_003_born_1	21003001	21003002	21003005								21003009					200	200	100								0	100	650	800		100	1	1			0	0	0	2000	1	0
310103	0		monster_GBL.png	0	100101	35	0	0		77		139280	59784	72971	0	73998	163368	0	139182	139182	30987	0	24000	8000	0	0	0	0	0	0	0		110	2000
310104	0		monster_GBL.png	0	100101	35	0	0		77		232130	39333	71488	0	72629	63965	0	139182	139182	30987	0	24000	8000	0	0	0	0	0	0	0		110	2000
310105	0		monster_GBL.png	0	100101	35	0	0		77		773750	80235	71488	0	72629	108912	0	139182	139182	30987	0	24000	8000	0	0	0	0	0	0	0		110	2000
310201	3	幽灵	monster_YL.png	0	102501	20	0	2		77	0	153207	0	73356	50194	81852	0	38724	139182	139182	30987	0	24720	8000	0	0	0	0	0	0	0	110	2002	700	950	monster_017_born	21017001	21017002	21017006								21017004	21017005														0	50	180	750		100	1	1			0	0	0	2000	1	0
310202	0		monster_GBL.png	0	100101	35	0	0		77		144700	43980	73082	0	74158	66753	0	139182	139182	30987	0	24720	8000	0	0	0	0	0	0	0		110	2000
310203	0		monster_GBL.png	0	100101	35	0	0		77		153210	60551	72259	0	73398	163368	0	139182	139182	30987	0	24720	8000	0	0	0	0	0	0	0		110	2000
310204	0		monster_GBL.png	0	100101	35	0	0		77		255350	39837	70613	0	71879	63965	0	139182	139182	30987	0	24720	8000	0	0	0	0	0	0	0		110	2000
310205	0		monster_GBL.png	0	100101	35	0	0		77		851150	81264	70614	0	71879	108912	0	139182	139182	30987	0	24720	8000	0	0	0	0	0	0	0		110	2000
310301	3	暗夜猫妖	monster_MN.png	0	100301	2	0	2		78	0	170230	57029	89219	0	82163	54907	0	154073	154073	34296	0	27226	8000	0	0	0	0	0	0	0	220	100302	1100	2048	monster_012_born_0	21012001	21012002	21012008								21012005	21012006				100	100	0								0	50	250	450		100	1	1			0	0	0	2000	1	0
310302	3	炎猫妖	monster_YMY.png	0	103301	22	0	1		78	0	144700	49962	80833	47787	81909	50479	50479	154073	154073	34296	0	27226	8000	0	0	0	0	0	0	0	300	103302	700	2048	monster_021_born	21103301	21103302	21103303								21103304	21103305	21103306			100	100	0								0	100	250	450		100	1	1			0	0	0	2000	1	0
310303	0		monster_GBL.png	0	100101	35	0	0		78		153210	68808	80011	0	81150	185312	0	154073	154073	34296	0	27226	8000	0	0	0	0	0	0	0		110	2000
310304	0		monster_GBL.png	0	100101	35	0	0		78		255350	45250	78365	0	79631	72555	0	154073	154073	34296	0	27226	8000	0	0	0	0	0	0	0		110	2000
310305	0		monster_GBL.png	0	100101	35	0	0		78		851150	92367	78366	0	79631	123542	0	154073	154073	34296	0	27226	8000	0	0	0	0	0	0	0		110	2000
310401	3	女僵尸	monster_NVJS.png	0	100501	46	0	2		79	0	204276	58362	82778	0	83833	44949	0	157192	141473	34989	0	27841	8000	0	0	0	0	0	0	0	150	2001	800	1000	monster_016_born_0	21016001	21016007									21016004	21016005				100	0	0								0	50	150	200		100	1	1			0	0	0	2000	1	0
310402	3	凶灵	monster_YL.png	0	102502	22	0	2		79	0	130230	0	82503	51348	91937	0	41324	157192	157192	34989	0	27841	8000	0	0	0	0	0	0	0	110	2002	700	950	monster_017_born	21017001	21017003									21017004	21017005														0	50	180	750		100	1	1			0	0	0	2000	1.1	0
310403	0		monster_GBL.png	0	100101	35	0	0		79		153210	70417	81681	0	82820	189629	0	157192	157192	34989	0	27841	8000	0	0	0	0	0	0	0		110	2000
310404	0		monster_GBL.png	0	100101	35	0	0		79		255350	46307	80035	0	81301	74246	0	157192	157192	34989	0	27841	8000	0	0	0	0	0	0	0		110	2000
310405	0		monster_GBL.png	0	100101	35	0	0		79		851150	94528	80036	0	81301	126419	0	157192	157192	34989	0	27841	8000	0	0	0	0	0	0	0		110	2000
310501	3	冰霜狼人	monster_BSLR.png	0	100701	6	0	2		79	0	187260	59101	78003	45027	79114	44949	0	157192	157192	34989	0	28676	8000	0	0	0	0	0	0	0	110	100702	1100	750	monster_004_born_1	21004001	21004002	21004003								21004006	21004007	21004008			100	200	300								0	50	200	650		100	3	1			0	0	0	2000	1	0
310502	3	冰霜狼人亚种	monster_BSLR.png	0	100701	2	0	1		79	0	159170	51776	77714	39618	78848	41324	0	157192	157192	34989	0	28676	8000	0	0	0	0	0	0	0	110	2003	1100	750	monster_004_born_0	21004001	21004014	21004015								21004007					100	200	300								0	100	200	650		100	3	1			0	0	0	2000	1.2	0
310503	0		monster_GBL.png	0	100101	35	0	0		79		168530	71309	80891	0	82155	189629	0	157192	157192	34989	0	28676	8000	0	0	0	0	0	0	0		110	2000
310504	0		monster_GBL.png	0	100101	35	0	0		79		280890	46893	79065	0	80470	74246	0	157192	157192	34989	0	28676	8000	0	0	0	0	0	0	0		110	2000
310505	3	冰霜女巫	monster_BSNW.png	0	101301	19	0	0		79	0	917574	0	80079	100957	81501	0	84279	157192	157192	34989	0	28676	8000	0	0	0	0	0	0	0	185	101302	1100	1024	monster_boss_007_born_0	22007001	22007002	22007003								22007005	22007006	22007007			300	100	200								100	150	800	900		100	1	1			0	0	0	2000	1	0
310601	3	旅行奸商	monster_GBLSR.png	0	102401	21	0	1		80	0	243438	0	84617	58775	85765	0	40244	162933	162933	36266	0	28468	8000	0	0	0	0	0	0	0	110	102402	1000	500	monster_015_born_0	21015001	21015002	21015003	21015004	21015007						21015005					200	100	0								0	100	500	900		100	1	1			0	0	0	2000	1	0
310602	3	失业拳法家	monster_QF.png	0	103201	10	0	1		80	0	159170	47706	86040	0	87234	52854	0	162933	162933	36266	0	28468	8000	0	0	0	0	0	0	0	300	2002	860	500	monster_qfj_born	23019001	23019002	23019003	23019004												100	100	0								0	100	400	900		100	1	1			0	0	0	2000	1	0
310603	0		monster_GBL.png	0	100101	35	0	0		80		168530	73012	85127	0	86391	194031	0	162933	162933	36266	0	28468	8000	0	0	0	0	0	0	0		110	2000
310604	0		monster_GBL.png	0	100101	35	0	0		80		280890	48005	83301	0	84706	75971	0	162933	162933	36266	0	28468	8000	0	0	0	0	0	0	0		110	2000
310605	0		monster_GBL.png	0	100101	35	0	0		80		936300	98018	83301	0	84706	129354	0	162933	162933	36266	0	28468	8000	0	0	0	0	0	0	0		110	2000
310701	3	野猪	monster_YZ.png	0	102301	15	0	2		81	0	187260	60759	87874	0	89044	57740	0	164501	164501	36614	0	28645	8000	0	0	0	0	0	0	0	320	102302	700	2048	monster_006_born	21006001	21006003									21006002	21007006				100	100	0								0	50	400	900		100	1	1			0	0	0	2000	1	0
310702	0		monster_GBL.png	0	100101	35	0	0		81		159170	53227	87569	0	88763	79625	0	164501	164501	36614	0	28645	8000	0	0	0	0	0	0	0		110	2000
310703	0		monster_GBL.png	0	100101	35	0	0		81		168530	73313	86657	0	87921	194873	0	164501	164501	36614	0	28645	8000	0	0	0	0	0	0	0		110	2000
310704	0		monster_GBL.png	0	100101	35	0	0		81		280890	48205	84831	0	86235	76299	0	164501	164501	36614	0	28645	8000	0	0	0	0	0	0	0		110	2000
310705	0		monster_GBL.png	0	100101	35	0	0		81		936300	98421	84831	0	86235	129915	0	164501	164501	36614	0	28645	8000	0	0	0	0	0	0	0		110	2000
310801	3	火焰元素	monster_HYJS.png	0	102101	20	0	2		81	0	195691	0	87090	61514	88388	0	63514	164501	164501	36614	0	29504	8000	0	0	0	0	0	0	0	155	102102	900	950	monster_019_born_fire	21019001	21019002									21019004	21019005	21019007			100	200									0	50	150	1024		100	3	1			0	0	0	2000	1	0
310802	3	角斗先锋	monster_JDS.png	0	102901	17	0	1		81	0	166336	59281	86752	0	88077	45121	0	164501	164501	31122	0	29504	8000	0	0	0	0	0	0	0	300	102901	700	500	monster_boss_015_born	21020001	21020002	21020004								21020005					100	400	100								0	100	175	560		100	1	1			0	0	0	2000	0.9	0
310803	0		monster_GBL.png	0	100101	35	0	0		81		185390	74230	85739	0	87142	194873	0	164501	164501	36614	0	29504	8000	0	0	0	0	0	0	0		110	2000
310804	0		monster_GBL.png	0	100101	35	0	0		81		308990	48808	83713	0	85272	76299	0	164501	164501	36614	0	29504	8000	0	0	0	0	0	0	0		110	2000
310805	0		monster_GBL.png	0	100101	35	0	0		81		1029950	99651	83714	0	85272	129915	0	164501	164501	36614	0	29504	8000	0	0	0	0	0	0	0		110	2000
310901	3	炎猫妖	monster_YMY.png	0	103301	22	0	2		82	0	205990	62946	88807	59944	90105	59072	59072	167698	167698	37325	0	29286	8000	0	0	0	0	0	0	0	300	103302	700	2048	monster_021_born	21103301	21103302	21103303								21103304	21103305	21103306			100	100	0								0	50	250	450		100	1	1			0	0	0	2000	1	0
310902	3	红龙幼崽	monster_FL.png	0	102201	107	0	2		82	0	140072	55142	88470	0	89794	81462	0	159313	159313	37325	0	29286	8000	0	0	0	0	0	0	0	250	102202	1000	800	monster_014_born	21014001	21014002	21014003													500	200	500								0	50	200	450		100	3	1			0	0	0	2000	1	0
310903	0		monster_GBL.png	0	100101	35	0	0		82		185390	75952	87457	0	88859	199367	0	167698	167698	37325	0	29286	8000	0	0	0	0	0	0	0		110	2000
310904	0		monster_GBL.png	0	100101	35	0	0		82		308990	49939	85431	0	86989	78059	0	167698	167698	37325	0	29286	8000	0	0	0	0	0	0	0		110	2000
310905	0		monster_GBL.png	0	100101	35	0	0		82		1029950	101966	85431	0	86989	132911	0	167698	167698	37325	0	29286	8000	0	0	0	0	0	0	0		110	2000
311001	3	幽灵	monster_YL.png	0	102501	20	0	2		83	0	185391	0	96551	68870	107634	0	51659	181083	181083	40299	0	32093	8000	0	0	0	0	0	0	0	110	2002	700	950	monster_017_born	21017001	21017002	21017006								21017004	21017005														0	50	180	750		100	1	1			0	0	0	2000	1	0
311002	3	骷髅法师	monster_KLFS.png	0	100901	32	0	1		83	0	175090	0	97176	60011	96563	0	59367	181083	181083	40299	0	32093	8000	0	0	0	0	0	0	0	80	2005	820	350	monster_009_born_1	21009001	21009002	21009003	21009015							21009007	21009010	21009009			500	500	150								0	100	350	900		100	1	1			0	0	0	2000	1.2	0
311003	0		monster_GBL.png	0	100101	35	0	0		83		185390	83117	95201	0	96603	217938	0	181083	181083	40299	0	32093	8000	0	0	0	0	0	0	0		110	2000
311004	0		monster_GBL.png	0	100101	35	0	0		83		308990	54636	93175	0	94733	85331	0	181083	181083	40299	0	32093	8000	0	0	0	0	0	0	0		110	2000
311005	3	凶灵	monster_YL.png	0	102502	22	0	0		83	0	926955	0	95544	114362	106856	0	77489	181083	181083	40299	0	32093	8000	0	0	0	0	0	0	0	110	2002	700	950	monster_017_born	21017001	21017003									21017004	21017005														100	150	180	750		100	1	1			0	0	0	2000	1.1	0
311101	3	精灵射手	monster_JLSS.png	0	101001	184	0	1		83		226590	55782	90884	66400	92252	0	51659	181083	181083	40299	0	33056	8000	0	0	0	0	0	0	0	185	101003	1100	1024	monster_boss_011_born_0	22011001	22011002	22011003	22011007							22011009	22011010				300	100	200								0	100	700	900		100	1	1			0	0	0	2000	1	0
311102	3	骷髅射手	monster_KLGS.png	0	101701	5	0	1		83	0	192600	64131	95293	0	96762	59367	0	181083	181083	40299	0	33056	8000	0	0	0	0	0	0	0	110	2005	1000	1024	monster_013_born_0	21013001	21013004	21013010								21013007	21013008				100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
311103	0		monster_GBL.png	0	100101	35	0	0		83		203930	84144	94169	0	95725	217938	0	181083	181083	40299	0	33056	8000	0	0	0	0	0	0	0		110	2000
311104	0		monster_GBL.png	0	100101	35	0	0		83		339890	55310	91922	0	93650	85331	0	181083	181083	40299	0	33056	8000	0	0	0	0	0	0	0		110	2000
311105	0		monster_GBL.png	0	100101	35	0	0		83		1132950	112977	91922	0	93650	145292	0	181083	181083	40299	0	33056	8000	0	0	0	0	0	0	0		110	2000
311201	3	冰霜狼人	monster_BSLR.png	0	100701	6	0	2		84	0	226590	71203	92540	54244	93908	52750	0	184314	184314	41018	0	32748	8000	0	0	0	0	0	0	0	110	100702	1100	750	monster_004_born_1	21004001	21004002	21004003								21004006	21004007	21004008			100	200	300								0	50	200	650		100	3	1			0	0	0	2000	1	0
311202	0		monster_GBL.png	0	100101	35	0	0		84		192600	62369	97036	0	98505	90930	0	184314	184314	41018	0	32748	8000	0	0	0	0	0	0	0		110	2000
311203	0		monster_GBL.png	0	100101	35	0	0		84		203930	85926	95912	0	97468	222539	0	184314	184314	41018	0	32748	8000	0	0	0	0	0	0	0		110	2000
311204	0		monster_GBL.png	0	100101	35	0	0		84		339890	56480	93665	0	95393	87132	0	184314	184314	41018	0	32748	8000	0	0	0	0	0	0	0		110	2000
