技能唯一ID	技能类型	动画资源名	图标	技能名称	释放距离X	释放纵深	职业所属	等级	开启等级	前置技能	前置技能等级	所需金币	材料1	材料1数量	材料2	材料2数量	品质	冷却	物理伤害比例	魔法伤害比例	物理固定伤害	魔法固定伤害	物理暴击值	魔法暴击值	命中值	技能消耗能量	技能说明	天赋预览	伤害类型	其他属性计算
30342010	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	10	24	0	0	0	71000001	126	72000001	77	0	20000	10420	0	12150	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]104.2%+12150[txt:size=18 color=white]点物理伤害；		0	0
30342011	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	11	25	0	0	0	72000001	85	73000001	43	0	20000	10460	0	13365	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]104.6%+13365[txt:size=18 color=white]点物理伤害；		0	0
30342012	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	12	25	0	0	0	72000001	92	73000001	47	0	20000	10510	0	14580	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]105.1%+14580[txt:size=18 color=white]点物理伤害；		0	0
30342013	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	13	26	0	0	0	72000001	100	73000001	51	0	20000	10550	0	15795	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]105.5%+15795[txt:size=18 color=white]点物理伤害；		0	0
30342014	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	14	26	0	0	0	72000001	107	73000001	55	0	20000	10590	0	17010	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]105.9%+17010[txt:size=18 color=white]点物理伤害；		0	0
30342015	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	15	27	0	0	0	72000001	115	73000001	59	0	20000	10630	0	18225	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]106.3%+18225[txt:size=18 color=white]点物理伤害；		0	0
30342016	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	16	27	0	0	0	72000001	123	73000001	63	0	20000	10680	0	19440	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]106.8%+19440[txt:size=18 color=white]点物理伤害；		0	0
30342017	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	17	28	0	0	0	72000001	130	73000001	66	0	20000	10720	0	20655	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]107.2%+20655[txt:size=18 color=white]点物理伤害；		0	0
30342018	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	18	28	0	0	0	72000001	138	73000001	70	0	20000	10760	0	21870	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]107.6%+21870[txt:size=18 color=white]点物理伤害；		0	0
30342019	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	19	29	0	0	0	72000001	146	73000001	74	0	20000	10800	0	23085	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]108%+23085[txt:size=18 color=white]点物理伤害；		0	0
30342020	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	20	29	0	0	0	72000001	153	73000001	78	0	20000	10840	0	24300	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]108.4%+24300[txt:size=18 color=white]点物理伤害；		0	0
30342021	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	21	30	0	0	0	73000001	82	74000001	54	0	20000	10890	0	25515	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]108.9%+25515[txt:size=18 color=white]点物理伤害；		0	0
30342022	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	22	30	0	0	0	73000001	86	74000001	56	0	20000	10930	0	26730	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]109.3%+26730[txt:size=18 color=white]点物理伤害；		0	0
30342023	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	23	31	0	0	0	73000001	90	74000001	59	0	20000	10970	0	27945	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]109.7%+27945[txt:size=18 color=white]点物理伤害；		0	0
30342024	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	24	31	0	0	0	73000001	94	74000001	61	0	20000	11010	0	29160	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]110.1%+29160[txt:size=18 color=white]点物理伤害；		0	0
30342025	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	25	32	0	0	0	73000001	98	74000001	64	0	20000	11050	0	30375	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]110.5%+30375[txt:size=18 color=white]点物理伤害；		0	0
30342026	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	26	32	0	0	0	73000001	101	74000001	66	0	20000	11100	0	31590	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]111%+31590[txt:size=18 color=white]点物理伤害；		0	0
30342027	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	27	33	0	0	0	73000001	105	74000001	69	0	20000	11140	0	32805	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]111.4%+32805[txt:size=18 color=white]点物理伤害；		0	0
30342028	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	28	33	0	0	0	73000001	109	74000001	71	0	20000	11180	0	34020	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]111.8%+34020[txt:size=18 color=white]点物理伤害；		0	0
30342029	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	29	34	0	0	0	73000001	113	74000001	74	0	20000	11220	0	35235	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]112.2%+35235[txt:size=18 color=white]点物理伤害；		0	0
30342030	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	30	34	0	0	0	73000001	117	74000001	76	0	20000	11270	0	36450	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]112.7%+36450[txt:size=18 color=white]点物理伤害；		0	0
30342031	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	31	35	0	0	0	74000001	79	75000001	39	0	20000	11310	0	37665	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]113.1%+37665[txt:size=18 color=white]点物理伤害；		0	0
30342032	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	32	35	0	0	0	74000001	81	75000001	40	0	20000	11350	0	38880	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]113.5%+38880[txt:size=18 color=white]点物理伤害；		0	0
30342033	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	33	36	0	0	0	74000001	84	75000001	41	0	20000	11390	0	40095	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]113.9%+40095[txt:size=18 color=white]点物理伤害；		0	0
30342034	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	34	36	0	0	0	74000001	86	75000001	42	0	20000	11430	0	41310	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]114.3%+41310[txt:size=18 color=white]点物理伤害；		0	0
30342035	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	35	37	0	0	0	74000001	89	75000001	44	0	20000	11480	0	42525	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]114.8%+42525[txt:size=18 color=white]点物理伤害；		0	0
30342036	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	36	37	0	0	0	74000001	91	75000001	45	0	20000	11520	0	43740	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]115.2%+43740[txt:size=18 color=white]点物理伤害；		0	0
30342037	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	37	38	0	0	0	74000001	94	75000001	46	0	20000	11560	0	44955	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]115.6%+44955[txt:size=18 color=white]点物理伤害；		0	0
30342038	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	38	38	0	0	0	74000001	96	75000001	47	0	20000	11600	0	46170	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]116%+46170[txt:size=18 color=white]点物理伤害；		0	0
30342039	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	39	39	0	0	0	74000001	99	75000001	49	0	20000	11650	0	47385	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]116.5%+47385[txt:size=18 color=white]点物理伤害；		0	0
30342040	2	card_006_skill2	item_skill_0620.png	玉门回风	750	35	10	40	40	0	0	0	74000001	102	75000001	50	0	20000	11690	0	48600	0	0	0	0	40	[txt:size=18 color=white]回转一周向前方挥出数道剑气围绕地方攻击。[r]造成[txt:size=18 color=green]116.9%+48600[txt:size=18 color=white]点物理伤害；		0	0
30343000	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	0	0	0	0	0	0	0	0	0	0	25000	0	0	0	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围造成伤害，随着天赋的提升会增加移动的距离。		0	0
30343001	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	1	60	0	0	0	71000001	23	72000001	14	0	25000	10080	0	864	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]100.8%+864[txt:size=18 color=white]点物理伤害；		0	0
30343002	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	2	60	0	0	0	71000001	45	72000001	27	0	25000	10160	0	1728	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]101.6%+1728[txt:size=18 color=white]点物理伤害；		0	0
30343003	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	3	61	0	0	0	71000001	67	72000001	41	0	25000	10240	0	2592	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]102.4%+2592[txt:size=18 color=white]点物理伤害；		0	0
30343004	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	4	61	0	0	0	71000001	89	72000001	54	0	25000	10320	0	3456	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]103.2%+3456[txt:size=18 color=white]点物理伤害；		0	0
30343005	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	5	62	0	0	0	71000001	111	72000001	68	0	25000	10400	0	4320	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]104%+4320[txt:size=18 color=white]点物理伤害；		0	0
30343006	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	6	62	0	0	0	71000001	133	72000001	81	0	25000	10480	0	5184	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]104.8%+5184[txt:size=18 color=white]点物理伤害；		0	0
30343007	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	7	63	0	0	0	71000001	156	72000001	95	0	25000	10560	0	6048	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]105.6%+6048[txt:size=18 color=white]点物理伤害；		0	0
30343008	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	8	63	0	0	0	71000001	178	72000001	108	0	25000	10640	0	6912	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]106.4%+6912[txt:size=18 color=white]点物理伤害；		0	0
30343009	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	9	64	0	0	0	71000001	200	72000001	122	0	25000	10720	0	7776	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]107.2%+7776[txt:size=18 color=white]点物理伤害；		0	0
30343010	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	10	64	0	0	0	71000001	222	72000001	135	0	25000	10800	0	8640	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]108%+8640[txt:size=18 color=white]点物理伤害；		0	0
30343011	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	11	65	0	0	0	72000001	149	73000001	76	0	25000	10870	0	9504	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]108.7%+9504[txt:size=18 color=white]点物理伤害；		0	0
30343012	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	12	65	0	0	0	72000001	162	73000001	83	0	25000	10950	0	10368	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]109.5%+10368[txt:size=18 color=white]点物理伤害；		0	0
30343013	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	13	66	0	0	0	72000001	176	73000001	89	0	25000	11030	0	11232	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]110.3%+11232[txt:size=18 color=white]点物理伤害；		0	0
30343014	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	14	66	0	0	0	72000001	189	73000001	96	0	25000	11110	0	12096	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]111.1%+12096[txt:size=18 color=white]点物理伤害；		0	0
30343015	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	15	67	0	0	0	72000001	203	73000001	103	0	25000	11190	0	12960	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]111.9%+12960[txt:size=18 color=white]点物理伤害；		0	0
30343016	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	16	67	0	0	0	72000001	216	73000001	110	0	25000	11270	0	13824	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]112.7%+13824[txt:size=18 color=white]点物理伤害；		0	0
30343017	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	17	68	0	0	0	72000001	229	73000001	117	0	25000	11350	0	14688	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]113.5%+14688[txt:size=18 color=white]点物理伤害；		0	0
30343018	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	18	68	0	0	0	72000001	243	73000001	124	0	25000	11430	0	15552	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]114.3%+15552[txt:size=18 color=white]点物理伤害；		0	0
30343019	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	19	69	0	0	0	72000001	256	73000001	131	0	25000	11510	0	16416	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]115.1%+16416[txt:size=18 color=white]点物理伤害；		0	0
30343020	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	20	69	0	0	0	72000001	270	73000001	137	0	25000	11590	0	17280	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]115.9%+17280[txt:size=18 color=white]点物理伤害；		0	0
30343021	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	21	70	0	0	0	73000001	144	74000001	94	0	25000	11670	0	18144	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]116.7%+18144[txt:size=18 color=white]点物理伤害；		0	0
30343022	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	22	70	0	0	0	73000001	151	74000001	98	0	25000	11750	0	19008	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]117.5%+19008[txt:size=18 color=white]点物理伤害；		0	0
30343023	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	23	71	0	0	0	73000001	158	74000001	103	0	25000	11830	0	19872	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]118.3%+19872[txt:size=18 color=white]点物理伤害；		0	0
30343024	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	24	71	0	0	0	73000001	165	74000001	107	0	25000	11910	0	20736	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]119.1%+20736[txt:size=18 color=white]点物理伤害；		0	0
30343025	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	25	72	0	0	0	73000001	172	74000001	112	0	25000	11990	0	21600	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]119.9%+21600[txt:size=18 color=white]点物理伤害；		0	0
30343026	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	26	72	0	0	0	74000001	116	75000001	57	0	25000	12070	0	22464	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]120.7%+22464[txt:size=18 color=white]点物理伤害；		0	0
30343027	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	27	73	0	0	0	74000001	121	75000001	59	0	25000	12150	0	23328	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]121.5%+23328[txt:size=18 color=white]点物理伤害；		0	0
30343028	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	28	73	0	0	0	74000001	125	75000001	61	0	25000	12230	0	24192	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]122.3%+24192[txt:size=18 color=white]点物理伤害；		0	0
30343029	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	29	74	0	0	0	74000001	130	75000001	63	0	25000	12310	0	25056	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]123.1%+25056[txt:size=18 color=white]点物理伤害；		0	0
30343030	3	card_006_skill3	item_skill_0610.png	朔风卷旗	250	35	10	30	74	0	0	0	74000001	134	75000001	66	0	25000	12390	0	25920	0	0	0	0	50	[txt:size=18 color=white]自身回旋形成剑风对周围[r]造成[txt:size=18 color=green]123.9%+25920[txt:size=18 color=white]点物理伤害；		0	0
30351000	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。		0	0
30351001	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	1	6	0	0	0	71000001	9	72000001	5	0	10000	0	10020	0	518	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]100.2%+518[txt:size=18 color=white]点魔法伤害。		0	0
30351002	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	2	6	0	0	0	71000001	17	72000001	10	0	10000	0	10040	0	1037	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]100.4%+1037[txt:size=18 color=white]点魔法伤害。		0	0
30351003	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	3	7	0	0	0	71000001	25	72000001	15	0	10000	0	10060	0	1555	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]100.6%+1555[txt:size=18 color=white]点魔法伤害。		0	0
30351004	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	4	7	0	0	0	71000001	33	72000001	20	0	10000	0	10080	0	2074	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]100.8%+2074[txt:size=18 color=white]点魔法伤害。		0	0
30351005	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	5	8	0	0	0	71000001	41	72000001	25	0	10000	0	10090	0	2592	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]100.9%+2592[txt:size=18 color=white]点魔法伤害。		0	0
30351006	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	6	8	0	0	0	71000001	49	72000001	30	0	10000	0	10110	0	3110	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]101.1%+3110[txt:size=18 color=white]点魔法伤害。		0	0
30351007	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	7	9	0	0	0	71000001	57	72000001	35	0	10000	0	10130	0	3629	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]101.3%+3629[txt:size=18 color=white]点魔法伤害。		0	0
30351008	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	8	9	0	0	0	71000001	65	72000001	40	0	10000	0	10150	0	4147	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]101.5%+4147[txt:size=18 color=white]点魔法伤害。		0	0
30351009	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	9	10	0	0	0	71000001	73	72000001	45	0	10000	0	10170	0	4666	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]101.7%+4666[txt:size=18 color=white]点魔法伤害。		0	0
30351010	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	10	10	0	0	0	71000001	81	72000001	50	0	10000	0	10190	0	5184	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]101.9%+5184[txt:size=18 color=white]点魔法伤害。		0	0
30351011	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	11	11	0	0	0	71000001	89	72000001	55	0	10000	0	10210	0	5702	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]102.1%+5702[txt:size=18 color=white]点魔法伤害。		0	0
30351012	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	12	12	0	0	0	71000001	97	72000001	59	0	10000	0	10230	0	6221	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]102.3%+6221[txt:size=18 color=white]点魔法伤害。		0	0
30351013	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	13	13	0	0	0	71000001	106	72000001	64	0	10000	0	10250	0	6739	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]102.5%+6739[txt:size=18 color=white]点魔法伤害。		0	0
30351014	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	14	14	0	0	0	71000001	114	72000001	69	0	10000	0	10260	0	7258	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]102.6%+7258[txt:size=18 color=white]点魔法伤害。		0	0
30351015	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	15	15	0	0	0	71000001	122	72000001	74	0	10000	0	10280	0	7776	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]102.8%+7776[txt:size=18 color=white]点魔法伤害。		0	0
30351016	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	16	16	0	0	0	71000001	130	72000001	79	0	10000	0	10300	0	8294	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]103%+8294[txt:size=18 color=white]点魔法伤害。		0	0
30351017	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	17	17	0	0	0	71000001	138	72000001	84	0	10000	0	10320	0	8813	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]103.2%+8813[txt:size=18 color=white]点魔法伤害。		0	0
30351018	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	18	18	0	0	0	71000001	146	72000001	89	0	10000	0	10340	0	9331	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]103.4%+9331[txt:size=18 color=white]点魔法伤害。		0	0
30351019	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	19	19	0	0	0	71000001	154	72000001	94	0	10000	0	10360	0	9850	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]103.6%+9850[txt:size=18 color=white]点魔法伤害。		0	0
30351020	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	20	20	0	0	0	71000001	162	72000001	99	0	10000	0	10380	0	10368	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]103.8%+10368[txt:size=18 color=white]点魔法伤害。		0	0
30351021	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	21	21	0	0	0	72000001	104	73000001	53	0	10000	0	10400	0	10886	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]104%+10886[txt:size=18 color=white]点魔法伤害。		0	0
30351022	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	22	22	0	0	0	72000001	109	73000001	55	0	10000	0	10420	0	11405	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]104.2%+11405[txt:size=18 color=white]点魔法伤害。		0	0
30351023	1	card_009_skill1	item_skill_0710.png	极冰爆裂	350	35	41	23	23	0	0	0	72000001	113	73000001	58	0	10000	0	10430	0	11923	0	0	0	20	[txt:size=18 color=white]生成巨型冰锥攻击敌人。[r]造成[txt:size=18 color=green]104.3%+11923[txt:size=18 color=white]点魔法伤害。		0	0
