技能唯一ID	技能类型0-14	动画资源名	图标	技能名称	技能释放距离	释放纵深	职业所属	等级	开启等级	前置技能	前置技能等级	所需金币	材料1	材料1数量	材料2	材料2数量	品质	冷却	物理伤害比例	魔法伤害比例	物理固定伤害	魔法固定伤害	物理暴击值	魔法暴击值	命中值	技能消耗能量	技能说明	天赋预览	伤害类型	其他属性计算
22014003	2	monster_boss_014_atk3		老鹰普通攻击3	1200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	老鹰用翅膀扇风		0	0
20790001	0	trap_fireDragon_atk1		火龙吐火	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	一个机关龙向前喷火		0	0
21015001	0	monster_015_atk1		哥布林商人近战	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	老鹰用翅膀扇风		0	0
21015002	1	monster_015_skill01		哥布林商人扔3把伞	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	老鹰用翅膀扇风		0	0
21015003	2	monster_015_skill02		哥布林商人sin曲线伞	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	老鹰用翅膀扇风		0	0
21015004	3	monster_015_skill03		哥布林商人跑着扔炸弹	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	老鹰用翅膀扇风		0	0
21008009	14	monster_008_dash_die		普通牛头冲锋后死亡（作为出生动画）	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	普通牛头冲锋		0	0
21018001	0	monster_018_atk1		哥布林精英平砍	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	老鹰用翅膀扇风		0	0
21018002	1	monster_018_atk2		哥布林精英突刺	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	老鹰用翅膀扇风		0	0
21018003	2	monster_018_skill01		哥布林精英残影斩	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	老鹰用翅膀扇风		0	0
21018004	3	monster_018_skill02		哥布林精英瞬身刺	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	老鹰用翅膀扇风		0	0
22010001	0	monster_boss_010_atk		血枪手普攻	450	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	连续普通射击		0	0
22010002	1	monster_boss_010_skill1		血枪手乱射	430	40	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	乱射		0	0
22010003	2	monster_boss_010_skill2		血枪手尼尔狙击	960	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	全屏进行狙击		0	0
22010004	3	monster_boss_010_skill3_1		血枪手血之战队	800	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	召唤4个残影		0	0
21018005	10	monster_018_hurt		哥布林精英反击霸体	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0			0	0
21018006	11	monster_018_hurt1		哥布林精英反击霸体	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0			0	0
21001101	10	monster_001_hurt_red		红色哥布林抡锤子攻击反击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21001102	11	monster_001_hurt1_red		红色哥布林抡锤子攻击反击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21001103	12	monster_001_hurt_blue		蓝色色哥布林抡锤子攻击反击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21001104	13	monster_001_hurt1_blue		蓝色色哥布林抡锤子攻击反击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21001201	5	monster_001_atk1_non		普通哥布林抡锤三连击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21001202	5	monster_001_atk1_yellow_3l		黄色哥布林抡锤三连击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21001203	5	monster_001_atk1_red_3l		红色哥布林抡锤三连击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21001204	5	monster_001_atk1_naked_3l		裸体哥布林抡锤三连击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21001205	5	monster_001_atk1_blue_3l		蓝色哥布林抡锤三连击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21031001	0	monster_boss_016_atk		树人boss普攻	1200	200	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	向前突进攻击		0	0
21031002	1	monster_boss_016_atk2		树人boss普攻2上下位移	1200	200	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	向前方上下突进攻击		0	0
21031003	2	monster_boss_016_skill1		树人boss技能飞天刺	1200	200	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	飞天从目标头顶攻击		0	0
21031004	10	monster_boss_016_born		树人boss出生技能	1200	200	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	出生向前突进攻击		0	0
21001105	10	monster_001_hurt_naked		裸体哥布林抡锤子攻击反击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21001106	11	monster_001_hurt1_naked		裸体哥布林抡锤子攻击反击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21001107	12	monster_001_hurt_non		哥布林抡锤子攻击反击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21001108	13	monster_001_hurt1_non		哥布林抡锤子攻击反击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21015005	10	monster_015_hurt		哥布林商人霸体反击技能	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林商人反击技能		0	0
21015006	11	monster_015_hurt1		哥布林商人霸体反击技能	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林商人反击技能		0	0
21006003	1	monster_006_runAtk1		野猪冲撞增强版	960	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	野猪冲撞		0	0
21017004	10	monster_017_hurt		幽灵反击攻击1	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	幽灵用手向前2段挥击		0	0
21017005	11	monster_017_hurt1		幽灵反击攻击1	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	幽灵用手向前2段挥击		0	0
23008001	0	card_008_atk1_ai		包子入侵普攻	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	包子入侵普攻		0	0
23008002	1	card_008_skill1		包子技能1天网风暴	300	35	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]挥舞绑着搬砖的铁链攻击周围敌人。		0	0
23008003	2	card_008_skill2		包子致命打击	250	35	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]挥动武器攻击前方的敌人		0	0
23008004	3	card_008_skill3		包子死亡之舞	350	35	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]挥舞武器对前方的敌人造成多次的伤害。		0	0
23017001	0	card_016_atk1_monster		战斗法师AI普攻	350	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	战斗法师AI普攻		0	0
23017002	1	card_016_skill1		裂空矛	280	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	裂空矛		0	0
23017003	2	card_016_skill2		战法技能2	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	战法技能2		0	0
23017004	3	card_016_skill3		战法技能3	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	战法技能3		0	0
23017005	4	card_016_skill4		战法技能4	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	战法技能4		0	0
23017006	5	card_016_skill5		战法技能5	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	战法技能5		0	0
23017007	6	card_016_skill6		战法技能6	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	战法技能6		0	0
23017008	7	card_016_skill7		战法技能7	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	战法技能7		0	0
23018001	0	card_017_atk1_monster		元素普攻	1200	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	元素普攻		0	0
23018002	1	card_017_skill1		元素技能1	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	元素技能1		0	0
23018003	2	card_017_skill2		元素技能2	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	元素技能2		0	0
23018004	3	card_017_skill3		元素技能3	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	元素技能3		0	0
23019001	0	monster_qfj_atk_B_2_AiSkill		拳法家普攻1	250	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	拳法家普攻1		0	0
23019002	1	monster_qfj_skill1		拳法家技能1	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	拳法家技能1		0	0
23019003	2	monster_qfj_atk_D_4_AiSkill		拳法家技能2	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	拳法家技能2		0	0
23019004	3	monster_qfj_skill3		拳法家技能3	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	拳法家技能3		0	0
21020001	0	monster_boss_015_atk1		角斗士普攻	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林商人反击技能		0	0
21020002	1	monster_boss_015_skill1		角斗士技能1	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	拳法家技能3		0	0
21020003	2	monster_boss_015_skill2		角斗士技能2	1200	200	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	出生向前突进攻击		0	0
21020004	3	monster_boss_015_skill3		角斗士技能3	1200	200	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	出生向前突进攻击		0	0
21020005	10	monster_boss_015_born		角斗士出生	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	普通牛头冲锋		0	0
22010005	10	monster_boss_010_hurt		血枪手普攻	450	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	连续普通射击		0	0
22010006	11	monster_boss_010_hurt1		血枪手普攻	450	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	连续普通射击		0	0
21021001	0	monster_020_atk		烤猪普攻	1200	200	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	烤猪普攻		0	0
21021002	1	monster_020_skill		烤猪技能一	1200	200	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	烤猪技能一		0	0
21021003	2	monster_020_skill1		烤猪技能二	1200	200	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	烤猪技能二		0	0
21021004	10	monster_020_born		烤猪出生技	1200	200	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	烤猪出生技		0	0
22015004	10	monster_boss_006_skill2		火焰女出生技能	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	火焰女出生技能		0	0
23020001	0	card_011_atk1_Ai		百花缭乱普攻	250	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	百花缭乱普攻		0	0
23020002	1	card_011_skill1_0		百花缭乱技能1	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	百花缭乱技能1		0	0
23020003	2	card_011_skill2_0		百花缭乱技能2	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	百花缭乱技能2		0	0
23020004	3	card_011_skill3_0		百花缭乱技能3	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	百花缭乱技能3		0	0
23021001	0	card_005_atk1		大漠孤烟普攻	250	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	大漠孤烟普攻		0	0
23021002	1	card_005_skill1		大漠孤烟技能1	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	大漠孤烟技能1		0	0
23021003	2	card_005_skill2		大漠孤烟技能2	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	大漠孤烟技能2		0	0
23021004	3	card_005_skill3		大漠孤烟技能3	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	大漠孤烟技能3		0	0
23022001	0	card_014_atk1		夜雨声烦普攻	250	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	夜雨声烦普攻		0	0
23022002	1	card_014_skill1		夜雨声烦技能1	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	夜雨声烦技能1		0	0
23022003	2	card_014_skill2		夜雨声烦技能2	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	夜雨声烦技能2		0	0
23022004	3	card_014_skill3		夜雨声烦技能3	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	夜雨声烦技能3		0	0
23023001	0	card_015_atk1		蓝河普攻	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	蓝河普攻		0	0
23023002	1	card_015_skill1		蓝河技能1	250	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	蓝河技能1		0	0
23023003	2	card_015_skill2		蓝河技能2	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	蓝河技能2		0	0
23023004	3	card_015_skill4		蓝河技能3	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	蓝河技能3		0	0
23024001	0	card_015_atk1_Ai_wudi		无敌蓝河普攻	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	无敌蓝河普攻		0	0
23024002	1	card_015_skill1_wudi		无敌蓝河技能1	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	无敌蓝河技能1		0	0
23024003	2	card_015_skill2_wudi		无敌蓝河技能2	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	无敌蓝河技能2		0	0
23024004	3	card_015_skill4_wudi		无敌蓝河技能3	620	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	无敌蓝河技能3		0	0
21004014	4	monster_004_skill4		冰霜狼人原地小旋风	250	60	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	冰霜狼人原地小风车		0	0
21004015	5	monster_004_atk1_3l		冰霜狼人三连击	250	60	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	冰霜狼人三连抓		0	0
21009015	5	monster_009_skill4		骷髅法师死亡墓碑	1200	100	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	骷髅法师死亡墓碑		0	0
22003015	4	monster_boss_003_skill4		魔化武尊死亡旋转	1200	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	魔化武尊死亡旋转		0	0
22014004	3	monster_boss_014_skill01		老鹰逃跑技能	1200	100	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	老鹰逃跑技能		0	0
21015007	4	monster_015_skill04		哥布林逃跑技能	1200	100	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林残血逃跑		0	0
21017006	3	monster_017_atk1_3l		幽灵三连击	400	45	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	幽灵三连击		0	0
21008010	3	monster_008_atk4		蛮牛强袭	600	300	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	肩膀撞一下		0	0
21103301	0	monster_021_atk		炎猫妖普攻	250	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炎猫妖普攻		0	0
21103302	1	monster_021_skill1		炎猫妖上下挑爪	500	50	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炎猫妖上下挑爪		0	0
21103303	2	monster_021_skill2		炎猫妖前后挑爪	300	100	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炎猫妖前后挑爪		0	0
21103304	10	monster_021_hurt		炎猫妖反击技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炎猫妖反击技		0	0
21103305	11	monster_021_hurt1		炎猫妖反击技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炎猫妖反击技		0	0
21103306	12	monster_021_born		炎猫妖出生技	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	炎猫妖出生技		0	0
21002006	2	monster_002_skill2		蝎子男甩尾巴	1000	45	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	蝎子男甩尾巴		0	0
21002007	3	monster_002_skill3		蝎子男飞3爪子	1000	45	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	蝎子男飞3爪子		0	0
21019007	15	monster_019_fire		灼烧光环	1200	100	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	灼烧光环		0	0
23025001	0	card_004_atk		逐烟霞AI普攻	700	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	逐烟霞普攻		0	0
23025002	1	card_004_skill1		格林机枪	700	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向前方敌人发射连串的密集子弹。		0	0
23025003	2	card_004_skill2		刺弹炮	650	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向空中发射一枚炮弹，炮弹在空中爆裂后形成多枚刺弹，落地后爆炸。[r]造成[txt:size=18 color=green]100.3%+770[txt:size=18 color=white]点魔法伤害。		0	0
23025004	3	card_004_skill3		蓄能量子炮	300	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]积蓄能量后向敌人发射一枚高伤害炮弹。[r]造成[txt:size=18 color=green]100.5%+547[txt:size=18 color=white]点魔法伤害。		0	0
23026001	0	card_019_atk1_Ai		全透明AI普攻	550	40	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	全透明AI普攻		0	0
23026002	1	card_019_skill1		特制手雷	400	60	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向前方扇形扔出手雷，手雷造成范围性爆炸伤害。[r]造成[txt:size=18 color=green]100.2%+410[txt:size=18 color=white]点物理伤害；100.2%+410[txt:size=18 color=white]点魔法伤害。		0	0
23026003	2	card_019_skill2		散弹射击	350	60	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向前方扇形发射数枚高伤害子弹，并击退敌人。[r]造成[txt:size=18 color=green]100.4%+641[txt:size=18 color=white]点物理伤害；100.4%+641[txt:size=18 color=white]点魔法伤害。		0	0
23026004	3	card_019_skill3		定点空投	400	80	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]在目标周围降下导弹，造成范围性伤害。[r]造成[txt:size=18 color=green]100.6%+684[txt:size=18 color=white]点物理伤害；100.6%+684[txt:size=18 color=white]点魔法伤害。		0	0
23027001	0	card_010_atk1_Ai		鬼刻普攻AI	250	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	鬼刻普攻AI		0	0
23027002	1	card_010_skill1		死亡鬼爪	610	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]释放巨大的爪状鬼神之力，抓住敌人并使其浮空，同时对其进行攻击。[r]造成[txt:size=18 color=green]100.2%+513[txt:size=18 color=white]点物理伤害；100.2%+513[txt:size=18 color=white]点魔法伤害。		0	0
23027003	2	card_010_skill2		鬼神盛宴	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]使用时周围出现鬼阵，爆发出强大的鬼神之力将敌人轰到空中击杀。[r]造成[txt:size=18 color=green]100.4%+962[txt:size=18 color=white]点物理伤害；100.4%+962[txt:size=18 color=white]点魔法伤害。		0	0
23027004	3	card_010_skill3		死亡墓碑	900	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]从天而降许多墓碑，击中地面目标。[r]造成[txt:size=18 color=green]100.8%+684[txt:size=18 color=white]点物理伤害；100.8%+684[txt:size=18 color=white]点魔法伤害。		0	0
21013011	7	monster_013_down_die		骷髅弓箭手死亡	600	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	骷髅弓箭手死亡		0	0
21002008	4	monster_002_down_die		剧毒蝎子死亡	600	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	剧毒蝎子死亡		0	0
22004012	6	monster_boss_004_skill3_hd		牛头高抛扔桶活动关卡	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头高抛扔桶（可当普通技能）		0	0
22004013	7	monster_boss_004_down_die		牛头丢完桶就挂	1200	600	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	牛头丢完桶就挂		0	0
21001302	9	monster_001_run_yellow_tp		黄金哥布林逃跑技能	1200	100	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林残血逃跑		0	0
21101005	0	monster_001_atk1_yellow	UI_battle_attack1.png	黄色哥布林抡锤子攻击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	哥布林抡锤子攻击		0	0
21101019	1	monster_001_atk1_yellow_boss	item_skill_1720.png	黄金哥布林boss残影攻击	180	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	冰霜哥布林普攻冰块		0	0
23028001	0	card_012_atk1_AiSkill	UI_battle_attack1.png	再水一夏AI普攻	225	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	再水一夏AI普攻		0	0
23028002	1	card_012_skill1	item_skill_2310.png	血气旋风斩	280	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]原地旋转产生血红色旋风，对周围敌人造成伤害。[r]造成[txt:size=18 color=green]100.1%+770[txt:size=18 color=white]点物理伤害；		0	0
23028003	2	card_012_skill2	item_skill_2320.png	血影十字斩	620	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]挥刀上挑后蓄力横劈，释放剑气攻击敌人。[r]造成[txt:size=18 color=green]100.3%+513[txt:size=18 color=white]点物理伤害；		0	0
23028004	3	card_012_skill3	item_skill_2330.png	噬魂血手	425	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]将怪物吸附到玩家身前，对其展开攻击。[r]造成[txt:size=18 color=green]100.6%+684[txt:size=18 color=white]点物理伤害；		0	0
23029001	0	card_021_atk1_Ai	UI_battle_attack1.png	哈里斯AI普攻	300	40	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	AI普攻		0	0
23029002	1	card_021_skill1	item_skill_2110.png	邪光斩	350	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向前方斩出两道邪光。[r]击退目标并对其造成[txt:size=18 color=green]100.08%+513[txt:size=18 color=white]点物理伤害；100.08%+513[txt:size=18 color=white]点魔法伤害。		0	0
23029003	2	card_021_skill2	item_skill_2130.png	暗天波动	400	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]将周围的敌人聚集到身前。[r]造成[txt:size=18 color=green]100.15%+641[txt:size=18 color=white]点物理伤害；100.15%+641[txt:size=18 color=white]点魔法伤害。		0	0
23029004	3	card_021_skill3	item_skill_2130.png	极寒之锥	200	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]向前方挥剑斩出一道冰锥。[r]对沿途的敌人造成[txt:size=18 color=green]100.2%+855[txt:size=18 color=white]点物理伤害；100.2%+855[txt:size=18 color=white]点魔法伤害。		0	0
23030001	0	card_022_atk1_Ai	UI_battle_attack1.png	欲盖弥彰AI普攻	400	40	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	AI普攻		0	0
23030002	1	card_022_skill1	item_skill_2110.png	回旋倒踢	400	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]倒立并快速旋转身体，利用倒旋的双腿踢击周围敌人。[r]造成[txt:size=18 color=green]100.1%+1080[txt:size=18 color=white]点物理伤害；		0	0
23030003	2	card_022_skill2	item_skill_2130.png	飞枪反击	550	35	0	0	1	0	0	0	0	0	0	0	1	0	10000	10000	0	0	0	0	10000	0	[txt:size=18 color=white]将手枪投掷出去，向前笔直飞行击中敌人后原路返回。[r]造成[txt:size=18 color=green]100.3%+720[txt:size=18 color=white]点物理伤害；		0	0
