道具组id	道具类型	道具id	道具名称	道具数量	道具权重	需求货币类型	需求货币数量
20001	1	71000001	+5sp	10	10	1	10
20010	1	71000001	+5sp	4	10	1	4
20010	1	71000001	+5sp	5	10	1	5
20010	1	71000001	+5sp	10	10	1	10
20010	1	72000001	+10sp	4	10	1	8
20010	1	72000001	+10sp	5	10	1	10
20010	1	72000001	+10sp	10	10	1	20
20020	1	71000001	+5sp	4	10	1	4
20020	1	71000001	+5sp	5	10	1	5
20020	1	71000001	+5sp	10	10	1	10
20020	1	72000001	+10sp	4	10	1	8
20020	1	72000001	+10sp	5	10	1	10
20020	1	72000001	+10sp	10	10	1	20
20020	1	73000001	+15sp	3	10	1	15
20020	1	73000001	+15sp	4	10	1	20
20020	1	73000001	+15sp	5	10	1	25
20020	1	73000001	+15sp	10	10	1	50
20030	1	71000001	+5sp	4	10	1	4
20030	1	71000001	+5sp	5	10	1	5
20030	1	71000001	+5sp	10	10	1	10
20030	1	72000001	+10sp	4	10	1	8
20030	1	72000001	+10sp	5	10	1	10
20030	1	72000001	+10sp	10	10	1	20
20030	1	73000001	+15sp	3	10	1	15
20030	1	73000001	+15sp	4	10	1	20
20030	1	73000001	+15sp	5	10	1	25
20030	1	73000001	+15sp	10	10	1	50
20030	1	74000001	+20sp	1	10	1	10
20030	1	74000001	+20sp	2	10	1	20
20030	1	74000001	+20sp	3	10	1	30
20030	1	74000001	+20sp	4	10	1	40
20030	1	74000001	+20sp	5	10	1	50
20030	1	74000001	+20sp	10	10	1	100
20050	1	71000001	+5sp	4	10	1	4
20050	1	71000001	+5sp	5	10	1	5
20050	1	71000001	+5sp	10	10	1	10
20050	1	72000001	+10sp	4	10	1	8
20050	1	72000001	+10sp	5	10	1	10
20050	1	72000001	+10sp	10	10	1	20
20050	1	73000001	+15sp	3	10	1	15
20050	1	73000001	+15sp	4	10	1	20
20050	1	73000001	+15sp	5	10	1	25
20050	1	73000001	+15sp	10	10	1	50
20050	1	74000001	+20sp	1	10	1	10
20050	1	74000001	+20sp	2	10	1	20
20050	1	74000001	+20sp	3	10	1	30
20050	1	74000001	+20sp	4	10	1	40
20050	1	74000001	+20sp	5	10	1	50
20050	1	74000001	+20sp	10	10	1	100
20050	1	75000001	+25sp	1	10	1	20
20050	1	75000001	+25sp	2	10	1	40
20050	1	75000001	+25sp	3	10	1	60
20050	1	75000001	+25sp	4	10	1	80
20050	1	75000001	+25sp	5	10	1	100
20050	1	75000001	+25sp	10	10	1	200
90001	2	11099	经验卡	1	10	1	5
90001	2	21099	经验卡	1	10	1	20
90001	2	31099	经验卡	1	10	1	50
90001	2	41099	经验卡	1	10	1	150
90001	2	11099	经验卡	5	10	1	25
90001	2	21099	经验卡	5	10	1	100
90001	2	31099	经验卡	5	10	1	250
90001	2	41099	经验卡	5	10	1	750
90001	2	11099	经验卡	10	10	1	50
90001	2	21099	经验卡	10	10	1	200
90001	2	31099	经验卡	10	10	1	500
90001	2	41099	经验卡	10	10	1	1500
90001	3	42006	逐烟霞	1	10	1	10
90001	3	42006	逐烟霞	2	10	1	20
90001	3	42006	逐烟霞	3	10	1	30
90001	3	42006	逐烟霞	5	10	1	50
90001	3	42006	逐烟霞	10	10	1	100
90001	3	43102	包子入侵	1	10	1	10
90001	3	43102	包子入侵	2	10	1	20
90001	3	43102	包子入侵	3	10	1	30
90001	3	43102	包子入侵	5	10	1	50
90001	3	43102	包子入侵	10	10	1	100
90001	3	44003	寒烟柔	1	10	1	10
90001	3	44003	寒烟柔	2	10	1	20
90001	3	44003	寒烟柔	3	10	1	30
90001	3	44003	寒烟柔	5	10	1	50
90001	3	44003	寒烟柔	10	10	1	100
90001	3	41103	再睡一夏	1	10	1	10
90001	3	41103	再睡一夏	2	10	1	20
90001	3	41103	再睡一夏	3	10	1	30
90001	3	41103	再睡一夏	5	10	1	50
90001	3	41103	再睡一夏	10	10	1	100
90001	3	41203	鬼刻	1	10	1	10
90001	3	41203	鬼刻	2	10	1	20
90001	3	41203	鬼刻	3	10	1	30
90001	3	41203	鬼刻	5	10	1	50
90001	3	41203	鬼刻	10	10	1	100
90001	3	43202	气冲云水	1	10	1	10
90001	3	43202	气冲云水	2	10	1	20
90001	3	43202	气冲云水	3	10	1	30
90001	3	43202	气冲云水	5	10	1	50
90001	3	43202	气冲云水	10	10	1	100
90001	3	42203	全透明	1	10	1	10
90001	3	42203	全透明	2	10	1	20
90001	3	42203	全透明	3	10	1	30
90001	3	42203	全透明	5	10	1	50
90001	3	42203	全透明	10	10	1	100
90001	3	54102	鸾辂音尘	1	10	1	100
90001	3	54102	鸾辂音尘	2	10	1	200
90001	3	54102	鸾辂音尘	3	10	1	300
90001	3	54102	鸾辂音尘	5	10	1	500
90001	3	54102	鸾辂音尘	10	10	1	1000
90001	3	51006	飞刀剑	1	10	1	100
90001	3	51006	飞刀剑	2	10	1	200
90001	3	51006	飞刀剑	3	10	1	300
90001	3	51006	飞刀剑	5	10	1	500
90001	3	51006	飞刀剑	10	10	1	1000
80001	1	30000001		10	10	1	10
80001	1	30000002		10	10	1	10
80001	1	30000003		10	10	1	10
80001	1	30000004		10	10	1	10
80001	1	30000005		10	10	1	10
80001	1	30000006		10	10	1	10
80001	1	10000004		1	10	1	50
80001	1	30000001		100	10	1	100
80001	1	30000002		100	10	1	100
80001	1	30000003		100	10	1	100
80001	1	30000004		100	10	1	100
80001	1	30000005		100	10	1	100
80001	1	30000006		100	10	1	100
80001	1	10000004		10	10	1	500
