道具组id	道具类型	道具id	道具名称	道具数量	道具权重
404047	1	42405010	魔法导师长裤	1	25
404048	1	42102010	剑影掠燕短衫	1	13
404048	1	42202010	璀璨辉煌风衣	1	13
404048	1	42302010	潮涌念气长袍	1	13
404048	1	42402010	雪山圣灵长袍	1	13
404048	1	42103010	虚空头盔	1	13
404048	1	42203010	暴龙轻盔	1	13
404048	1	42303010	地下搏击头盔	1	13
404048	1	42403010	战灵头盔	1	13
404048	1	42104010	天帝长靴	1	13
404048	1	42204010	射杀者靴子	1	13
404048	1	42304010	地下搏击头盔	1	13
404048	1	42404010	苍穹之泪长靴	1	13
404048	1	42105010	天帝长裤	1	13
404048	1	42205010	射杀者长裤	1	13
404048	1	42305010	地下搏击长裤	1	13
404048	1	42405010	魔法导师长裤	1	13
404049	1	42102010	剑影掠燕短衫	1	13
404049	1	42202010	璀璨辉煌风衣	1	13
404049	1	42302010	潮涌念气长袍	1	13
404049	1	42402010	雪山圣灵长袍	1	13
404049	1	42103010	虚空头盔	1	13
404049	1	42203010	暴龙轻盔	1	13
404049	1	42303010	地下搏击头盔	1	13
404049	1	42403010	战灵头盔	1	13
404049	1	42104010	天帝长靴	1	13
404049	1	42204010	射杀者靴子	1	13
404049	1	42304010	地下搏击头盔	1	13
404049	1	42404010	苍穹之泪长靴	1	13
404049	1	42105010	天帝长裤	1	13
404049	1	42205010	射杀者长裤	1	13
404049	1	42305010	地下搏击长裤	1	13
404049	1	42405010	魔法导师长裤	1	13
404050	1	42102010	剑影掠燕短衫	1	13
404050	1	42202010	璀璨辉煌风衣	1	13
404050	1	42302010	潮涌念气长袍	1	13
404050	1	42402010	雪山圣灵长袍	1	13
404050	1	42103010	虚空头盔	1	13
404050	1	42203010	暴龙轻盔	1	13
404050	1	42303010	地下搏击头盔	1	13
404050	1	42403010	战灵头盔	1	13
404050	1	42104010	天帝长靴	1	13
404050	1	42204010	射杀者靴子	1	13
404050	1	42304010	地下搏击头盔	1	13
404050	1	42404010	苍穹之泪长靴	1	13
404050	1	42105010	天帝长裤	1	13
404050	1	42205010	射杀者长裤	1	13
404050	1	42305010	地下搏击长裤	1	13
404050	1	42405010	魔法导师长裤	1	13
404052	1	42102011	流云惊月长衫	1	25
404052	1	42202011	暗纹莽皮马甲	1	25
404052	1	42302011	暴动者布衫	1	25
404052	1	42402011	魔动天流胸甲	1	25
404052	1	42103011	剑心碎尘头盔	1	25
404052	1	42203011	家族遗产帽子	1	25
404052	1	42303011	暗影邪灵头盔	1	25
404052	1	42403011	暗语头盔	1	25
404052	1	42104011	星辰泯灭长靴	1	25
404052	1	42204011	猩红长靴	1	25
404052	1	42304011	贤者皮靴	1	25
404052	1	42404011	冰冷微笑长靴	1	25
404052	1	42105011	织炎长裤	1	25
404052	1	42205011	逐风者长裤	1	25
404052	1	42305011	贤者长裤	1	25
404052	1	42405011	生命收割长裤	1	25
404053	1	42102011	流云惊月长衫	1	13
404053	1	42202011	暗纹莽皮马甲	1	13
404053	1	42302011	暴动者布衫	1	13
404053	1	42402011	魔动天流胸甲	1	13
404053	1	42103011	剑心碎尘头盔	1	13
404053	1	42203011	家族遗产帽子	1	13
404053	1	42303011	暗影邪灵头盔	1	13
404053	1	42403011	暗语头盔	1	13
404053	1	42104011	星辰泯灭长靴	1	13
404053	1	42204011	猩红长靴	1	13
404053	1	42304011	贤者皮靴	1	13
404053	1	42404011	冰冷微笑长靴	1	13
404053	1	42105011	织炎长裤	1	13
404053	1	42205011	逐风者长裤	1	13
404053	1	42305011	贤者长裤	1	13
404053	1	42405011	生命收割长裤	1	13
404054	1	42102011	流云惊月长衫	1	13
404054	1	42202011	暗纹莽皮马甲	1	13
404054	1	42302011	暴动者布衫	1	13
404054	1	42402011	魔动天流胸甲	1	13
404054	1	42103011	剑心碎尘头盔	1	13
404054	1	42203011	家族遗产帽子	1	13
404054	1	42303011	暗影邪灵头盔	1	13
404054	1	42403011	暗语头盔	1	13
404054	1	42104011	星辰泯灭长靴	1	13
404054	1	42204011	猩红长靴	1	13
404054	1	42304011	贤者皮靴	1	13
404054	1	42404011	冰冷微笑长靴	1	13
404054	1	42105011	织炎长裤	1	13
404054	1	42205011	逐风者长裤	1	13
404054	1	42305011	贤者长裤	1	13
404054	1	42405011	生命收割长裤	1	13
404055	1	42102011	流云惊月长衫	1	13
404055	1	42202011	暗纹莽皮马甲	1	13
404055	1	42302011	暴动者布衫	1	13
404055	1	42402011	魔动天流胸甲	1	13
404055	1	42103011	剑心碎尘头盔	1	13
404055	1	42203011	家族遗产帽子	1	13
404055	1	42303011	暗影邪灵头盔	1	13
404055	1	42403011	暗语头盔	1	13
404055	1	42104011	星辰泯灭长靴	1	13
404055	1	42204011	猩红长靴	1	13
404055	1	42304011	贤者皮靴	1	13
404055	1	42404011	冰冷微笑长靴	1	13
404055	1	42105011	织炎长裤	1	13
404055	1	42205011	逐风者长裤	1	13
404055	1	42305011	贤者长裤	1	13
404055	1	42405011	生命收割长裤	1	13
404057	1	42102012	天火流心胸甲	1	25
404057	1	42202012	终结者风衣	1	25
404057	1	42302012	貂皮轻裘	1	25
404057	1	42402012	林地之王长袍	1	25
404057	1	42103012	苍狼逐雪头盔	1	25
404057	1	42203012	裂空子弹轻盔	1	25
404057	1	42303012	极术奥义头盔	1	25
404057	1	42403012	清音头盔	1	25
404057	1	42104012	顶天撼地皮靴	1	25
404057	1	42204012	狩猎者长靴	1	25
404057	1	42304012	王者霸权短靴	1	25
404057	1	42404012	秘籍加持长靴	1	25
404057	1	42105012	寒冰蛛丝长裤	1	25
404057	1	42205012	雷霆之怒长裤	1	25
404057	1	42305012	囚徒长裤	1	25
404057	1	42405012	四季元素长裤	1	25
404058	1	42102012	天火流心胸甲	1	13
404058	1	42202012	终结者风衣	1	13
404058	1	42302012	貂皮轻裘	1	13
404058	1	42402012	林地之王长袍	1	13
404058	1	42103012	苍狼逐雪头盔	1	13
404058	1	42203012	裂空子弹轻盔	1	13
404058	1	42303012	极术奥义头盔	1	13
404058	1	42403012	清音头盔	1	13
404058	1	42104012	顶天撼地皮靴	1	13
404058	1	42204012	狩猎者长靴	1	13
404058	1	42304012	王者霸权短靴	1	13
404058	1	42404012	秘籍加持长靴	1	13
404058	1	42105012	寒冰蛛丝长裤	1	13
404058	1	42205012	雷霆之怒长裤	1	13
404058	1	42305012	囚徒长裤	1	13
404058	1	42405012	四季元素长裤	1	13
404059	1	42102012	天火流心胸甲	1	13
404059	1	42202012	终结者风衣	1	13
404059	1	42302012	貂皮轻裘	1	13
404059	1	42402012	林地之王长袍	1	13
404059	1	42103012	苍狼逐雪头盔	1	13
404059	1	42203012	裂空子弹轻盔	1	13
404059	1	42303012	极术奥义头盔	1	13
404059	1	42403012	清音头盔	1	13
404059	1	42104012	顶天撼地皮靴	1	13
404059	1	42204012	狩猎者长靴	1	13
404059	1	42304012	王者霸权短靴	1	13
404059	1	42404012	秘籍加持长靴	1	13
404059	1	42105012	寒冰蛛丝长裤	1	13
404059	1	42205012	雷霆之怒长裤	1	13
404059	1	42305012	囚徒长裤	1	13
404059	1	42405012	四季元素长裤	1	13
404060	1	42102012	天火流心胸甲	1	13
404060	1	42202012	终结者风衣	1	13
404060	1	42302012	貂皮轻裘	1	13
404060	1	42402012	林地之王长袍	1	13
404060	1	42103012	苍狼逐雪头盔	1	13
404060	1	42203012	裂空子弹轻盔	1	13
404060	1	42303012	极术奥义头盔	1	13
404060	1	42403012	清音头盔	1	13
404060	1	42104012	顶天撼地皮靴	1	13
404060	1	42204012	狩猎者长靴	1	13
404060	1	42304012	王者霸权短靴	1	13
404060	1	42404012	秘籍加持长靴	1	13
404060	1	42105012	寒冰蛛丝长裤	1	13
404060	1	42205012	雷霆之怒长裤	1	13
404060	1	42305012	囚徒长裤	1	13
404060	1	42405012	四季元素长裤	1	13
404062	1	42102013	红莲天舞胸甲	1	25
404062	1	42202013	流浪者长衫	1	25
404062	1	42302013	斗者专用皮甲	1	25
404062	1	42402013	远征女神法袍	1	25
404062	1	42103013	剑气断海头盔	1	25
404062	1	42203013	天界流浪帽子	1	25
404062	1	42303013	雷神之怒头盔	1	25
404062	1	42403013	契约者头盔	1	25
404062	1	42104013	地狱之岩短靴	1	25
404062	1	42204013	枪手之星皮靴	1	25
404062	1	42304013	英雄无双皮靴	1	25
404062	1	42404013	狩猎女神长靴	1	25
404062	1	42105013	金线狼皮长裤	1	25
404062	1	42205013	吞噬者长裤	1	25
404062	1	42305013	黑色怒火长裤	1	25
404062	1	42405013	暮光信徒长裤	1	25
404063	1	42102013	红莲天舞胸甲	1	13
404063	1	42202013	流浪者长衫	1	13
404063	1	42302013	斗者专用皮甲	1	13
404063	1	42402013	远征女神法袍	1	13
404063	1	42103013	剑气断海头盔	1	13
404063	1	42203013	天界流浪帽子	1	13
404063	1	42303013	雷神之怒头盔	1	13
404063	1	42403013	契约者头盔	1	13
404063	1	42104013	地狱之岩短靴	1	13
404063	1	42204013	枪手之星皮靴	1	13
404063	1	42304013	英雄无双皮靴	1	13
404063	1	42404013	狩猎女神长靴	1	13
404063	1	42105013	金线狼皮长裤	1	13
404063	1	42205013	吞噬者长裤	1	13
404063	1	42305013	黑色怒火长裤	1	13
404063	1	42405013	暮光信徒长裤	1	13
404064	1	42102013	红莲天舞胸甲	1	13
404064	1	42202013	流浪者长衫	1	13
404064	1	42302013	斗者专用皮甲	1	13
404064	1	42402013	远征女神法袍	1	13
404064	1	42103013	剑气断海头盔	1	13
404064	1	42203013	天界流浪帽子	1	13
404064	1	42303013	雷神之怒头盔	1	13
404064	1	42403013	契约者头盔	1	13
404064	1	42104013	地狱之岩短靴	1	13
404064	1	42204013	枪手之星皮靴	1	13
404064	1	42304013	英雄无双皮靴	1	13
404064	1	42404013	狩猎女神长靴	1	13
404064	1	42105013	金线狼皮长裤	1	13
404064	1	42205013	吞噬者长裤	1	13
404064	1	42305013	黑色怒火长裤	1	13
404064	1	42405013	暮光信徒长裤	1	13
404065	1	42102013	红莲天舞胸甲	1	13
404065	1	42202013	流浪者长衫	1	13
404065	1	42302013	斗者专用皮甲	1	13
404065	1	42402013	远征女神法袍	1	13
404065	1	42103013	剑气断海头盔	1	13
404065	1	42203013	天界流浪帽子	1	13
404065	1	42303013	雷神之怒头盔	1	13
404065	1	42403013	契约者头盔	1	13
404065	1	42104013	地狱之岩短靴	1	13
404065	1	42204013	枪手之星皮靴	1	13
404065	1	42304013	英雄无双皮靴	1	13
404065	1	42404013	狩猎女神长靴	1	13
404065	1	42105013	金线狼皮长裤	1	13
404065	1	42205013	吞噬者长裤	1	13
404065	1	42305013	黑色怒火长裤	1	13
404065	1	42405013	暮光信徒长裤	1	13
404067	1	42102014	血影狂魂胸甲	1	25
404067	1	42202014	寒冰炫纹风衣	1	25
404067	1	42302014	落日银光护甲	1	25
404067	1	42402014	火焰双翼法袍	1	25
404067	1	42103014	寒冰落雷头盔	1	25
404067	1	42203014	雷克斯帽子	1	25
404067	1	42303014	钢铁之林头盔	1	25
404067	1	42403014	星宿头盔	1	25
404067	1	42104014	破坏使者长靴	1	25
404067	1	42204014	雷霆炮击长靴	1	25
404067	1	42304014	绝世武圣皮靴	1	25
404067	1	42404014	遗珠之魂长靴	1	25
404067	1	42105014	武尊之血长裤	1	25
404067	1	42205014	群星之变长裤	1	25
404067	1	42305014	混乱暴风长裤	1	25
404067	1	42405014	神圣勋章长裤	1	25
404068	1	42102014	血影狂魂胸甲	1	13
404068	1	42202014	寒冰炫纹风衣	1	13
404068	1	42302014	落日银光护甲	1	13
404068	1	42402014	火焰双翼法袍	1	13
404068	1	42103014	寒冰落雷头盔	1	13
404068	1	42203014	雷克斯帽子	1	13
404068	1	42303014	钢铁之林头盔	1	13
404068	1	42403014	星宿头盔	1	13
404068	1	42104014	破坏使者长靴	1	13
404068	1	42204014	雷霆炮击长靴	1	13
404068	1	42304014	绝世武圣皮靴	1	13
404068	1	42404014	遗珠之魂长靴	1	13
404068	1	42105014	武尊之血长裤	1	13
404068	1	42205014	群星之变长裤	1	13
404068	1	42305014	混乱暴风长裤	1	13
404068	1	42405014	神圣勋章长裤	1	13
404069	1	42102014	血影狂魂胸甲	1	13
404069	1	42202014	寒冰炫纹风衣	1	13
404069	1	42302014	落日银光护甲	1	13
404069	1	42402014	火焰双翼法袍	1	13
404069	1	42103014	寒冰落雷头盔	1	13
404069	1	42203014	雷克斯帽子	1	13
404069	1	42303014	钢铁之林头盔	1	13
404069	1	42403014	星宿头盔	1	13
404069	1	42104014	破坏使者长靴	1	13
404069	1	42204014	雷霆炮击长靴	1	13
404069	1	42304014	绝世武圣皮靴	1	13
404069	1	42404014	遗珠之魂长靴	1	13
404069	1	42105014	武尊之血长裤	1	13
404069	1	42205014	群星之变长裤	1	13
404069	1	42305014	混乱暴风长裤	1	13
404069	1	42405014	神圣勋章长裤	1	13
404070	1	42102014	血影狂魂胸甲	1	13
404070	1	42202014	寒冰炫纹风衣	1	13
404070	1	42302014	落日银光护甲	1	13
404070	1	42402014	火焰双翼法袍	1	13
404070	1	42103014	寒冰落雷头盔	1	13
404070	1	42203014	雷克斯帽子	1	13
404070	1	42303014	钢铁之林头盔	1	13
404070	1	42403014	星宿头盔	1	13
404070	1	42104014	破坏使者长靴	1	13
404070	1	42204014	雷霆炮击长靴	1	13
404070	1	42304014	绝世武圣皮靴	1	13
404070	1	42404014	遗珠之魂长靴	1	13
404070	1	42105014	武尊之血长裤	1	13
404070	1	42205014	群星之变长裤	1	13
404070	1	42305014	混乱暴风长裤	1	13
404070	1	42405014	神圣勋章长裤	1	13
404072	1	42102015	地狱灼魂胸甲	1	25
404072	1	42202015	绝境先锋马甲	1	25
404072	1	42302015	圣灵斗者金甲	1	25
404072	1	42402015	天域长袍	1	25
404072	1	42103015	飞燕追影头盔	1	25
404072	1	42203015	巴特雷帽子	1	25
404072	1	42303015	霸王钢牙头盔	1	25
404072	1	42403015	圣灵元素头盔	1	25
404072	1	42104015	愤怒精灵皮靴	1	25
404072	1	42204015	穿云皮靴	1	25
404072	1	42304015	毒龙蚀心长靴	1	25
404072	1	42404015	爱之花长靴	1	25
404072	1	42105015	雨落断尘长裤	1	25
404072	1	42205015	悲哀猎人长裤	1	25
404072	1	42305015	深渊者长裤	1	25
404072	1	42405015	赤色月蚀长裤	1	25
404073	1	42102015	地狱灼魂胸甲	1	13
404073	1	42202015	绝境先锋马甲	1	13
404073	1	42302015	圣灵斗者金甲	1	13
404073	1	42402015	天域长袍	1	13
404073	1	42103015	飞燕追影头盔	1	13
404073	1	42203015	巴特雷帽子	1	13
404073	1	42303015	霸王钢牙头盔	1	13
404073	1	42403015	圣灵元素头盔	1	13
404073	1	42104015	愤怒精灵皮靴	1	13
404073	1	42204015	穿云皮靴	1	13
404073	1	42304015	毒龙蚀心长靴	1	13
404073	1	42404015	爱之花长靴	1	13
404073	1	42105015	雨落断尘长裤	1	13
404073	1	42205015	悲哀猎人长裤	1	13
404073	1	42305015	深渊者长裤	1	13
404073	1	42405015	赤色月蚀长裤	1	13
404074	1	42102015	地狱灼魂胸甲	1	13
404074	1	42202015	绝境先锋马甲	1	13
404074	1	42302015	圣灵斗者金甲	1	13
404074	1	42402015	天域长袍	1	13
404074	1	42103015	飞燕追影头盔	1	13
404074	1	42203015	巴特雷帽子	1	13
404074	1	42303015	霸王钢牙头盔	1	13
404074	1	42403015	圣灵元素头盔	1	13
404074	1	42104015	愤怒精灵皮靴	1	13
404074	1	42204015	穿云皮靴	1	13
404074	1	42304015	毒龙蚀心长靴	1	13
404074	1	42404015	爱之花长靴	1	13
404074	1	42105015	雨落断尘长裤	1	13
404074	1	42205015	悲哀猎人长裤	1	13
404074	1	42305015	深渊者长裤	1	13
404074	1	42405015	赤色月蚀长裤	1	13
404075	1	42102015	地狱灼魂胸甲	1	13
404075	1	42202015	绝境先锋马甲	1	13
404075	1	42302015	圣灵斗者金甲	1	13
404075	1	42402015	天域长袍	1	13
404075	1	42103015	飞燕追影头盔	1	13
404075	1	42203015	巴特雷帽子	1	13
404075	1	42303015	霸王钢牙头盔	1	13
404075	1	42403015	圣灵元素头盔	1	13
404075	1	42104015	愤怒精灵皮靴	1	13
404075	1	42204015	穿云皮靴	1	13
404075	1	42304015	毒龙蚀心长靴	1	13
404075	1	42404015	爱之花长靴	1	13
404075	1	42105015	雨落断尘长裤	1	13
404075	1	42205015	悲哀猎人长裤	1	13
404075	1	42305015	深渊者长裤	1	13
404075	1	42405015	赤色月蚀长裤	1	13
404077	1	42102016	上古契约长衫	1	25
404077	1	42202016	游离之心风衣	1	25
404077	1	42302016	游龙斗魂皮甲	1	25
404077	1	42402016	至尊闪耀法袍	1	25
404077	1	42103016	疾风月光头盔	1	25
404077	1	42203016	机械达人轻盔	1	25
404077	1	42303016	拳皇遗产头盔	1	25
404077	1	42403016	圣灵救赎头盔	1	25
404077	1	42104016	厄运长靴	1	25
404077	1	42204016	玄铁玫瑰靴子	1	25
404077	1	42304016	黑暗蟒皮长靴	1	25
404077	1	42404016	冰火之歌长靴	1	25
404077	1	42105016	驭剑者长裤	1	25
404077	1	42205016	涉猎传说长裤	1	25
404077	1	42305016	血祭龙鳞长裤	1	25
404077	1	42405016	魔法起源长裤	1	25
404078	1	42102016	上古契约长衫	1	13
404078	1	42202016	游离之心风衣	1	13
404078	1	42302016	游龙斗魂皮甲	1	13
404078	1	42402016	至尊闪耀法袍	1	13
404078	1	42103016	疾风月光头盔	1	13
404078	1	42203016	机械达人轻盔	1	13
404078	1	42303016	拳皇遗产头盔	1	13
404078	1	42403016	圣灵救赎头盔	1	13
404078	1	42104016	厄运长靴	1	13
404078	1	42204016	玄铁玫瑰靴子	1	13
404078	1	42304016	黑暗蟒皮长靴	1	13
404078	1	42404016	冰火之歌长靴	1	13
404078	1	42105016	驭剑者长裤	1	13
404078	1	42205016	涉猎传说长裤	1	13
404078	1	42305016	血祭龙鳞长裤	1	13
404078	1	42405016	魔法起源长裤	1	13
404079	1	42102016	上古契约长衫	1	13
404079	1	42202016	游离之心风衣	1	13
404079	1	42302016	游龙斗魂皮甲	1	13
404079	1	42402016	至尊闪耀法袍	1	13
404079	1	42103016	疾风月光头盔	1	13
404079	1	42203016	机械达人轻盔	1	13
404079	1	42303016	拳皇遗产头盔	1	13
404079	1	42403016	圣灵救赎头盔	1	13
404079	1	42104016	厄运长靴	1	13
404079	1	42204016	玄铁玫瑰靴子	1	13
404079	1	42304016	黑暗蟒皮长靴	1	13
404079	1	42404016	冰火之歌长靴	1	13
404079	1	42105016	驭剑者长裤	1	13
404079	1	42205016	涉猎传说长裤	1	13
404079	1	42305016	血祭龙鳞长裤	1	13
404079	1	42405016	魔法起源长裤	1	13
404080	1	42102016	上古契约长衫	1	13
404080	1	42202016	游离之心风衣	1	13
404080	1	42302016	游龙斗魂皮甲	1	13
404080	1	42402016	至尊闪耀法袍	1	13
404080	1	42103016	疾风月光头盔	1	13
404080	1	42203016	机械达人轻盔	1	13
404080	1	42303016	拳皇遗产头盔	1	13
404080	1	42403016	圣灵救赎头盔	1	13
404080	1	42104016	厄运长靴	1	13
404080	1	42204016	玄铁玫瑰靴子	1	13
404080	1	42304016	黑暗蟒皮长靴	1	13
404080	1	42404016	冰火之歌长靴	1	13
404080	1	42105016	驭剑者长裤	1	13
404080	1	42205016	涉猎传说长裤	1	13
404080	1	42305016	血祭龙鳞长裤	1	13
404080	1	42405016	魔法起源长裤	1	13
404082	1	42102017	黑暗之刃长衫	1	25
404082	1	42202017	机密突击队服	1	25
404082	1	42302017	千年玄铁护胸	1	25
404082	1	42402017	极空幻境长袍	1	25
404082	1	42103017	剑灵反噬头盔	1	25
404082	1	42203017	裂空之啸轻盔	1	25
404082	1	42303017	真圣武者头盔	1	25
404082	1	42403017	玄月精灵头盔	1	25
404082	1	42104017	潜龙在野长靴	1	25
404082	1	42204017	战斗女神长靴	1	25
404082	1	42304017	暗黑巨蜥皮靴	1	25
404082	1	42404017	水泽女神长靴	1	25
404082	1	42105017	血战英灵长裤	1	25
404082	1	42205017	暮星龙王长裤	1	25
404082	1	42305017	梦境之殇长裤	1	25
404082	1	42405017	古代遗迹护腿	1	25
404083	1	42102017	黑暗之刃长衫	1	13
404083	1	42202017	机密突击队服	1	13
404083	1	42302017	千年玄铁护胸	1	13
404083	1	42402017	极空幻境长袍	1	13
404083	1	42103017	剑灵反噬头盔	1	13
404083	1	42203017	裂空之啸轻盔	1	13
404083	1	42303017	真圣武者头盔	1	13
404083	1	42403017	玄月精灵头盔	1	13
404083	1	42104017	潜龙在野长靴	1	13
404083	1	42204017	战斗女神长靴	1	13
404083	1	42304017	暗黑巨蜥皮靴	1	13
404083	1	42404017	水泽女神长靴	1	13
404083	1	42105017	血战英灵长裤	1	13
404083	1	42205017	暮星龙王长裤	1	13
404083	1	42305017	梦境之殇长裤	1	13
404083	1	42405017	古代遗迹护腿	1	13
404084	1	42102017	黑暗之刃长衫	1	13
404084	1	42202017	机密突击队服	1	13
404084	1	42302017	千年玄铁护胸	1	13
404084	1	42402017	极空幻境长袍	1	13
404084	1	42103017	剑灵反噬头盔	1	13
404084	1	42203017	裂空之啸轻盔	1	13
404084	1	42303017	真圣武者头盔	1	13
404084	1	42403017	玄月精灵头盔	1	13
404084	1	42104017	潜龙在野长靴	1	13
404084	1	42204017	战斗女神长靴	1	13
404084	1	42304017	暗黑巨蜥皮靴	1	13
404084	1	42404017	水泽女神长靴	1	13
404084	1	42105017	血战英灵长裤	1	13
404084	1	42205017	暮星龙王长裤	1	13
404084	1	42305017	梦境之殇长裤	1	13
404084	1	42405017	古代遗迹护腿	1	13
404085	1	42102017	黑暗之刃长衫	1	13
404085	1	42202017	机密突击队服	1	13
404085	1	42302017	千年玄铁护胸	1	13
404085	1	42402017	极空幻境长袍	1	13
404085	1	42103017	剑灵反噬头盔	1	13
404085	1	42203017	裂空之啸轻盔	1	13
404085	1	42303017	真圣武者头盔	1	13
404085	1	42403017	玄月精灵头盔	1	13
404085	1	42104017	潜龙在野长靴	1	13
404085	1	42204017	战斗女神长靴	1	13
404085	1	42304017	暗黑巨蜥皮靴	1	13
404085	1	42404017	水泽女神长靴	1	13
404085	1	42105017	血战英灵长裤	1	13
404085	1	42205017	暮星龙王长裤	1	13
404085	1	42305017	梦境之殇长裤	1	13
404085	1	42405017	古代遗迹护腿	1	13
404087	1	42102018	炎冥之灵上衣	1	25
404087	1	42202018	爆裂子弹马甲	1	25
404087	1	42302018	瞬息击杀胸甲	1	25
404087	1	42402018	爱之海长袍	1	25
404087	1	42103018	无双剑神头盔	1	25
404087	1	42203018	落日幻影帽子	1	25
404087	1	42303018	天地雄魂头盔	1	25
404087	1	42403018	生命之树藤盔	1	25
404087	1	42104018	冽风长剑皮靴	1	25
404087	1	42204018	机械元首长靴	1	25
404087	1	42304018	弑魂之灵长靴	1	25
404087	1	42404018	梦幻山谷长靴	1	25
404087	1	42105018	鬼影狂刀长裤	1	25
404087	1	42205018	上古守护长裤	1	25
404087	1	42305018	武圣怜悯长裤	1	25
404087	1	42405018	魔能无双护腿	1	25
404088	1	42102018	炎冥之灵上衣	1	13
404088	1	42202018	爆裂子弹马甲	1	13
404088	1	42302018	瞬息击杀胸甲	1	13
404088	1	42402018	爱之海长袍	1	13
404088	1	42103018	无双剑神头盔	1	13
404088	1	42203018	落日幻影帽子	1	13
404088	1	42303018	天地雄魂头盔	1	13
404088	1	42403018	生命之树藤盔	1	13
404088	1	42104018	冽风长剑皮靴	1	13
404088	1	42204018	机械元首长靴	1	13
404088	1	42304018	弑魂之灵长靴	1	13
404088	1	42404018	梦幻山谷长靴	1	13
404088	1	42105018	鬼影狂刀长裤	1	13
404088	1	42205018	上古守护长裤	1	13
404088	1	42305018	武圣怜悯长裤	1	13
404088	1	42405018	魔能无双护腿	1	13
404089	1	42102018	炎冥之灵上衣	1	13
404089	1	42202018	爆裂子弹马甲	1	13
404089	1	42302018	瞬息击杀胸甲	1	13
404089	1	42402018	爱之海长袍	1	13
404089	1	42103018	无双剑神头盔	1	13
404089	1	42203018	落日幻影帽子	1	13
404089	1	42303018	天地雄魂头盔	1	13
404089	1	42403018	生命之树藤盔	1	13
404089	1	42104018	冽风长剑皮靴	1	13
404089	1	42204018	机械元首长靴	1	13
404089	1	42304018	弑魂之灵长靴	1	13
404089	1	42404018	梦幻山谷长靴	1	13
404089	1	42105018	鬼影狂刀长裤	1	13
404089	1	42205018	上古守护长裤	1	13
404089	1	42305018	武圣怜悯长裤	1	13
404089	1	42405018	魔能无双护腿	1	13
404090	1	42102018	炎冥之灵上衣	1	13
404090	1	42202018	爆裂子弹马甲	1	13
404090	1	42302018	瞬息击杀胸甲	1	13
404090	1	42402018	爱之海长袍	1	13
404090	1	42103018	无双剑神头盔	1	13
404090	1	42203018	落日幻影帽子	1	13
404090	1	42303018	天地雄魂头盔	1	13
404090	1	42403018	生命之树藤盔	1	13
404090	1	42104018	冽风长剑皮靴	1	13
404090	1	42204018	机械元首长靴	1	13
404090	1	42304018	弑魂之灵长靴	1	13
404090	1	42404018	梦幻山谷长靴	1	13
404090	1	42105018	鬼影狂刀长裤	1	13
404090	1	42205018	上古守护长裤	1	13
404090	1	42305018	武圣怜悯长裤	1	13
404090	1	42405018	魔能无双护腿	1	13
404092	1	42102019	火之咆哮胸甲	1	25
404092	1	42202019	潜行狙击皮衣	1	25
404092	1	42302019	伏魔皮甲	1	25
404092	1	42402019	无上荣光长袍	1	25
404092	1	42103019	炙炎逆天头盔	1	25
404092	1	42203019	飞鸟之翎帽子	1	25
404092	1	42303019	人间极皇头盔	1	25
404092	1	42403019	无尽之火头盔	1	25
404092	1	42104019	血迹泛滥长靴	1	25
404092	1	42204019	雷狼暴怒长靴	1	25
404092	1	42304019	人皇告诫长靴	1	25
404092	1	42404019	远古精灵长靴	1	25
404092	1	42105019	神隐剑宗长裤	1	25
404092	1	42205019	远古王者长裤	1	25
404092	1	42305019	强者寄魂长裤	1	25
404092	1	42405019	寒月敛光长裤	1	25
404093	1	42102019	火之咆哮胸甲	1	13
404093	1	42202019	潜行狙击皮衣	1	13
404093	1	42302019	伏魔皮甲	1	13
404093	1	42402019	无上荣光长袍	1	13
404093	1	42103019	炙炎逆天头盔	1	13
404093	1	42203019	飞鸟之翎帽子	1	13
404093	1	42303019	人间极皇头盔	1	13
404093	1	42403019	无尽之火头盔	1	13
404093	1	42104019	血迹泛滥长靴	1	13
404093	1	42204019	雷狼暴怒长靴	1	13
404093	1	42304019	人皇告诫长靴	1	13
404093	1	42404019	远古精灵长靴	1	13
404093	1	42105019	神隐剑宗长裤	1	13
404093	1	42205019	远古王者长裤	1	13
404093	1	42305019	强者寄魂长裤	1	13
404093	1	42405019	寒月敛光长裤	1	13
404094	1	42102019	火之咆哮胸甲	1	13
404094	1	42202019	潜行狙击皮衣	1	13
404094	1	42302019	伏魔皮甲	1	13
404094	1	42402019	无上荣光长袍	1	13
404094	1	42103019	炙炎逆天头盔	1	13
404094	1	42203019	飞鸟之翎帽子	1	13
404094	1	42303019	人间极皇头盔	1	13
404094	1	42403019	无尽之火头盔	1	13
404094	1	42104019	血迹泛滥长靴	1	13
404094	1	42204019	雷狼暴怒长靴	1	13
404094	1	42304019	人皇告诫长靴	1	13
404094	1	42404019	远古精灵长靴	1	13
404094	1	42105019	神隐剑宗长裤	1	13
404094	1	42205019	远古王者长裤	1	13
404094	1	42305019	强者寄魂长裤	1	13
404094	1	42405019	寒月敛光长裤	1	13
404095	1	42102019	火之咆哮胸甲	1	13
404095	1	42202019	潜行狙击皮衣	1	13
404095	1	42302019	伏魔皮甲	1	13
404095	1	42402019	无上荣光长袍	1	13
404095	1	42103019	炙炎逆天头盔	1	13
404095	1	42203019	飞鸟之翎帽子	1	13
